date,Month,Year,date_format,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
19850424,4,1985,24-04-1985,2,13.1,278,9.6,6.7,0.3,0,102540,0
19850425,4,1985,25-04-1985,6,0.3,82,12.6,7.4,5.2,0,102220,0
19850426,4,1985,26-04-1985,4,9.3,235,11.6,5.3,-2,0,101980,0
19850427,4,1985,27-04-1985,6,1.6,116,11,8.6,5.5,1.4,101060,0
19850428,4,1985,28-04-1985,4,8.5,227,12.6,4.8,-1.3,2.6,101730,0
19850429,4,1985,29-04-1985,8,0.1,76,16.8,7.8,3,1.9,101320,0
19850430,4,1985,30-04-1985,6,4.2,166,13.4,11.7,6.6,0,101400,0
19850501,5,1985,01-05-1985,7,6.8,207,13.5,9.7,6,0,101550,0
19850502,5,1985,02-05-1985,5,8.8,236,10.4,10,6.4,0,101090,0
19850503,5,1985,03-05-1985,7,0.5,93,13.3,9,7.5,0.1,101190,0
19850504,5,1985,04-05-1985,7,1.1,110,12.9,9.8,6.3,0,100790,0
19850505,5,1985,05-05-1985,6,3.7,162,17,9.2,5.6,0,99980,0
19850506,5,1985,06-05-1985,3,11.7,278,19.1,10.7,4.4,0,100500,0
19850507,5,1985,07-05-1985,5,8.3,234,15.1,13,6.9,0,101000,0
19850508,5,1985,08-05-1985,8,1,110,15.9,12.5,9.9,0,101210,0
19850509,5,1985,09-05-1985,5,5.2,190,13,11.6,7.4,0,101080,0
19850510,5,1985,10-05-1985,6,0.9,108,9.6,8.4,3.7,0,101700,0
19850511,5,1985,11-05-1985,8,0,75,12.7,8.4,7.2,0,102180,0
19850512,5,1985,12-05-1985,8,0,76,14.5,9.3,5.9,3.5,101500,0
19850513,5,1985,13-05-1985,7,2.4,144,11.8,11,7.4,0.4,100990,0
19850514,5,1985,14-05-1985,7,0,77,16.3,9.9,8,35.4,100690,0
19850515,5,1985,15-05-1985,7,1.9,134,20.8,12.8,9.3,0,101080,0
19850516,5,1985,16-05-1985,2,11.7,288,21.4,13.2,5.7,0,101880,0
19850517,5,1985,17-05-1985,2,7.8,236,21.3,15.3,9.2,0,102290,0
19850518,5,1985,18-05-1985,5,6.2,212,15.8,15.4,9.5,0,102080,0
19850519,5,1985,19-05-1985,8,0,78,19.8,13.2,10.5,0.1,101650,0
19850520,5,1985,20-05-1985,8,2.1,141,16.4,14.8,9.9,0,101220,0
19850521,5,1985,21-05-1985,6,3.8,174,15,14.2,12.1,14.6,100930,0
19850522,5,1985,22-05-1985,7,2.1,142,15.8,12.6,10.2,0,100670,0
19850523,5,1985,23-05-1985,6,3.3,166,16.9,12.4,8.9,0,100640,0
19850524,5,1985,24-05-1985,6,4.9,195,19.6,13.4,9.8,0.3,100560,0
19850525,5,1985,25-05-1985,7,5.1,199,20.8,15.2,10.7,1.4,101200,0
19850526,5,1985,26-05-1985,6,5.9,212,18.1,17,13.2,3.9,100920,0
19850527,5,1985,27-05-1985,6,1.2,123,18.6,15,11.8,5,100880,0
19850528,5,1985,28-05-1985,4,13.3,317,19.6,14,9.4,0,101950,0
19850529,5,1985,29-05-1985,3,14.9,337,19.1,14.2,8.8,0,102700,0
19850530,5,1985,30-05-1985,1,15.7,348,19.7,12.8,6.5,0,102740,0
19850531,5,1985,31-05-1985,3,13.4,320,22,13.2,6.6,0,102770,0
19850601,6,1985,01-06-1985,1,15,339,23.5,14.1,6.2,0,102700,0
19850602,6,1985,02-06-1985,2,14.9,338,25,16.4,9.4,0,102410,0
19850603,6,1985,03-06-1985,2,14.2,330,24.3,17.7,10.4,0.9,101900,0
19850604,6,1985,04-06-1985,7,3.6,178,20.4,17.8,11.2,8.2,101290,0
19850605,6,1985,05-06-1985,8,0.8,115,14.2,17.2,14,14.8,100970,0
19850606,6,1985,06-06-1985,8,0,80,12.5,13,11.7,12.9,100940,0
19850607,6,1985,07-06-1985,7,0.9,118,15.7,9.9,7.3,1.6,101240,0
19850608,6,1985,08-06-1985,5,8.9,263,18,9.8,3.9,1.1,101600,0
19850609,6,1985,09-06-1985,7,7.1,237,17,13.9,9.8,0.4,100910,0
19850610,6,1985,10-06-1985,5,7.5,243,16.4,12.8,8.6,0.3,101310,0
19850611,6,1985,11-06-1985,8,0.2,94,16.6,13.2,10,10.9,101420,0
19850612,6,1985,12-06-1985,5,11.6,300,16.7,13.3,10,0.1,100180,0
19850613,6,1985,13-06-1985,6,1,122,16.4,12.6,8.5,4.1,100970,0
19850614,6,1985,14-06-1985,5,10.7,289,17.8,12.8,9.2,0,101420,0
19850615,6,1985,15-06-1985,3,11,293,17.9,11.6,5.4,0,102090,0
19850616,6,1985,16-06-1985,6,5.5,213,19.5,14,10,0,102020,0
19850617,6,1985,17-06-1985,6,8.6,260,17.5,13.7,7.9,0.1,101860,0
19850618,6,1985,18-06-1985,7,1.5,135,19.7,14,10.6,0,101510,0
19850619,6,1985,19-06-1985,7,3,168,20.1,15.8,12,0,101000,0
19850620,6,1985,20-06-1985,6,8.6,260,16,15.6,11,8.1,101260,0
19850621,6,1985,21-06-1985,8,0.6,110,16.6,13.4,10.7,3.1,100440,0
19850622,6,1985,22-06-1985,8,0.3,99,19.1,14.4,12.2,6.6,100140,0
19850623,6,1985,23-06-1985,7,5,205,18.2,15,11,2.6,100500,0
19850624,6,1985,24-06-1985,7,1.6,138,15.9,15.4,12.7,2.3,101050,0
19850625,6,1985,25-06-1985,6,2.1,149,18.2,12.1,8.3,8.2,101780,0
19850626,6,1985,26-06-1985,6,5.1,206,18.8,14,9.7,0.8,101720,0
19850627,6,1985,27-06-1985,6,6.2,224,17.9,14.6,10.5,0,101970,0
19850628,6,1985,28-06-1985,6,1.7,140,21.1,13.8,9.7,1.7,101660,0
19850629,6,1985,29-06-1985,7,4.2,190,21.7,17,13,0.1,101570,0
19850630,6,1985,30-06-1985,7,5.8,217,22.9,17.2,12.6,0,101770,0
19850701,7,1985,01-07-1985,4,10.7,288,23.9,18.2,13.5,0,101790,0
19850702,7,1985,02-07-1985,3,11.4,297,24.5,18.3,12.7,0,102150,0
19850703,7,1985,03-07-1985,1,14.8,339,27.1,18.8,13.1,0,102110,0
19850704,7,1985,04-07-1985,3,9.5,271,26.5,20.6,14,0,101610,0
19850705,7,1985,05-07-1985,5,4.9,201,22,22.4,18.2,1.8,101580,0
19850706,7,1985,06-07-1985,3,15.5,346,22,16,10.1,0,102490,0
19850707,7,1985,07-07-1985,3,12.4,308,25.6,16.2,10.5,0,102890,0
19850708,7,1985,08-07-1985,4,11.5,296,21.7,18.4,11.1,0,102330,0
19850709,7,1985,09-07-1985,5,10.9,288,22.1,17.7,13.7,0,101970,0
19850710,7,1985,10-07-1985,5,9.6,270,20.5,16.2,10.3,0,102120,0
19850711,7,1985,11-07-1985,7,3.9,181,24.4,16.7,12.9,0,101750,0
19850712,7,1985,12-07-1985,6,3.5,174,28.9,19.8,15.2,0,101730,0
19850713,7,1985,13-07-1985,5,7.4,237,24.4,21.4,13.8,2,101830,0
19850714,7,1985,14-07-1985,6,5.5,208,20.7,21.2,18,2.7,101120,0
19850715,7,1985,15-07-1985,5,7.5,238,22.2,15.7,10.7,1.7,101970,0
19850716,7,1985,16-07-1985,6,6.7,225,21.3,17.3,12.4,0.1,101820,0
19850717,7,1985,17-07-1985,4,10.2,274,19.4,16.1,10.9,1.1,101840,0
19850718,7,1985,18-07-1985,7,1.5,130,19.9,16.8,14.1,0.6,100900,0
19850719,7,1985,19-07-1985,6,4,180,19.9,15.6,11.3,3.1,100640,0
19850720,7,1985,20-07-1985,5,11,282,21.2,15.4,11,1.2,101260,0
19850721,7,1985,21-07-1985,4,10.2,271,20.8,14.7,8.2,4,102110,0
19850722,7,1985,22-07-1985,8,0.9,113,24.8,17,13.2,0.9,101660,0
19850723,7,1985,23-07-1985,2,14.6,324,26.7,18.4,12.1,0,102260,0
19850724,7,1985,24-07-1985,3,10,266,29.8,19.6,12.5,0,102230,0
19850725,7,1985,25-07-1985,4,11.1,280,21.1,22.4,15,0,101520,0
19850726,7,1985,26-07-1985,6,2.9,156,23.4,19.5,17.9,0,100590,0
19850727,7,1985,27-07-1985,7,5.7,203,19.5,19.2,15.1,2,100770,0
19850728,7,1985,28-07-1985,7,3.1,158,18.5,17.6,15.8,7.7,100220,0
19850729,7,1985,29-07-1985,7,2.3,142,19.3,16.2,14,3.7,99810,0
19850730,7,1985,30-07-1985,7,0.3,90,23.7,16.6,13.8,1.6,100410,0
19850731,7,1985,31-07-1985,6,7.9,232,20.8,18.6,13.4,1,101030,0
19850801,8,1985,01-08-1985,6,10,259,17.8,16.7,12.6,0.4,101590,0
19850802,8,1985,02-08-1985,7,0.7,102,19.2,15.6,13.3,4.2,101300,0
19850803,8,1985,03-08-1985,4,11.5,276,17.4,15.6,12.1,1.3,101040,0
19850804,8,1985,04-08-1985,8,0,71,19,14.6,11.7,15.6,100440,0
19850805,8,1985,05-08-1985,6,3.5,160,19.7,15.8,12.5,0,99670,0
19850806,8,1985,06-08-1985,5,7.7,224,17.2,14.2,8.8,0,101040,0
19850807,8,1985,07-08-1985,7,0,70,20.8,13.8,10.3,2.8,101200,0
19850808,8,1985,08-08-1985,6,8.2,228,18.6,15.1,9.4,0.4,101010,0
19850809,8,1985,09-08-1985,7,3.2,152,20,16.6,14.6,8.2,100590,0
19850810,8,1985,10-08-1985,6,6.5,203,19.5,15.5,11,0,100760,0
19850811,8,1985,11-08-1985,5,5.2,183,19.8,15.2,10.9,0.1,100640,0
19850812,8,1985,12-08-1985,4,10.3,250,20.6,15.6,11.3,0.5,101130,0
19850813,8,1985,13-08-1985,6,2.7,140,20.7,15.9,11.2,0,101490,0
19850814,8,1985,14-08-1985,5,7.9,218,19.6,17.2,13.8,1.9,101140,0
19850815,8,1985,15-08-1985,4,7.3,208,19.1,15.8,11.9,0.3,101520,0
19850816,8,1985,16-08-1985,5,2.9,141,21.8,15.8,12.5,0,101660,0
19850817,8,1985,17-08-1985,3,9.1,229,20.3,15.8,9.9,0.7,101840,0
19850818,8,1985,18-08-1985,7,0.3,80,21.5,16.4,12.4,2.7,101670,0
19850819,8,1985,19-08-1985,5,7.6,208,19.6,18.4,15.4,0.4,100930,0
19850820,8,1985,20-08-1985,6,1.5,110,22.9,16.4,13.1,0.6,101380,0
19850821,8,1985,21-08-1985,3,11.7,254,20.5,17.6,12.2,7.4,101740,0
19850822,8,1985,22-08-1985,6,9.8,231,19.3,16.1,11.7,0,101860,0
19850823,8,1985,23-08-1985,7,0.5,84,18.7,15.6,12,10.3,101550,0
19850824,8,1985,24-08-1985,6,7,193,19.4,16,13.3,0.5,100140,0
19850825,8,1985,25-08-1985,4,9.4,222,18.5,14.4,9.4,0.1,100700,0
19850826,8,1985,26-08-1985,5,6.9,189,21.2,14.3,10.1,0,101860,0
19850827,8,1985,27-08-1985,5,4.5,155,23.1,14.8,8.5,0,102410,0
19850828,8,1985,28-08-1985,5,7.1,189,26,17.8,12.4,0,102390,0
19850829,8,1985,29-08-1985,5,8,199,25.9,20,14.1,0,102310,0
19850830,8,1985,30-08-1985,4,11.3,235,20.6,20,14.1,0,101810,0
19850831,8,1985,31-08-1985,5,5,158,17.6,17,13.5,0.5,101410,0
19850901,9,1985,01-09-1985,5,3.7,133,16.4,14.1,10.6,0,101370,0
19850902,9,1985,02-09-1985,7,0.7,80,19.6,14,11.7,3.9,101160,0
19850903,9,1985,03-09-1985,6,6.6,168,17,16,12.5,2.5,100510,0
19850904,9,1985,04-09-1985,7,0.2,64,18.8,13.4,9.9,2.7,101830,0
19850905,9,1985,05-09-1985,5,7,170,17.9,15.7,12.6,0,101630,0
19850906,9,1985,06-09-1985,2,11.4,214,20.1,11.7,5.5,0,102770,0
19850907,9,1985,07-09-1985,4,7.3,170,20.5,12.8,5.5,0,102530,0
19850908,9,1985,08-09-1985,7,1.9,98,20.9,15.8,11,0,101960,0
19850909,9,1985,09-09-1985,7,0.9,79,22.7,17.5,14.1,0,102360,0
19850910,9,1985,10-09-1985,2,7.3,166,25.2,17,11.4,0,102560,0
19850911,9,1985,11-09-1985,1,10.7,199,26.9,17.6,10.1,0,102480,0
19850912,9,1985,12-09-1985,1,9.6,186,18.8,19.2,11.6,0,101960,0
19850913,9,1985,13-09-1985,3,9.1,180,16.2,15,11.3,0,102350,0
19850914,9,1985,14-09-1985,7,0,49,17.5,13.2,10.1,0.2,101810,0
19850915,9,1985,15-09-1985,3,7.7,162,19.3,13,8.5,0,101570,0
19850916,9,1985,16-09-1985,7,0.1,53,22.8,14.1,8.9,0,101900,0
19850917,9,1985,17-09-1985,6,3.9,117,20.7,17.8,12.9,0,102180,0
19850918,9,1985,18-09-1985,7,0.8,69,20.6,17.4,14.1,0,102200,0
19850919,9,1985,19-09-1985,6,0.2,54,18.9,17.2,13.8,0.4,101350,0
19850920,9,1985,20-09-1985,7,2.8,99,19.7,14.8,10.6,0,101810,0
19850921,9,1985,21-09-1985,7,0,44,23,16.1,12.5,1.5,101360,0
19850922,9,1985,22-09-1985,6,6.2,136,21.1,19.7,16.4,0,101490,0
19850923,9,1985,23-09-1985,6,8.7,159,18.9,17.4,13.7,0,101930,0
19850924,9,1985,24-09-1985,7,0.8,64,19.8,15,11,0,102020,0
19850925,9,1985,25-09-1985,7,0.4,55,24.1,16.4,13,0,102270,0
19850926,9,1985,26-09-1985,5,7.4,141,22.9,18.6,13,0,102710,0
19850927,9,1985,27-09-1985,3,8.7,152,22.1,17.2,11.4,0,102780,0
19850928,9,1985,28-09-1985,0,6.6,131,24,15.4,8.6,0,102730,0
19850929,9,1985,29-09-1985,3,7.9,141,25,18.2,12.4,0,102540,0
19850930,9,1985,30-09-1985,3,4.8,110,27,18.6,12.2,0,102290,0
19851001,10,1985,01-10-1985,4,8.1,140,22,20.1,13.2,0,101570,0
19851002,10,1985,02-10-1985,6,3.8,97,22.1,18.4,14.8,0,101340,0
19851003,10,1985,03-10-1985,7,1.8,72,19,19.3,16.5,1.7,100620,0
19851004,10,1985,04-10-1985,4,7,125,19.3,16.4,13.8,2.9,100750,0
19851005,10,1985,05-10-1985,2,8.4,135,19.9,15.3,11.3,0,101390,0
19851006,10,1985,06-10-1985,7,1.5,65,14.3,15.2,10.6,8.5,101220,0
19851007,10,1985,07-10-1985,8,0,35,15.2,12.8,11.4,2.6,101360,0
19851008,10,1985,08-10-1985,5,6.1,111,16.1,11,6.8,1.3,101420,0
19851009,10,1985,09-10-1985,6,2.9,79,19.1,12.4,8.8,0,101120,0
19851010,10,1985,10-10-1985,6,4.8,97,19.3,14.6,10,0,102180,0
19851011,10,1985,11-10-1985,7,1.8,65,17.4,16.6,13.9,0,102830,0
19851012,10,1985,12-10-1985,5,5.4,99,18.1,14.2,11.1,0,103510,0
19851013,10,1985,13-10-1985,2,9,126,18.2,12.3,6.5,0,103850,0
19851014,10,1985,14-10-1985,3,7.2,111,16.2,11.5,4.8,0,103830,0
19851015,10,1985,15-10-1985,7,0,31,12.8,11.8,7.5,0,103730,0
19851016,10,1985,16-10-1985,8,0,30,14.7,12.1,11.4,0,103580,0
19851017,10,1985,17-10-1985,8,0,30,13,12.2,9.8,0,103150,0
19851018,10,1985,18-10-1985,8,0,29,15.8,12.2,11.4,0,102800,0
19851019,10,1985,19-10-1985,6,1.2,50,15.7,12.1,8.4,0,102780,0
19851020,10,1985,20-10-1985,1,8.8,113,15.4,10.6,5.4,0,102650,0
19851021,10,1985,21-10-1985,1,7.8,105,16.1,9.9,4.4,0,102700,0
19851022,10,1985,22-10-1985,1,7.5,101,13.9,10.8,5.5,0,102990,0
19851023,10,1985,23-10-1985,2,6.4,92,16.1,10.9,7.9,0,103060,0
19851024,10,1985,24-10-1985,1,7.5,99,14.5,10.6,5.1,0,102830,0
19851025,10,1985,25-10-1985,1,7.4,97,10.3,9.6,4.8,0,102810,0
19851026,10,1985,26-10-1985,6,1.8,52,11.9,7.4,4.4,0,102900,0
19851027,10,1985,27-10-1985,7,0,25,13.1,9.6,7.4,0,103000,0
19851028,10,1985,28-10-1985,7,2,52,12.9,10.4,7.8,0,102930,0
19851029,10,1985,29-10-1985,5,0.6,36,10.5,8.8,4.6,0,102460,0
19851030,10,1985,30-10-1985,6,0,24,8.6,8.2,5.8,0,101800,0
19851031,10,1985,31-10-1985,8,0,23,10.5,7.3,6,1.4,100880,0
19851101,11,1985,01-11-1985,6,0.5,33,8,7.8,5.1,0.7,100960,0
19851102,11,1985,02-11-1985,3,8.3,91,9.3,5.6,3.3,0,100650,0
19851103,11,1985,03-11-1985,3,7.9,88,14.9,3,-3.3,0,100810,0
19851104,11,1985,04-11-1985,7,1.8,45,12.6,7,-0.9,0.3,99900,0
19851105,11,1985,05-11-1985,6,4.6,65,11.1,10.9,9.2,0,98430,0
19851106,11,1985,06-11-1985,3,7.5,82,14.3,7,2.9,0,100290,0
19851107,11,1985,07-11-1985,6,6,72,16.5,9.9,5.5,1.7,100430,0
19851108,11,1985,08-11-1985,7,0.7,32,14.1,12.9,9.3,1.8,99650,0
19851109,11,1985,09-11-1985,5,2.1,44,6,11.6,9.2,1.2,98990,0
19851110,11,1985,10-11-1985,4,6.2,70,7,4.4,2.7,0,100820,0
19851111,11,1985,11-11-1985,5,5.2,63,5.2,3.6,0.3,0.2,101620,0
19851112,11,1985,12-11-1985,0,7.8,76,6.7,1.7,-1.8,0,101630,0
19851113,11,1985,13-11-1985,0,7.8,75,8.3,1.3,-4.1,0,102270,0
19851114,11,1985,14-11-1985,5,0.1,21,9.5,1.3,-5.7,7.4,102580,0
19851115,11,1985,15-11-1985,5,3.5,50,7.9,2.6,-4.3,0,102620,0
19851116,11,1985,16-11-1985,6,0.4,25,6.7,3.1,-1.7,10.8,102770,0
19851117,11,1985,17-11-1985,7,0,17,5.6,4,1.4,0,103000,0
19851118,11,1985,18-11-1985,3,4.7,55,2.3,3.6,1.5,0,103640,0
19851119,11,1985,19-11-1985,6,1,29,5,1.5,0.7,0.1,102810,0
19851120,11,1985,20-11-1985,8,0,17,5.7,1.8,-1.4,0.1,102460,0
19851121,11,1985,21-11-1985,8,0,16,5.9,3.6,1.6,0.1,102340,0
19851122,11,1985,22-11-1985,8,0,16,6.6,5.1,4.3,0,102430,0
19851123,11,1985,23-11-1985,8,0,16,4.8,5.2,3.8,0.2,102400,0
19851124,11,1985,24-11-1985,6,4.8,51,6.3,3.9,3,0,102380,0
19851125,11,1985,25-11-1985,6,0.1,18,5.2,4.6,2.8,0,101900,0
19851126,11,1985,26-11-1985,6,0,15,5,2.7,0.2,0,101160,0
19851127,11,1985,27-11-1985,6,0,15,5.3,2.5,0,0,100360,0
19851128,11,1985,28-11-1985,2,7.5,61,5.3,0.9,-3.5,0,100910,0
19851129,11,1985,29-11-1985,7,0.1,17,12.3,1.1,-3.1,5.3,101170,0
19851130,11,1985,30-11-1985,8,0,14,14.9,6,-0.3,0.1,101060,0
19851201,12,1985,01-12-1985,7,2.8,35,16.6,9.9,4.9,3.6,101250,0
19851202,12,1985,02-12-1985,7,1.7,28,14.4,13.8,11,3.2,101360,0
19851203,12,1985,03-12-1985,7,0,13,13.4,13.6,12.9,1.4,101240,0
19851204,12,1985,04-12-1985,8,0,13,12.1,12.4,11.5,9.6,101180,0
19851205,12,1985,05-12-1985,7,0,13,11.5,11.4,10.6,5.4,100020,0
19851206,12,1985,06-12-1985,5,3.6,38,10.4,7.9,4.3,9.3,100670,0
19851207,12,1985,07-12-1985,3,5.4,46,8.4,8.2,5.9,0.8,100550,0
19851208,12,1985,08-12-1985,7,0.1,15,5.6,6.4,4.4,0,100910,0
19851209,12,1985,09-12-1985,8,0,13,8.5,5,4.4,0,101370,0
19851210,12,1985,10-12-1985,7,0,12,9.9,5.2,1.8,1.8,101880,0
19851211,12,1985,11-12-1985,7,0,12,11.1,5.7,1.5,0,102600,0
19851212,12,1985,12-12-1985,6,1.9,28,13.3,8.6,6.1,0,103060,0
19851213,12,1985,13-12-1985,8,0,12,14.4,10.2,7.2,0.1,102540,0
19851214,12,1985,14-12-1985,8,0,12,13.4,12.5,10.6,0,102600,0
19851215,12,1985,15-12-1985,7,0,12,10.7,11.3,9.2,0,102760,0
19851216,12,1985,16-12-1985,7,0,12,12,10.3,9.9,0,102760,0
19851217,12,1985,17-12-1985,7,0,12,11.2,9,6,3.1,102210,0
19851218,12,1985,18-12-1985,4,3.9,37,11.2,10.2,9.3,0,101890,0
19851219,12,1985,19-12-1985,5,4.7,41,11.9,7.6,4,0.4,102290,0
19851220,12,1985,20-12-1985,7,0,12,13.1,8,4.2,0.1,101700,0
19851221,12,1985,21-12-1985,7,0.1,14,10.2,11.3,9.5,1.5,100980,0
19851222,12,1985,22-12-1985,7,0,12,10.8,9.9,9.6,2.8,100460,0
19851223,12,1985,23-12-1985,4,4.3,39,11.3,8,5.1,5.2,100680,0
19851224,12,1985,24-12-1985,8,0.1,14,9.2,9.1,6.9,2,99720,0
19851225,12,1985,25-12-1985,6,0.1,14,6.6,7.3,5.4,25.7,99210,0
19851226,12,1985,26-12-1985,8,0,12,3.6,6.4,6.3,4.5,99200,0
19851227,12,1985,27-12-1985,6,3.2,34,0,2.8,1.9,0,100980,0
19851228,12,1985,28-12-1985,5,0.3,16,1,-3.3,-6.6,0,100870,0
19851229,12,1985,29-12-1985,3,6,47,5.4,-2.4,-5.7,0,101100,0
19851230,12,1985,30-12-1985,7,0.8,21,4.8,-0.5,-6.4,0,101460,0
19851231,12,1985,31-12-1985,8,0,13,6.6,0,-4.9,0,100140,0
19860101,1,1986,01-01-1986,4,2,29,8.8,2.7,-1.2,11.8,99360,0
19860102,1,1986,02-01-1986,6,1.2,24,4.6,4.9,1,24.3,98010,0
19860103,1,1986,03-01-1986,4,4.1,40,6.5,3.5,2.4,0,100110,0
19860104,1,1986,04-01-1986,5,2.3,31,3.5,1,-4.6,5.6,101230,0
19860105,1,1986,05-01-1986,7,0,13,3.2,0.4,-2.6,0,99550,0
19860106,1,1986,06-01-1986,4,1.3,25,2.8,1.5,-0.2,0,100730,0
19860107,1,1986,07-01-1986,6,0,13,3,-0.2,-3.3,16.9,100760,0
19860108,1,1986,08-01-1986,8,0,13,8.9,1.8,0.6,1.7,100750,0
19860109,1,1986,09-01-1986,8,0,14,12.4,5.2,1.5,2.1,102240,0
19860110,1,1986,10-01-1986,7,0.7,22,9.3,7,1.7,0.6,101530,0
19860111,1,1986,11-01-1986,3,3.2,38,10,7.2,5.1,0.4,101340,0
19860112,1,1986,12-01-1986,3,4,43,11.4,6.2,2.5,0,101670,0
19860113,1,1986,13-01-1986,7,0,14,8.2,7.2,2.9,0.1,101290,0
19860114,1,1986,14-01-1986,4,1.8,31,6.6,7.1,6,0.2,100450,0
19860115,1,1986,15-01-1986,6,0.3,19,4.6,6,5.3,0.1,100960,0
19860116,1,1986,16-01-1986,4,3.9,44,10,2.7,0.8,0.1,102340,0
19860117,1,1986,17-01-1986,6,0,15,11.6,4.2,-1.6,1.2,102300,0
19860118,1,1986,18-01-1986,8,0,15,11.7,6.2,0.8,0.4,101470,0
19860119,1,1986,19-01-1986,6,0,16,10,10.8,10,0.9,100490,0
19860120,1,1986,20-01-1986,4,4.5,50,10.2,6.2,2.4,4.4,101640,0
19860121,1,1986,21-01-1986,5,3.6,45,10.1,6.8,3.3,2.1,100480,0
19860122,1,1986,22-01-1986,6,0,16,8.5,5.8,1.6,5.7,99730,0
19860123,1,1986,23-01-1986,5,3.5,46,5.5,7,5.4,0.1,98620,0
19860124,1,1986,24-01-1986,3,7.7,69,4.7,3.6,1.8,0,100580,0
19860125,1,1986,25-01-1986,0,8,71,4.8,2,-0.8,0,102600,0
19860126,1,1986,26-01-1986,2,5.5,60,4.6,-0.4,-5.7,0,102730,0
19860127,1,1986,27-01-1986,8,0,18,7.2,0.3,-4,9.7,101150,0
19860128,1,1986,28-01-1986,4,5.2,60,4.2,2.2,-2.7,6.7,100410,0
19860129,1,1986,29-01-1986,8,0,18,5.1,2,-0.3,9.8,99030,0
19860130,1,1986,30-01-1986,8,0,19,3.4,3,1,0,100090,0
19860131,1,1986,31-01-1986,8,0,19,3.8,3.2,3,0.7,100560,0
19860201,2,1986,01-02-1986,8,0,19,4,2.6,1.5,2.2,100450,0
19860202,2,1986,02-02-1986,8,0,20,2.8,3.2,2.4,3.8,100830,0
19860203,2,1986,03-02-1986,8,0,20,3.5,1.6,0.5,0,101200,0
19860204,2,1986,04-02-1986,8,0,20,3.9,2.4,1.3,0,101750,0
19860205,2,1986,05-02-1986,5,5.1,66,-0.4,1.5,-0.9,5.7,101510,0
19860206,2,1986,06-02-1986,8,0,21,0,-1,-1.6,0.7,101390,8
19860207,2,1986,07-02-1986,8,0,21,1.1,-1,-2.1,0.1,101930,8
19860208,2,1986,08-02-1986,5,3.9,61,0.2,-1.1,-3.3,0,102110,5
19860209,2,1986,09-02-1986,4,0.8,35,0.7,-2.4,-5,0,102620,3
19860210,2,1986,10-02-1986,0,7.4,86,1.1,-4.4,-9.6,0,103150,3
19860211,2,1986,11-02-1986,7,0,23,1.5,-3.6,-8.2,0,103390,2
19860212,2,1986,12-02-1986,5,1,39,3.7,0.2,-1.1,0,103220,2
19860213,2,1986,13-02-1986,0,8.6,98,0.5,0.3,-3.1,0,102170,1
19860214,2,1986,14-02-1986,5,0.9,39,3.5,-0.8,-2.2,0,101140,0
19860215,2,1986,15-02-1986,5,4.4,72,2,0.5,-2.5,0,100920,0
19860216,2,1986,16-02-1986,8,0,25,1.1,0.8,-0.4,0,100850,0
19860217,2,1986,17-02-1986,8,0,26,1.3,0.4,-0.3,0,100250,0
19860218,2,1986,18-02-1986,7,0.8,41,2.6,-0.2,-1.6,0,100800,0
19860219,2,1986,19-02-1986,7,1.5,50,1.9,0.4,-1.9,0,101610,0
19860220,2,1986,20-02-1986,4,4.3,76,-1.6,-0.9,-3.7,0,101860,0
19860221,2,1986,21-02-1986,5,0.2,33,1.4,-3.6,-5.7,0,101350,0
19860222,2,1986,22-02-1986,7,0.1,32,0.4,-2.6,-6.7,0,101340,0
19860223,2,1986,23-02-1986,7,0,29,4.1,-1.6,-3.5,0.2,101390,0
19860224,2,1986,24-02-1986,6,4.5,83,-0.8,0.2,-3.7,0,102070,0
19860225,2,1986,25-02-1986,6,0.2,35,1,-1.8,-2.9,0,102520,0
19860226,2,1986,26-02-1986,3,9.1,121,3,-1,-3.1,0,102910,0
19860227,2,1986,27-02-1986,1,8.5,118,2.1,-0.6,-4.2,0,102710,0
19860228,2,1986,28-02-1986,6,0.6,44,-0.2,-0.6,-3.3,1.8,102020,0
19860301,3,1986,01-03-1986,8,0,35,4.7,-1.3,-2.4,0.5,101490,2
19860302,3,1986,02-03-1986,3,8.4,134,5.3,1.2,-2.2,0,101990,3
19860303,3,1986,03-03-1986,3,8,132,9.3,0.7,-3.9,2.4,101870,0
19860304,3,1986,04-03-1986,8,0,36,12.2,3.8,-1.6,4.9,100690,0
19860305,3,1986,05-03-1986,7,0.4,48,11.1,7.9,3.6,0,100100,0
19860306,3,1986,06-03-1986,2,9.3,149,10.6,5.9,0.7,0,100690,0
19860307,3,1986,07-03-1986,3,6.1,121,9.9,5,-0.5,0,102060,0
19860308,3,1986,08-03-1986,4,9.1,151,9.4,4.4,-1,0,102360,0
19860309,3,1986,09-03-1986,8,0.6,55,9.1,5.2,1,0.7,101710,0
19860310,3,1986,10-03-1986,7,0.6,56,8.6,6.2,3.2,0,101830,0
19860311,3,1986,11-03-1986,7,0.7,59,7.2,5.7,2.8,0,102140,0
19860312,3,1986,12-03-1986,4,6.7,135,6.6,3.8,0.5,0,102000,0
19860313,3,1986,13-03-1986,6,0,42,12.8,3.8,1.1,0,101790,0
19860314,3,1986,14-03-1986,6,3.8,106,13.9,6.2,-0.5,0,102510,0
