daily_demand,Cluster,Silhouette,mean_temp,pressure,sunshine,precipitation,global_radiation,max_temp,min_temp
continuous,C1 C2 C3,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,
26359.2,C1,0.487867,12.2,100380,2.5,0.0,97,19.4,7.4
30439.8,C2,0.594109,14.1,101330,5.3,0.0,131,20.2,8.7
31283.8,C2,0.553347,17.0,101770,0.7,1.8,66,18.5,13.7
31018.6,C2,0.614969,15.8,101700,3.9,0.4,112,19.2,13.0
31168.9,C2,0.606772,15.7,101950,4.0,0.0,112,19.0,12.2
30402.9,C2,0.614475,13.7,101800,8.8,0.2,159,20.9,8.4
27141,C2,0.609756,14.8,101440,5.8,0.0,129,21.8,8.6
26333.2,C2,0.643564,16.4,101550,7.1,0.0,140,22.7,11.0
31051.6,C2,0.551996,19.4,102050,1.6,4.2,76,21.8,16.1
31353.6,C2,0.617001,16.8,102840,4.5,0.2,111,25.9,11.8
30392.2,C2,0.641732,20.9,101910,8.6,0.0,140,19.3,15.2
30770.2,C2,0.575315,17.1,102030,0.9,0.2,58,19.8,14.9
30744.1,C1,0.524544,17.5,101660,0.4,4.0,48,15.8,15.1
30358.2,C2,0.584306,13.5,101020,6.9,0.4,121,16.7,11.2
30618.3,C3,0.557485,13.0,101820,1.4,0.0,63,16.7,9.2
28262.5,C3,0.534235,12.9,102190,0.1,0.8,39,21.1,9.0
27130.8,C2,0.550966,16.4,101850,0.9,0.0,54,20.4,11.6
30886,C2,0.586143,18.2,101800,1.0,0.0,55,20.0,15.9
31522.4,C2,0.599079,17.9,101920,2.1,0.0,68,20.0,15.7
32330.3,C2,0.551552,17.2,102100,0.7,0.0,49,17.9,14.3
32308.3,C2,0.534303,15.7,102860,2.0,0.0,65,16.8,13.5
27832.4,C3,0.58942,11.4,102310,3.5,0.0,78,17.4,4.6
31740.2,C1,0.476377,11.9,101690,4.3,3.4,84,14.0,6.4
32520.4,C3,0.511962,10.8,101050,8.4,0.0,114,13.7,7.5
33445.9,C3,0.609547,8.9,101850,6.4,0.2,98,12.8,4.0
34172.1,C3,0.585448,7.8,102730,7.3,0.2,103,15.6,2.7
33104.5,C3,0.608763,10.2,102410,4.7,0.0,82,14.7,4.7
29026.3,C2,0.519761,10.0,101490,9.2,0.0,113,20.0,5.2
27610.5,C2,0.539938,13.7,100620,6.7,0.0,95,18.4,7.3
31461.2,C1,0.534419,15.0,99570,4.0,1.4,73,17.1,11.5
32503.4,C1,0.571228,14.1,99620,5.0,2.4,80,12.7,11.0
32832.6,C1,0.518893,10.1,100450,3.1,2.0,64,13.7,7.5
33597.4,C1,0.536956,11.6,100750,0.0,2.2,25,16.2,9.4
32537.9,C2,0.542413,12.5,102140,8.2,0.0,97,17.1,8.8
28973.3,C2,0.509303,13.9,102010,3.7,0.0,66,16.9,10.6
28161.7,C3,0.516489,14.8,101800,0.1,0.0,27,16.9,12.6
32446.2,C1,0.493994,15.9,101300,0.1,1.0,27,16.1,14.8
33184.2,C2,0.500764,13.7,100940,2.9,0.2,56,16.4,11.3
33300.9,C1,0.499015,11.6,100450,2.7,1.0,54,18.0,6.8
33212.2,C1,0.576808,14.2,99540,1.7,1.6,44,14.3,11.9
29916.2,C3,0.546549,11.8,100770,0.0,0.0,21,12.2,9.2
29460,C3,0.62234,10.4,102240,0.3,0.0,27,13.1,8.5
35090,C3,0.604228,11.4,102110,0.0,0.4,21,11.3,9.6
35566.9,C3,0.557383,10.6,101460,0.0,1.0,20,15.9,9.8
34936.4,C3,0.584793,12.6,101540,1.1,0.0,35,14.7,9.3
34664.6,C3,0.597003,12.0,101730,0.7,0.2,31,12.8,9.3
34167.7,C3,0.574735,9.9,101590,0.0,1.4,19,16.6,6.9
30483.9,C3,0.56332,13.2,102460,1.6,0.0,38,16.4,9.7
29122.1,C3,0.539384,13.4,102760,6.4,0.0,68,10.1,10.4
34825.1,C3,0.627645,9.1,102330,0.0,0.0,18,12.4,8.1
35054.7,C3,0.620043,9.3,101850,5.9,0.0,64,11.4,6.1
36195.9,C3,0.625788,7.9,101740,0.0,0.0,18,14.9,4.3
35118.4,C3,0.628928,10.0,101820,3.1,0.0,46,15.2,5.0
34238.4,C3,0.607058,11.9,101780,2.2,0.2,39,13.5,8.5
31127.4,C3,0.626615,9.5,101670,4.4,0.2,52,8.3,5.5
31218.8,C3,0.635209,5.3,101890,0.0,0.2,17,11.5,2.2
35727.3,C3,0.62176,8.0,101500,0.2,0.4,20,13.0,4.4
35937.6,C3,0.581228,10.6,101850,0.0,1.8,16,10.9,8.2
35961,C3,0.644217,6.8,102720,2.0,0.2,35,13.5,2.6
35144,C3,0.645505,8.6,102710,2.0,0.2,35,12.5,3.7
34533.3,C3,0.5727,11.0,102450,5.0,0.0,52,14.0,9.5
31198.8,C3,0.633829,10.2,102580,0.7,0.0,24,13.9,6.3
29924.2,C3,0.555874,11.8,102130,5.9,0.0,55,13.2,9.7
35811.2,C3,0.631842,6.7,102270,0.0,0.0,15,13.9,0.2
35248.3,C3,0.594959,8.6,100960,0.0,0.4,15,12.8,3.3
35513.4,C3,0.62497,9.2,101920,3.7,1.2,42,11.0,5.5
36046.2,C1,0.583504,9.5,100710,0.7,5.0,22,11.4,8.0
36175.6,C3,0.615344,6.8,101220,4.1,0.8,41,11.9,2.1
31529,C3,0.577561,7.7,100360,1.2,0.0,25,9.5,3.4
31723.3,C3,0.528143,8.2,100120,0.0,0.6,13,7.6,6.9
37046.2,C3,0.600957,4.8,100610,3.1,0.0,35,9.0,1.9
37808.8,C3,0.602683,5.7,100740,0.7,0.0,21,9.8,2.4
37205.7,C3,0.598525,6.8,100890,6.0,0.0,48,13.2,3.8
37537.7,C3,0.596881,8.0,101070,0.0,1.0,13,8.2,2.7
37248.1,C3,0.613862,5.9,101070,4.8,0.0,42,6.6,3.5
37588.1,C1,0.4905,6.3,99010,4.7,0.0,41,6.7,4.2
38716.6,C3,0.518267,5.2,99440,2.6,0.6,31,8.4,3.6
34658.6,C3,0.621947,2.8,101670,2.2,0.8,29,7.4,-0.4
37881,C3,0.608703,5.7,101540,3.1,1.8,33,13.1,2.1
37055.9,C3,0.627356,9.5,101800,0.1,0.0,14,12.6,5.8
34987.3,C3,0.603422,10.3,102480,5.7,0.6,45,11.6,7.9
33636,C1,0.494564,10.4,101770,0.0,3.8,12,10.2,9.1
31316.6,C3,0.638202,6.2,102820,0.1,0.2,14,12.3,2.1
27674.5,C3,0.638042,7.9,102840,0.0,0.0,12,13.0,3.5
27034.2,C3,0.603799,11.5,103310,0.0,0.0,12,11.1,10.0
29280.1,C3,0.612926,10.4,103270,0.0,0.2,12,10.9,9.7
30893.5,C3,0.633483,9.2,102140,0.9,0.0,21,10.2,7.5
32068,C3,0.600826,7.3,102070,0.0,2.4,12,11.6,4.4
32648.2,C1,0.514603,8.2,101700,0.0,5.2,12,12.8,4.7
29506.9,C3,0.590944,9.2,101000,0.0,0.2,13,13.0,5.6
27801.3,C1,0.608528,12.2,100480,0.0,7.2,13,11.9,11.3
30284,C3,0.553776,8.1,100850,6.3,2.0,49,12.6,4.2
35810.9,C1,0.596946,8.7,100310,1.4,7.8,25,11.7,4.7
37013.4,C3,0.588865,8.1,101420,0.4,2.0,18,11.0,4.4
36675.6,C3,0.575753,8.3,100500,3.5,0.2,37,10.6,5.5
36591.6,C3,0.644151,7.0,102380,4.8,0.0,44,10.6,3.3
31944.4,C3,0.649642,7.0,102190,2.2,0.0,31,10.4,3.4
31571.6,C3,0.632042,8.9,102680,0.1,0.0,15,12.8,7.3
35790.8,C3,0.632243,9.8,102970,0.5,0.2,20,11.4,6.8
36265.5,C3,0.618899,10.0,103330,0.7,0.0,22,11.2,8.6
36071.6,C3,0.620348,9.0,103300,2.6,0.0,35,13.6,6.7
36173,C3,0.632736,10.1,102800,1.5,0.0,28,7.1,6.6
38180.8,C3,0.573752,5.9,102390,0.0,4.0,15,11.0,-0.7
36851.1,C3,0.615228,9.7,101880,1.8,0.8,33,11.3,8.4
36958,C3,0.636745,7.7,101960,0.0,0.0,16,12.8,4.0
32425.8,C3,0.608106,10.1,101290,1.9,0.0,35,12.0,7.4
31550.2,C3,0.625353,8.7,101460,0.7,0.0,25,8.6,5.4
36800.8,C3,0.623308,6.0,101910,0.0,1.4,17,10.4,3.4
38292.8,C1,0.486792,4.9,101930,0.0,6.2,17,10.2,-0.6
36746.7,C3,0.617899,7.1,101520,0.0,1.0,17,9.1,3.9
36830.5,C3,0.600275,7.7,100900,3.5,0.2,48,9.3,6.3
33843.3,C3,0.634661,4.3,102820,1.2,0.0,33,4.9,1.9
38794.7,C3,0.619668,2.4,102620,0.1,0.0,21,2.3,0.5
38979.1,C3,0.625506,2.8,102770,0.1,0.6,27,8.7,-1.3
38372.2,C3,0.64619,5.9,102490,0.5,0.0,34,11.2,3.0
37282.2,C3,0.649326,7.9,102560,2.9,0.0,60,11.2,4.6
36944.1,C3,0.647628,6.9,102760,2.1,0.0,53,12.2,2.5
35806.9,C3,0.641914,8.7,102330,0.1,0.0,29,11.4,5.1
31858,C1,0.472428,9.7,101270,0.4,2.8,35,7.3,8.0
36604.3,C3,0.642528,6.9,102890,1.2,0.0,48,12.5,1.3
36448.2,C3,0.604867,10.3,102400,0.1,0.8,32,16.8,8.1
35060.2,C3,0.523429,12.6,102320,5.9,0.0,93,14.7,8.3
34275,C3,0.601935,11.9,102750,1.9,0.0,58,12.2,9.1
31227.2,C3,0.56631,9.8,102780,6.5,0.0,100,13.3,7.4
30684.5,C3,0.589201,7.6,102840,8.5,0.0,117,11.5,1.9
35333.5,C3,0.640061,8.4,102500,0.0,0.0,31,13.1,5.2
35323.6,C3,0.620685,10.9,102410,0.0,0.0,31,13.0,8.6
35051.2,C3,0.619113,10.8,102470,0.0,0.0,32,14.4,8.5
34837.1,C3,0.618838,9.1,102630,5.2,0.0,105,11.7,3.7
34838.4,C3,0.632756,7.5,102560,3.4,0.0,88,15.0,3.2
30940.9,C3,0.586749,10.8,101880,3.4,2.2,89,9.4,6.6
31348.5,C1,0.559215,8.0,101670,0.0,7.4,37,10.3,6.5
35969.2,C3,0.603117,6.8,102190,7.8,0.0,135,8.9,3.2
36687.4,C3,0.643807,5.4,102540,1.1,0.2,62,12.4,1.8
35998.5,C3,0.546757,8.1,101760,1.0,3.8,62,12.1,3.8
36117.1,C3,0.62176,6.8,103080,5.1,0.0,114,11.3,1.4
35169.9,C3,0.620417,8.1,103470,0.0,0.0,40,15.8,4.8
31044.9,C3,0.542116,12.2,103670,2.6,0.0,88,16.4,8.6
34509.5,C3,0.602402,9.3,103510,4.8,0.0,116,10.3,3.7
35358.9,C3,0.61666,7.6,103470,2.6,0.0,91,13.5,4.9
35332.3,C3,0.567105,9.3,103130,5.0,0.0,121,16.4,5.1
35373.8,C3,0.590714,8.8,102460,7.6,0.0,151,9.9,1.1
34461.2,C3,0.641079,6.7,101900,0.0,0.0,44,11.1,3.5
31121.8,C3,0.552164,9.2,101290,0.0,2.2,45,10.4,7.3
30097.1,C3,0.614844,6.5,101750,5.4,0.2,132,14.0,2.6
34300.8,C3,0.56192,9.4,103480,5.3,0.0,134,16.5,3.3
34247.6,C2,0.558098,12.2,103400,8.2,0.0,167,18.2,7.9
33682.3,C2,0.559671,11.9,102920,8.3,0.0,170,20.3,5.6
32945.3,C2,0.591469,13.4,102660,9.6,0.0,185,20.1,6.5
28615.6,C3,0.630353,9.2,102020,0.0,0.0,54,13.7,6.6
32533.2,C2,0.516304,9.6,101090,10.2,0.0,210,15.1,3.3
33260.9,C1,0.499732,9.3,100310,4.5,2.6,142,10.3,3.4
34006.8,C3,0.590077,6.4,100740,4.7,0.2,146,9.3,2.4
33507.9,C3,0.632908,7.8,101890,0.0,0.0,57,13.1,6.2
30168.9,C3,0.588645,6.1,101590,7.5,0.2,185,11.2,-0.9
28784.2,C3,0.599908,8.5,101270,0.1,0.6,64,14.2,5.8
27310,C3,0.556328,10.4,101210,0.0,1.8,59,11.6,6.6
28361.9,C1,0.60437,9.9,99660,0.0,4.0,59,14.8,8.2
31179.4,C1,0.514012,10.1,99030,8.3,1.2,201,14.1,5.4
32605.1,C3,0.518049,8.7,99730,8.3,0.0,203,13.2,3.3
32686.4,C1,0.495285,7.9,100320,4.4,2.6,152,13.4,2.5
32226.5,C3,0.572355,8.1,100510,4.7,0.0,157,12.3,2.8
29223.7,C3,0.549476,9.2,100830,6.5,0.0,184,10.0,6.1
28430.7,C3,0.571542,6.5,102040,7.1,0.0,193,12.3,3.0
33184.6,C3,0.559353,6.4,102450,7.5,1.4,200,14.8,0.5
33160.6,C1,0.551565,10.0,100120,4.5,3.6,159,12.4,5.2
34257.2,C1,0.59503,8.9,98110,0.6,5.2,87,11.9,5.4
34088.5,C1,0.570015,9.0,98470,1.8,2.0,115,13.1,6.1
29500.5,C3,0.522013,8.9,99740,6.7,0.0,195,15.3,2.9
28691.6,C1,0.496531,9.8,100260,8.1,2.4,215,10.6,4.3
33491.2,C1,0.589256,8.5,99490,2.6,4.2,133,14.1,6.3
33767.9,C1,0.603239,10.5,99740,2.5,5.4,132,12.7,6.8
34507.7,C1,0.59654,9.4,98730,0.9,11.2,99,14.9,6.1
33597.3,C1,0.561831,11.2,99420,4.9,3.2,174,15.8,7.5
32918.7,C1,0.495829,12.4,101020,5.2,2.4,180,9.7,8.9
29785.5,C1,0.558837,9.0,101490,0.0,18.4,70,15.2,8.3
30006,C1,0.569295,10.4,100450,1.0,3.8,105,19.2,5.6
33275.2,C2,0.599414,14.5,101620,5.3,0.0,186,14.7,11.3
33124.9,C3,0.590736,12.3,101960,0.1,0.6,79,9.4,9.8
33922.3,C3,0.597768,8.8,101200,0.0,0.0,72,10.0,8.1
33312.6,C3,0.57438,8.6,100700,0.0,0.0,73,10.3,7.2
29477.5,C3,0.599172,8.0,100990,0.4,0.2,92,10.4,5.6
28219.8,C3,0.613579,7.9,101420,0.0,0.0,74,15.1,5.3
28992.2,C3,0.551846,9.1,101380,2.8,2.2,148,18.1,3.1
31984.2,C1,0.487076,14.0,100710,2.8,2.2,149,16.8,9.9
32948.9,C1,0.605106,13.3,100830,0.0,5.8,75,17.1,9.8
32149.1,C1,0.587789,14.6,100930,0.0,4.4,75,16.5,12.0
30979.1,C2,0.612818,13.6,102240,9.5,0.0,255,15.7,10.7
26315.1,C2,0.530667,11.1,103020,9.5,0.0,257,12.5,4.9
31065.8,C1,0.479521,9.5,101640,1.1,3.6,116,12.4,6.4
32114,C3,0.569202,8.7,101620,2.7,2.2,151,14.9,5.0
32172.1,C2,0.505172,9.0,102530,8.0,0.0,238,15.5,3.1
32218.7,C3,0.592446,11.1,101670,0.7,0.0,106,16.2,6.6
31417.5,C1,0.496755,12.7,100440,0.7,0.0,107,17.4,9.2
28152.1,C2,0.497677,14.4,100960,1.6,0.0,130,11.9,11.3
27322.1,C3,0.55993,10.3,101090,0.0,0.0,79,17.5,8.7
30929.2,C2,0.599946,13.4,100960,2.7,0.0,154,25.7,9.2
30664.4,C2,0.641807,18.3,101490,11.2,0.0,287,27.2,10.9
29939.9,C2,0.642165,20.0,101780,11.9,0.0,299,23.8,13.6
30183.2,C2,0.657617,19.1,101740,8.9,0.0,259,25.4,14.4
30258.5,C2,0.616563,19.1,101790,9.3,4.2,265,20.8,12.8
30267.4,C2,0.59378,16.8,101880,0.5,0.0,105,21.4,12.8
29715.6,C2,0.60601,17.1,101910,1.4,1.0,130,19.5,12.8
26164.6,C1,0.542357,16.0,101440,1.6,4.8,136,12.7,12.4
25538.8,C1,0.58315,11.8,100720,0.0,14.0,80,14.9,10.9
25218.6,C3,0.510638,11.1,101450,3.1,0.2,168,16.2,7.3
26226.6,C1,0.58389,11.6,101390,0.1,7.0,88,18.8,7.0
29004.6,C2,0.550716,15.1,100240,5.4,3.2,210,17.8,11.4
29215.2,C2,0.515291,14.3,99850,1.0,0.2,121,19.5,12.2
25994.4,C2,0.630079,15.2,100980,7.7,0.0,246,17.3,10.8
30655.2,C1,0.606384,12.3,100220,0.0,10.2,81,15.4,11.6
30983.7,C1,0.480879,12.9,100940,0.0,0.2,81,18.3,10.3
30786.9,C2,0.609402,13.0,101650,7.3,0.0,241,18.6,7.6
30419.3,C2,0.531504,13.5,101570,5.4,5.4,211,19.3,8.3
29801.8,C2,0.61936,15.9,100790,5.3,1.8,210,19.3,12.4
26513.4,C2,0.634191,15.9,100860,3.9,0.0,185,20.4,12.4
25738.5,C2,0.597867,16.1,101640,6.1,4.2,223,19.5,11.8
29880.1,C2,0.640676,15.3,101720,4.6,0.0,198,20.5,11.0
29959.6,C2,0.644939,15.0,101920,7.1,0.0,238,22.7,9.5
30001.6,C2,0.581041,17.2,101630,7.7,5.6,247,20.4,11.6
30606.8,C2,0.522951,17.2,100570,1.3,2.8,130,18.7,13.9
29339,C2,0.567346,14.9,101070,0.7,0.2,113,20.2,11.1
25782.6,C1,0.503712,15.5,101940,5.0,8.8,205,20.9,10.8
25424.4,C2,0.6555,16.3,101220,6.5,0.0,229,22.5,11.6
29654.8,C2,0.654603,17.2,101760,8.9,0.0,264,22.3,11.9
30456.5,C2,0.656533,18.1,102000,4.3,0.0,192,23.4,13.8
30699,C2,0.627593,20.4,101730,1.6,0.2,137,27.6,17.4
30842.1,C2,0.632145,22.2,100510,9.4,0.0,271,21.6,16.7
28991.9,C2,0.614241,17.6,100480,2.7,0.0,161,21.6,13.5
25563.5,C2,0.64318,18.4,100810,8.3,0.0,255,19.3,15.2
24672.7,C2,0.635892,15.0,101440,7.2,0.8,238,17.9,10.6
29924.6,C1,0.546936,15.2,101520,0.0,4.8,80,19.3,12.4
30791,C1,0.529125,17.0,101350,0.0,5.8,80,22.2,14.7
30755,C2,0.62014,19.0,100940,1.7,0.0,138,22.5,15.7
30444.1,C2,0.629227,18.1,100930,4.2,1.2,188,19.0,13.7
30197.3,C1,0.559158,17.0,100740,1.3,8.2,128,19.4,15.0
26360.4,C1,0.551361,15.7,100700,1.8,7.0,140,22.0,12.0
25676.5,C2,0.587806,18.1,100570,4.0,2.6,184,18.8,14.1
29978.1,C2,0.560915,16.6,101110,0.0,0.2,79,18.7,14.4
30528.3,C1,0.535891,15.9,101080,1.7,6.2,137,20.2,13.1
29958.1,C2,0.558757,16.0,101090,7.8,5.8,244,19.3,11.8
30065.9,C1,0.509676,14.5,101190,7.2,9.0,234,20.1,9.6
29598.6,C1,0.541008,16.6,100180,3.5,6.0,173,16.9,13.0
26415.5,C1,0.509934,15.2,100510,1.2,3.0,123,18.8,13.5
24935.6,C2,0.64422,15.6,101570,5.4,0.2,205,18.7,12.3
29913.1,C2,0.575427,15.8,101980,0.0,1.6,77,23.8,12.8
30102.7,C2,0.643294,18.8,102230,4.2,0.0,184,19.2,13.7
29738.1,C2,0.568858,16.9,101310,0.4,1.6,98,20.3,14.5
29933.9,C2,0.647741,16.7,101080,5.5,0.2,204,19.0,13.1
29552.2,C2,0.629035,15.7,101660,3.8,2.0,175,20.7,12.4
25759.9,C2,0.651648,16.2,102390,7.3,0.0,231,23.3,11.7
29047.6,C2,0.601044,20.5,101260,0.4,0.0,95,21.6,16.1
25170.2,C2,0.65147,18.1,101080,7.2,0.0,224,18.9,14.5
24356,C2,0.64025,15.0,101180,7.7,1.6,230,20.7,11.0
27960,C2,0.60941,15.3,101530,10.2,3.8,263,20.8,9.8
29159.8,C2,0.581448,15.8,101440,0.5,0.2,96,23.6,10.8
28871.1,C2,0.618624,18.2,100920,2.1,0.4,136,22.8,12.8
28953.2,C2,0.656514,18.9,101040,6.6,0.0,211,23.0,14.9
28416.9,C2,0.638345,17.9,101240,9.8,2.2,253,21.3,12.8
25552.1,C2,0.636592,17.8,100970,5.5,1.8,193,21.5,14.2
25177.4,C2,0.638544,17.0,100710,6.3,1.2,204,22.3,12.5
28839,C2,0.617565,18.5,100950,4.7,2.4,179,20.3,14.7
29315.2,C2,0.590473,15.7,101980,1.0,1.0,107,23.7,11.0
29535.9,C2,0.649117,19.2,102270,4.0,0.2,166,26.3,14.7
28731.2,C2,0.645012,20.9,102590,10.5,0.0,254,24.1,14.8
25313.1,C2,0.652127,19.4,102050,10.0,0.0,247,26.9,14.7
25082.2,C2,0.65552,21.1,101200,7.8,0.0,217,23.8,15.3
29531,C2,0.567916,19.2,101100,0.8,2.8,98,25.1,14.6
29749.8,C2,0.64745,21.2,101100,8.7,0.0,227,23.0,17.3
29837.3,C2,0.593336,20.5,100620,1.5,0.8,113,22.9,18.0
29433.5,C2,0.642913,19.4,101410,3.9,0.0,157,28.5,15.9
29874.6,C2,0.65179,21.2,101940,5.0,0.0,170,22.2,16.8
30058,C2,0.628041,19.1,101760,1.7,0.2,113,23.4,16.0
29177.5,C2,0.66244,18.2,101740,6.9,0.0,193,22.4,12.9
29879,C2,0.657142,17.5,101420,6.2,0.0,183,20.8,12.6
29369.1,C2,0.557018,17.3,100480,0.8,1.0,90,22.5,13.7
24555.7,C2,0.660855,17.2,101510,6.7,0.0,186,22.6,12.9
25466.2,C2,0.608241,16.9,101370,3.1,2.2,133,24.2,11.2
29302.8,C2,0.653673,19.1,101300,9.7,0.0,219,21.0,13.9
30088.4,C2,0.544203,17.1,101240,3.3,3.8,134,18.1,13.2
29844.8,C2,0.604587,15.7,101690,2.5,0.0,120,18.8,13.3
29357.4,C2,0.590711,12.4,102900,9.3,0.0,209,22.8,5.9
26086,C2,0.58985,17.9,102600,2.0,0.0,105,18.8,13.0
25956.6,C2,0.561242,15.7,102470,0.0,0.0,55,24.7,12.5
29850.4,C2,0.64699,19.5,102570,10.2,0.0,206,25.1,14.2
30612.7,C2,0.647304,19.4,102370,6.0,0.0,158,20.7,13.6
30058.5,C2,0.625818,15.9,102720,12.3,0.0,223,21.7,11.1
25230.5,C2,0.6431,19.0,101150,9.5,0.0,189,21.5,9.7
29752,C2,0.596166,18.9,101000,1.8,0.0,93,19.0,16.3
29745.3,C2,0.64444,16.6,101270,6.8,0.0,157,19.0,14.1
30332.2,C2,0.513371,13.0,101480,3.4,2.0,115,19.2,7.0
30224.4,C2,0.605289,13.1,101900,10.1,0.0,188,21.0,6.9
29217.6,C2,0.644737,16.8,101370,5.0,0.0,133,22.9,12.5
26271.8,C2,0.618826,15.6,101730,10.9,0.0,191,18.9,8.3
25648,C2,0.599262,16.0,101310,2.5,0.0,98,19.5,13.1
29800.4,C2,0.615633,16.3,101240,4.2,0.0,119,18.1,13.1
30122.1,C2,0.624902,14.7,101390,8.5,0.0,164,17.8,11.3
30589.6,C2,0.571731,12.1,102210,10.3,0.0,178,17.8,6.3
31044.7,C2,0.49256,13.3,102070,3.2,0.0,103,16.8,8.7
30768.4,C3,0.540016,13.5,101550,0.1,1.0,49,16.8,10.2
27039.2,C2,0.536731,11.5,101960,9.6,0.0,167,15.0,6.1
27053.9,C1,0.554835,11.7,100850,0.0,21.8,43,16.0,8.4
31593.9,C1,0.61499,13.2,98920,1.1,8.0,69,17.1,10.4
31589.1,C1,0.509319,13.3,98860,7.6,1.2,143,16.0,9.5
32291.2,C1,0.585808,12.9,99230,2.3,2.2,85,17.5,9.7
31871.3,C2,0.567422,14.1,100720,4.3,0.6,108,18.1,10.7
30823.8,C3,0.548769,13.3,101300,1.6,0.2,73,16.7,8.5
27136,C2,0.586531,12.7,101830,8.7,0.0,146,18.1,8.6
26736.1,C1,0.508842,12.1,101870,1.6,4.2,71,17.3,6.1
31042.6,C2,0.523129,15.2,101190,2.7,2.6,85,17.9,13.0
31407,C1,0.492576,14.4,100970,2.8,1.2,85,15.1,10.9
31525.1,C1,0.604412,13.1,100560,1.6,4.6,69,16.4,11.0
31877.9,C1,0.562455,11.4,100820,7.5,6.2,128,15.8,6.4
28169.3,C2,0.499605,11.4,101300,7.9,0.2,128,13.8,7.5
27806.7,C3,0.636828,9.3,101790,3.2,0.0,84,12.7,4.7
32560.7,C1,0.484551,9.9,101300,0.0,2.8,34,14.3,7.0
32929.2,C3,0.557059,11.5,101610,3.8,0.0,87,15.4,8.7
33018,C3,0.575615,11.8,101500,2.8,0.0,76,15.7,8.1
33008,C1,0.613644,12.3,100370,0.0,7.8,32,14.8,8.9
31603.3,C2,0.505601,12.3,100580,6.4,0.0,106,13.5,9.7
29204.5,C3,0.547657,9.6,100480,4.1,0.8,85,12.9,5.6
28333.8,C3,0.559839,7.4,100270,7.7,0.0,113,14.2,1.9
32902,C1,0.483023,8.6,100240,0.6,1.4,44,15.9,2.9
32453.8,C1,0.530141,12.7,99770,6.2,1.6,98,17.0,7.8
32580.8,C1,0.518741,14.6,100200,2.9,0.2,69,13.6,12.1
32789.2,C1,0.606724,12.4,100780,0.0,8.2,28,14.1,11.2
29219.9,C1,0.554513,11.3,101630,0.3,5.2,36,13.6,8.4
28523.9,C3,0.583363,11.5,101810,0.0,0.8,27,14.9,9.3
33217.4,C3,0.58607,12.8,102020,0.0,0.2,27,13.8,10.7
33399.2,C3,0.550477,12.9,102380,0.0,0.0,26,16.9,11.9
32966.6,C3,0.54249,14.4,101960,1.6,0.0,50,13.3,11.9
33150.4,C3,0.555351,13.1,101650,0.0,0.4,25,9.1,12.9
33123.4,C3,0.600397,8.6,101280,0.0,0.2,25,9.1,8.0
30440.5,C3,0.625843,5.6,101670,6.2,0.2,85,9.7,2.1
30246.3,C3,0.573132,5.0,101550,0.1,3.0,27,13.3,0.2
34394.5,C3,0.560004,9.0,100870,1.7,1.8,47,11.1,4.6
34545.1,C3,0.570001,7.8,100460,5.6,0.2,77,13.2,4.5
34144.9,C1,0.60297,9.7,98970,1.5,9.2,44,10.3,6.1
34685.2,C1,0.546518,8.6,97960,3.9,0.4,63,11.3,6.8
34073.2,C1,0.491638,7.6,99120,6.4,0.0,79,10.3,3.8
31522.5,C1,0.564676,5.4,99420,0.2,4.8,26,10.2,1.9
35406.8,C3,0.591358,5.3,100640,6.7,0.0,77,10.1,0.3
36351.1,C3,0.638247,5.4,102050,4.2,0.4,61,10.9,0.6
35437.4,C3,0.644369,7.4,102450,4.2,0.0,60,13.1,3.8
34944,C3,0.635677,9.9,101930,3.1,0.0,51,11.5,6.6
34280.5,C1,0.549518,9.7,101000,0.4,4.2,27,10.2,7.8
31332.4,C1,0.503742,9.3,99780,0.0,0.2,19,10.7,8.3
35489.6,C3,0.613787,8.0,102090,0.0,1.4,19,15.5,3.2
34739.8,C3,0.622032,11.4,102620,1.0,0.2,32,14.2,7.3
34761.8,C3,0.578287,12.0,102640,5.2,0.0,60,10.1,9.7
35456.6,C3,0.647616,7.1,102270,1.3,0.0,33,12.6,4.0
35152.4,C3,0.61885,9.1,101470,0.0,0.0,17,12.5,5.6
31330.8,C3,0.584553,9.3,100780,0.1,0.0,20,9.9,6.0
31031.8,C3,0.613793,5.6,101470,7.0,0.2,66,12.8,1.2
35204.2,C3,0.603096,7.0,101100,1.7,1.0,35,13.4,1.2
35335.2,C1,0.591447,10.3,100840,0.0,6.2,16,12.1,7.1
36298.1,C1,0.58317,10.8,100760,0.0,4.4,16,13.3,9.5
35163.9,C1,0.581757,9.8,101100,0.9,11.6,27,11.6,6.3
35089.9,C3,0.60999,8.9,101160,2.6,0.2,39,12.6,6.1
32952.6,C1,0.568809,7.4,101000,0.0,12.2,15,11.6,2.1
30977.5,C1,0.56878,8.5,100170,3.5,4.6,43,9.3,5.4
36107.7,C1,0.598954,8.1,99830,0.0,7.0,15,8.6,6.8
36459.5,C3,0.541067,7.7,100410,0.0,1.0,15,7.2,6.8
37133.8,C3,0.615247,6.5,101340,0.1,0.0,17,6.5,5.8
38083.3,C3,0.61477,4.0,101290,5.3,0.0,50,4.9,1.5
38491.8,C3,0.608818,1.7,101210,4.5,0.0,46,6.2,-1.6
34767.9,C3,0.618519,2.5,101480,1.1,0.2,24,10.4,-1.3
