daily_demand,Cluster,Silhouette,mean_temp,pressure,sunshine,precipitation,global_radiation,max_temp,min_temp
continuous,C1 C2 C3,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,
24464.5,C2,0.635449,16.4,101120,8.6,0.0,255,16.5,12.5
25687.9,C3,0.528682,13.4,101970,0.6,0.0,108,15.4,10.2
30397.9,C2,0.543429,13.6,101700,0.0,1.8,79,22.6,11.7
29932.7,C2,0.628259,16.5,102180,12.7,0.0,311,23.4,10.3
26706.9,C2,0.660749,20.5,101750,7.7,0.6,245,24.3,13.0
25940,C2,0.622881,19.6,101160,1.7,0.2,139,21.0,14.8
30433.2,C1,0.506938,16.5,101100,2.9,6.0,165,20.4,11.9
31149.2,C2,0.5746,16.0,100210,2.7,1.4,161,22.4,11.6
31023,C2,0.610096,17.3,100430,3.2,0.0,171,19.9,12.2
30839.4,C2,0.562748,17.1,100710,0.1,0.2,89,20.5,14.2
30130.6,C2,0.635999,16.6,100920,3.7,0.0,181,20.2,12.6
26131,C2,0.633849,14.9,101560,4.4,0.0,194,22.2,9.6
25857.6,C2,0.632137,16.5,101510,3.2,0.0,172,20.9,10.7
30356.5,C2,0.637365,16.7,101720,3.7,0.8,181,18.9,12.4
30363.9,C2,0.620161,13.9,102720,9.2,0.0,269,20.8,8.8
30407,C2,0.626129,15.0,102540,11.1,0.0,294,23.3,9.1
30079.9,C2,0.562694,16.1,102010,1.6,0.8,138,15.8,11.3
25751.1,C2,0.577465,11.8,101780,4.2,0.0,191,20.3,7.7
25078.1,C2,0.631616,14.1,102120,7.6,0.0,246,24.7,7.9
30255.8,C2,0.654183,18.6,102290,6.0,0.0,221,27.3,12.4
31017.7,C2,0.653398,19.8,101930,8.9,0.0,264,27.8,13.2
30338.3,C2,0.654182,21.2,101730,8.6,0.0,260,27.6,14.5
31345.9,C2,0.652894,22.3,101920,4.9,0.0,202,26.4,15.9
31250.6,C2,0.648996,21.7,101850,4.4,0.0,193,27.2,16.9
30856.9,C2,0.647185,20.5,101330,3.3,0.0,173,25.8,13.7
26440.4,C2,0.646926,20.5,101880,10.9,0.0,290,24.5,14.8
24971.9,C2,0.657945,18.8,102010,8.6,0.0,258,24.2,13.1
29947.6,C2,0.657232,18.8,102150,8.5,0.0,256,23.8,13.4
30468.8,C2,0.653129,17.9,102500,6.5,0.0,226,24.0,12.0
30642.4,C2,0.612817,19.4,101970,0.3,0.0,97,27.1,14.7
31196.8,C2,0.642458,21.8,101790,4.9,0.0,200,31.2,16.4
25676,C2,0.649615,22.4,101440,8.1,0.0,248,23.9,17.3
30651.3,C2,0.630295,20.4,101200,2.8,0.8,160,21.7,16.9
30993.5,C2,0.566377,18.0,100860,0.0,0.6,78,21.8,14.3
30196.4,C2,0.618849,18.2,100430,4.3,1.4,187,22.8,14.9
29170,C2,0.652521,18.2,100890,8.0,0.0,244,22.0,13.5
25818.1,C2,0.659426,17.5,101920,8.2,0.0,247,24.5,13.0
25046.5,C2,0.647024,18.5,102500,6.3,0.0,218,29.5,12.5
30616.9,C2,0.556494,18.2,101190,6.5,6.2,219,20.6,13.6
29624.5,C2,0.616459,17.4,102030,0.9,0.0,112,25.5,14.2
26187.5,C2,0.658081,19.5,102190,7.8,0.0,236,26.0,13.4
25457.9,C2,0.637443,21.1,101730,2.2,0.0,142,23.5,16.2
30511.2,C2,0.605321,21.5,101720,0.1,0.0,82,25.2,16.6
29862.5,C2,0.661844,20.3,101710,6.9,0.0,220,23.3,15.4
29572.3,C2,0.619402,18.3,101610,1.1,0.0,115,23.1,13.2
29145.2,C2,0.623607,17.7,101470,3.1,2.2,157,25.1,12.3
25773.8,C2,0.646535,21.1,101160,4.7,0.0,184,23.9,17.0
24984.8,C2,0.602367,19.3,101320,0.3,0.0,89,23.4,14.6
29107.3,C2,0.636892,19.5,101680,2.0,0.0,134,23.6,15.6
29416.9,C2,0.644598,17.9,101570,3.9,0.0,169,20.1,12.1
29365.6,C2,0.549625,17.4,100800,1.5,3.2,121,22.6,14.7
28763.7,C2,0.656665,17.3,101250,7.9,0.0,227,21.4,11.9
28611.8,C2,0.591703,16.4,101480,2.5,2.6,141,21.8,11.3
25851.8,C2,0.614037,18.9,101480,1.2,1.0,112,24.5,15.9
25061.3,C2,0.66217,19.0,101940,6.2,0.0,201,25.1,13.5
29305.5,C2,0.598454,19.6,101540,8.1,4.8,226,19.3,14.1
29728.8,C1,0.504117,16.7,101040,0.0,3.8,68,23.0,14.1
29459.3,C2,0.654969,17.3,101330,6.6,0.0,203,20.4,11.6
29585.6,C2,0.528065,16.4,101640,0.4,2.4,87,18.0,12.3
29258.1,C1,0.529686,14.5,101750,1.3,4.8,111,18.4,11.0
24740.6,C2,0.651969,17.9,102020,4.3,0.0,165,25.4,13.0
29174,C2,0.660756,19.1,101620,7.7,0.6,213,21.0,12.8
30205.7,C2,0.614792,17.9,101060,1.7,0.0,117,21.6,14.7
29756.4,C2,0.640933,17.3,100830,4.8,0.4,170,21.9,13.0
29938.9,C2,0.635383,17.0,101240,3.2,0.0,143,22.1,12.0
29248.8,C2,0.603114,19.4,101550,0.3,0.0,79,24.3,16.7
29441.9,C2,0.590163,19.2,99960,3.1,0.0,138,20.9,16.7
28842.9,C2,0.637632,16.3,100920,10.3,0.4,233,19.3,11.6
29251,C2,0.568877,15.3,101060,0.8,0.0,89,20.6,12.0
25392.2,C2,0.63756,15.3,101990,7.5,0.0,194,19.6,9.9
23974.8,C2,0.623983,15.8,101690,4.5,2.0,153,19.5,11.9
25164.2,C2,0.620021,14.4,102390,6.4,0.0,178,20.5,9.2
30002.5,C2,0.646935,17.2,102150,10.5,0.0,211,22.0,11.9
26407,C2,0.634691,16.7,102110,4.5,0.0,140,21.8,11.3
25432.6,C2,0.624686,17.5,101900,2.6,0.2,112,21.8,13.2
29689.5,C1,0.574015,17.6,100790,0.6,7.2,74,19.6,13.3
30962.8,C2,0.586208,16.3,100090,5.5,1.4,149,20.6,13.0
31409.9,C2,0.57287,17.0,100340,1.6,0.0,93,22.5,13.3
31240.1,C2,0.657781,17.7,101420,7.2,0.2,166,22.4,12.8
30285.5,C2,0.624007,18.2,101770,2.2,0.2,101,22.5,14.0
26756.1,C2,0.609966,19.5,101470,1.5,0.0,88,20.8,16.4
25961.9,C2,0.628914,15.9,102260,10.7,0.0,197,18.5,11.0
30154.8,C2,0.506781,14.3,102500,0.6,0.0,69,20.1,10.1
30487.8,C1,0.488203,17.6,101600,0.0,2.8,49,18.0,15.0
30182.3,C2,0.575896,13.7,101190,4.9,0.2,131,18.1,9.3
30941.1,C2,0.571764,14.8,101170,3.7,0.0,115,16.4,11.5
30564.8,C2,0.532555,11.8,101670,5.7,0.0,138,18.0,7.2
27545.7,C2,0.568537,12.3,101950,8.1,0.0,161,18.3,6.6
26302.4,C2,0.54222,15.0,101550,0.0,0.0,46,22.8,11.6
30777.1,C2,0.652596,18.7,101380,6.2,0.0,139,21.9,14.5
31862,C2,0.637098,15.9,101900,6.6,0.0,142,23.9,9.9
31510,C2,0.62914,17.1,101590,7.3,1.0,147,18.3,10.3
31805.6,C1,0.596471,16.3,100700,0.1,9.8,48,14.4,14.2
30821.4,C1,0.548511,12.4,100650,0.1,2.2,48,13.9,10.3
27480.2,C3,0.544928,9.7,101640,7.4,0.0,143,13.8,5.4
27503.3,C3,0.565844,10.7,101320,1.7,1.2,78,15.9,7.5
32939.4,C3,0.535073,13.3,101260,0.0,0.4,41,16.9,10.7
33333.4,C2,0.495247,14.8,101680,0.0,0.2,40,17.3,12.6
33173,C1,0.584502,15.6,101580,0.0,9.4,40,16.4,13.9
32636.8,C3,0.513691,11.7,101390,5.4,1.8,116,16.6,6.9
27947.8,C1,0.603269,15.0,99600,0.7,3.8,55,16.6,12.0
32345.3,C1,0.522849,14.8,99890,0.6,0.2,53,18.3,12.9
32242.4,C2,0.612119,15.7,100660,6.5,0.0,118,18.6,13.1
32443.7,C2,0.576397,13.3,101740,6.0,0.0,112,21.1,8.0
31655.8,C2,0.613432,16.9,101550,5.4,0.0,105,17.6,12.7
27997,C2,0.556239,16.4,101460,0.0,0.0,34,20.3,15.2
26870.4,C2,0.627758,17.0,101260,6.5,0.0,112,18.6,13.7
30725.7,C2,0.595157,14.9,101810,9.5,0.0,133,15.3,11.1
32789.2,C3,0.559719,12.4,102060,4.2,0.0,89,12.5,9.5
33455.1,C3,0.610546,11.1,102130,0.0,0.0,32,11.7,9.7
34052,C3,0.610618,10.7,102140,0.0,0.0,31,13.1,9.7
33247.6,C3,0.587186,11.4,101860,0.0,0.8,31,13.5,9.7
29066.4,C3,0.596751,10.0,102040,5.1,0.8,92,13.9,6.5
28893.3,C3,0.616098,9.3,102590,4.4,0.0,84,14.6,4.6
33396.8,C3,0.6309,8.7,101970,1.6,1.0,56,13.8,2.8
34009.4,C1,0.521467,10.7,101130,4.7,4.0,85,9.3,7.5
34073.1,C1,0.528122,8.9,101760,0.7,6.0,42,12.8,3.5
30324.5,C3,0.53934,10.5,100400,3.5,0.2,70,11.2,8.2
35329.2,C3,0.551931,8.0,102340,0.0,4.0,25,17.6,1.9
33524,C3,0.531479,13.4,101660,3.8,0.2,68,15.8,9.1
33461.9,C3,0.570835,13.0,101490,0.5,0.0,35,14.8,10.2
32776.2,C1,0.584448,13.4,100040,0.0,2.6,24,14.6,11.9
29811.2,C1,0.562922,11.7,99750,5.3,2.4,76,12.5,8.7
29741.4,C1,0.592292,10.9,100020,0.0,3.4,23,14.1,9.3
34227.9,C3,0.590673,10.9,101360,2.4,0.4,52,15.3,7.7
33872.9,C3,0.540171,12.5,100980,0.1,0.0,26,16.6,9.7
34144.5,C2,0.537146,14.6,101140,2.2,0.0,49,18.5,12.5
33520.4,C2,0.566275,16.0,101770,3.5,0.0,58,17.4,13.4
33548.6,C1,0.568837,16.1,101870,0.1,6.6,24,11.7,14.7
30512.1,C3,0.619791,9.8,101580,1.7,0.0,43,9.3,7.8
30429.6,C3,0.545283,7.0,100620,1.7,2.0,42,9.5,4.7
36560.5,C1,0.542566,7.0,97650,0.0,0.4,20,10.1,5.3
36857.5,C1,0.571784,7.9,99050,1.2,4.6,35,12.0,0.7
35396.7,C1,0.586162,10.8,99260,0.0,2.8,19,10.4,9.6
31869.5,C1,0.528503,9.5,99360,0.0,0.6,19,8.1,8.6
32015.2,C1,0.554494,7.4,99590,0.0,2.8,18,8.2,6.6
37287.5,C3,0.625,4.2,101370,2.9,0.2,46,7.4,0.1
37782.7,C3,0.62873,3.4,102000,0.4,0.2,25,7.5,-0.6
37355.9,C3,0.528901,4.2,100770,0.0,3.4,17,10.9,0.9
37433.8,C3,0.575374,8.0,100490,2.4,0.2,41,12.2,5.0
36835.4,C3,0.611915,7.2,101140,5.6,0.4,59,8.4,2.2
33325.8,C3,0.622516,5.9,101330,0.0,0.0,17,7.7,3.3
32366.2,C3,0.613122,6.3,101150,0.0,0.0,16,7.7,4.8
37353.9,C3,0.60486,6.3,100970,0.3,0.2,21,7.6,4.8
37853.1,C3,0.608877,6.5,101180,0.1,0.0,18,5.6,5.3
36115.7,C3,0.636799,6.3,102580,0.1,0.0,14,6.2,3.8
34976.6,C3,0.621875,5.3,101390,0.0,0.4,12,9.5,2.5
35527.8,C3,0.620542,6.8,101960,0.0,1.4,12,7.7,4.1
35260.8,C3,0.633592,6.9,102440,0.0,0.0,12,6.8,6.1
34306.6,C3,0.636926,5.9,102650,0.0,0.0,13,7.2,5.0
31309.7,C3,0.624615,5.9,102500,0.0,0.6,13,4.0,4.6
35380,C3,0.623857,1.3,102460,0.1,0.0,15,6.0,-0.3
39412.2,C3,0.615182,2.9,101360,0.0,0.0,13,7.1,-0.3
39546.6,C3,0.555757,4.2,100040,2.3,1.0,31,5.1,1.3
34652.4,C3,0.534379,7.0,99690,1.8,0.2,29,7.2,3.9
39562.6,C1,0.576996,6.8,100590,0.1,6.0,16,12.9,4.8
39151.1,C3,0.600662,8.3,101110,0.0,0.4,14,13.7,3.7
37400.7,C3,0.541925,11.2,100970,0.0,1.0,14,12.1,8.7
36265.2,C1,0.598655,11.6,100990,0.0,7.2,14,12.3,11.1
32732.6,C3,0.610219,9.9,101540,0.0,0.0,15,12.4,7.5
31655.5,C1,0.57406,11.3,101660,0.3,8.4,20,8.4,10.1
38576.4,C3,0.634287,5.6,102740,5.9,0.0,55,7.4,3.7
34457,C3,0.626007,5.1,103430,0.0,0.8,17,7.2,2.5
39020.1,C3,0.631129,6.5,103100,0.0,0.6,17,8.5,5.8
39053.7,C3,0.628305,4.9,101750,0.1,0.4,19,7.1,1.3
38779.4,C3,0.59258,6.5,101070,0.0,0.2,17,3.1,5.9
40195.6,C3,0.616502,2.4,102110,0.0,0.0,18,1.9,1.6
35861.5,C3,0.624972,2.4,102330,4.6,0.0,58,4.8,-0.8
40683.7,C3,0.631041,2.0,102570,3.9,0.0,54,8.0,-0.8
40022.5,C3,0.625704,2.9,102590,0.3,0.2,25,10.7,-2.2
38939.8,C3,0.642976,6.4,102470,0.1,0.0,22,10.8,2.1
38041.7,C3,0.648216,7.3,102320,3.6,0.0,55,12.3,3.7
36866.4,C3,0.626633,8.6,101630,0.0,0.0,20,13.1,4.9
32859.9,C3,0.586636,12.0,101760,0.0,0.0,21,11.8,10.8
31447.3,C3,0.602958,11.0,102000,0.0,0.0,21,12.2,10.2
36261.8,C3,0.600202,10.5,101510,0.2,0.2,26,10.6,8.7
37326,C3,0.635768,5.5,101770,0.9,0.2,36,11.2,0.6
37469.6,C1,0.587261,9.4,101270,0.0,9.0,23,12.8,7.6
36554.7,C1,0.490114,10.2,101090,0.1,2.6,26,11.4,7.6
32212.7,C3,0.596408,9.8,101110,2.8,0.0,56,8.8,8.2
32005.7,C1,0.567324,6.7,100210,0.0,4.8,24,10.2,4.6
36801.7,C3,0.558454,7.1,100120,4.9,0.4,74,7.5,3.9
38061,C1,0.530073,5.8,99180,0.0,1.6,25,11.0,4.0
37801.3,C3,0.531558,6.4,99450,3.2,0.0,63,10.2,1.8
37900.9,C3,0.586773,7.2,100460,2.4,0.0,57,9.1,4.1
37494.5,C1,0.556421,6.7,101260,0.6,8.0,38,6.5,4.2
34232.8,C3,0.568091,4.6,101010,0.0,2.4,27,5.7,2.6
33271.7,C3,0.626058,5.3,101510,0.0,0.0,27,7.5,4.8
38276.5,C3,0.61557,5.3,101330,0.0,0.8,28,7.9,3.1
38116.4,C3,0.594939,6.3,101640,0.0,2.2,28,11.3,4.6
37314.4,C3,0.60465,8.1,101670,0.0,1.4,29,14.4,4.9
35814.8,C3,0.583014,11.1,102200,4.5,0.0,83,14.1,7.8
35005.6,C3,0.6107,10.4,102370,0.7,1.8,44,10.2,6.7
31857.9,C1,0.501337,9.3,101410,0.0,3.6,30,9.9,8.3
31840.4,C3,0.588375,6.3,102080,3.4,3.2,76,4.8,2.7
37921.8,C3,0.628471,4.0,102980,0.0,0.4,31,4.9,3.2
38486.3,C3,0.625358,4.2,103770,0.0,0.0,35,7.3,3.5
38459.9,C3,0.624813,4.9,103640,3.9,0.0,92,4.8,2.5
34333.1,C3,0.63525,4.5,103080,0.5,0.2,50,8.0,0.8
32717.9,C3,0.636052,5.1,103170,3.9,0.0,97,10.1,2.2
36414.8,C3,0.631069,6.8,101610,3.8,0.0,100,13.6,2.3
35808.1,C3,0.617478,9.4,101240,2.0,0.0,78,12.4,5.2
35720,C3,0.625324,8.3,101450,3.6,0.0,100,13.4,4.2
32312.9,C3,0.542347,10.0,100270,3.0,0.2,94,10.6,6.6
31429.4,C1,0.558869,9.5,100130,0.9,2.4,64,12.6,8.4
36276.4,C3,0.58745,6.2,101490,7.9,0.0,150,13.9,-0.2
36371.1,C3,0.598411,10.2,101440,5.1,0.0,123,10.1,6.4
36516.3,C3,0.608434,8.8,101310,0.0,0.0,44,10.4,7.5
36643.9,C3,0.628157,6.9,101540,1.1,0.4,71,6.6,3.3
35911.2,C3,0.541558,5.4,102310,0.0,4.8,45,12.5,4.1
30713.9,C3,0.613659,7.7,103300,2.9,0.2,102,15.5,2.1
34973.1,C3,0.592537,9.2,103430,3.1,0.0,106,16.7,2.9
34676.5,C3,0.57306,11.4,103780,1.0,0.0,74,17.3,6.1
30397.7,C3,0.607234,10.5,101490,1.2,0.2,81,15.1,6.3
29545.8,C2,0.506736,11.0,101380,6.4,0.0,155,15.5,6.8
33840.7,C3,0.533552,11.1,101620,4.9,0.0,138,15.5,6.6
34655.2,C3,0.609668,9.7,101330,1.1,0.6,82,13.5,3.8
34505.2,C1,0.58311,10.5,101100,0.0,5.6,53,18.2,7.4
33532.5,C2,0.495361,13.7,101180,2.5,0.0,108,15.7,9.2
32694.3,C2,0.547012,13.7,101750,2.2,0.0,104,17.8,11.6
28902.3,C2,0.507368,14.8,101050,0.9,0.0,81,15.6,11.7
27996.2,C3,0.562092,10.3,101430,5.0,0.0,148,14.6,5.0
33043.9,C3,0.550977,9.5,102080,5.3,1.6,153,16.6,4.3
33426.7,C3,0.506341,12.8,102150,0.0,0.2,56,23.0,9.0
32477.8,C2,0.629647,16.7,102510,12.3,0.0,238,21.9,10.3
32455.6,C2,0.616147,14.9,102740,10.5,0.0,220,21.4,7.8
31385.2,C2,0.602873,14.5,102720,12.5,0.0,244,19.1,7.6
26388.6,C2,0.596695,13.2,102400,12.2,0.0,244,20.2,6.0
31098.4,C2,0.570012,13.5,102260,8.5,0.0,204,14.7,6.8
31744.5,C2,0.532136,10.2,102940,10.4,0.0,228,13.5,5.7
33133.7,C3,0.639001,9.1,102320,0.1,0.0,67,13.4,4.7
33271,C3,0.602429,10.4,101870,0.0,0.0,62,17.7,7.3
32033,C3,0.5395,13.5,102030,0.6,0.0,84,17.1,9.2
28124.2,C2,0.56559,13.5,102240,2.7,0.0,128,20.1,9.9
26746.4,C2,0.609676,14.8,102430,5.1,0.0,167,19.6,9.5
31072.9,C2,0.622078,13.5,101820,7.0,0.0,194,24.8,7.4
31179,C2,0.632571,16.8,101250,11.9,0.0,256,26.5,8.8
31132.2,C2,0.65152,18.1,101450,7.5,0.0,203,26.3,9.6
30364.8,C2,0.658101,19.0,101260,6.9,0.0,197,26.0,11.7
25714.5,C2,0.642265,19.3,101180,11.7,0.6,260,23.3,11.2
24116.3,C2,0.643271,17.3,101840,11.3,0.0,257,21.5,11.3
29306.6,C2,0.496158,12.0,102550,3.1,0.0,144,17.0,8.1
29940.5,C2,0.599198,12.8,102540,11.1,0.0,259,17.0,8.5
29205.1,C2,0.569177,11.5,101940,6.1,0.0,193,20.3,5.9
26781.9,C2,0.591615,14.6,101240,2.8,0.0,141,21.5,8.9
24468.5,C2,0.628573,15.6,100980,9.9,0.0,249,17.0,11.4
31063.5,C2,0.606871,14.9,101940,3.1,0.0,152,25.0,8.3
27265.5,C1,0.549301,18.6,101120,1.5,8.4,121,19.9,13.8
25993.1,C2,0.656892,17.3,101400,5.6,0.0,196,20.5,14.6
30236.1,C2,0.629502,15.5,102140,12.2,0.0,287,21.6,10.4
30793.5,C2,0.517732,13.5,102350,1.3,0.0,119,19.3,8.9
30732.2,C2,0.609058,13.4,102050,7.8,0.0,232,18.6,7.4
30339,C2,0.583132,12.7,102010,6.8,0.0,218,17.4,6.7
26850.5,C2,0.568354,12.1,102000,7.0,0.0,222,16.0,6.7
26316.5,C2,0.5729,12.1,102520,4.4,0.0,181,20.1,8.2
30379.8,C2,0.560313,15.5,102310,1.2,0.0,119,18.7,10.9
31263.9,C2,0.591232,14.7,102010,2.1,0.0,140,20.3,10.7
31120.2,C2,0.575466,16.6,101510,0.6,1.6,103,20.5,12.8
31131.9,C2,0.608863,13.7,101790,11.2,0.0,284,19.3,6.8
30281.2,C2,0.642946,14.6,101920,7.2,0.0,229,21.5,9.8
26648.1,C2,0.62079,15.1,101910,11.9,1.2,294,20.0,8.7
25390.1,C2,0.639992,15.6,101640,10.2,0.0,273,19.8,11.2
29937.5,C2,0.619176,14.5,102010,5.0,0.0,196,19.4,9.2
30286,C2,0.605849,13.5,102570,12.3,0.0,302,20.5,7.6
30620.1,C1,0.580257,14.1,100820,2.6,8.0,154,16.4,11.2
29996.6,C2,0.568463,13.4,101730,2.7,0.0,156,17.6,10.3
26298.8,C2,0.536825,13.3,101450,1.3,0.0,126,20.0,8.9
25073.8,C2,0.637969,16.4,101210,3.3,0.0,169,20.6,12.7
26632.1,C2,0.571581,16.7,101100,1.7,2.0,136,18.7,12.8
29670.9,C2,0.608513,12.6,102020,10.4,0.0,280,21.6,6.4
30310.8,C2,0.631347,17.5,103340,7.8,0.0,245,25.8,11.2
26110,C2,0.64897,19.7,102150,8.8,0.0,260,19.5,12.3
30300.1,C1,0.493301,12.4,100630,0.2,0.2,93,19.5,9.0
30294,C2,0.611383,14.3,100400,8.9,0.0,263,18.2,9.0
30182.3,C2,0.543476,13.3,100600,3.7,1.8,180,17.9,8.4
30472.7,C2,0.601848,13.7,101310,5.9,0.6,218,15.9,9.4
30162.4,C2,0.564512,11.9,101450,4.3,2.6,192,18.9,7.9
26545.9,C2,0.597906,13.1,101630,7.4,0.2,242,17.0,7.2
26338.5,C1,0.570332,12.0,101370,0.8,5.8,116,21.7,7.0
30088.4,C2,0.655676,16.7,101130,6.0,0.0,221,23.0,11.7
30587.2,C2,0.622228,16.2,101830,12.6,0.0,314,20.2,9.3
30756.2,C1,0.543978,17.1,101450,1.2,7.0,127,17.7,14.0
30271.7,C1,0.581027,14.8,101100,1.6,7.4,138,15.4,11.8
29882.4,C1,0.610514,12.6,100550,0.1,8.0,89,18.6,9.7
26271.1,C2,0.586651,14.7,100150,5.5,1.4,213,19.0,10.7
25407.2,C2,0.627651,15.0,101110,3.5,0.0,178,21.3,10.9
30467.1,C2,0.57444,15.4,101160,3.2,3.0,172,21.5,9.5
30140.4,C2,0.649514,17.8,101000,7.0,0.0,237,18.9,14.1
30403.1,C2,0.538822,15.4,100910,3.5,4.0,178,19.2,11.8
30481.1,C2,0.642218,15.3,101540,6.8,1.8,234,19.6,11.3
29730.6,C2,0.583707,14.3,102240,6.6,5.2,230,23.9,9.0
26387.1,C2,0.6489,17.6,102110,5.3,0.0,209,28.4,11.2
31137.7,C2,0.634954,25.0,101350,7.9,0.0,250,20.1,18.8
30127.9,C2,0.636646,15.4,102230,9.7,0.0,275,20.3,10.3
29950.6,C2,0.633339,15.0,102530,7.6,0.0,245,20.7,9.6
29302.8,C2,0.6346,15.3,102580,9.7,0.0,274,22.8,9.9
25979.4,C2,0.661971,18.1,101990,6.8,0.0,232,24.1,13.4
25386.9,C2,0.658038,17.7,101760,7.6,0.0,244,25.5,11.3
30155,C2,0.662021,19.5,101690,6.0,0.0,219,25.9,13.4
30663.1,C2,0.58576,19.1,101170,7.6,5.2,243,20.8,12.2
30109.7,C2,0.637938,16.9,100520,7.9,0.2,247,20.4,12.9
29944.4,C2,0.562334,17.4,100330,2.9,2.6,164,19.8,14.3
29611.1,C2,0.612649,16.3,100450,3.1,0.2,167,22.1,12.8
26103.4,C2,0.659774,17.5,101150,6.5,0.0,225,22.9,12.8
25604,C2,0.65649,17.8,101760,4.3,0.0,189,24.6,12.6
30036.8,C2,0.640854,18.4,101970,10.9,0.0,287,19.7,12.1
30060.6,C2,0.591952,17.4,101790,0.6,0.0,107,18.4,15.0
29957.1,C2,0.610861,15.7,101940,1.2,0.0,124,23.7,12.9
30012.5,C2,0.653264,17.6,101870,9.3,0.0,264,25.3,11.5
29691.6,C2,0.648355,18.8,101650,9.9,0.6,271,19.9,12.2
26088,C1,0.55663,17.3,100070,2.5,8.2,153,19.3,14.7
25341.9,C1,0.572134,16.0,99380,1.3,5.2,125,19.6,12.7
29629.4,C1,0.499212,16.7,99730,1.1,1.8,120,19.4,13.8
30592.2,C2,0.580832,15.5,100930,1.3,0.4,124,19.0,12.8
30278.6,C2,0.524577,16.4,101290,0.0,2.4,76,20.2,13.7
29229,C2,0.638926,15.5,101650,7.9,1.8,239,18.9,10.8
25524.2,C2,0.646261,15.0,101380,4.9,0.0,193,23.9,11.1
24756.3,C2,0.633461,16.7,101030,11.5,0.0,285,24.0,9.5
29044,C2,0.635188,17.5,100930,11.2,0.0,281,20.5,10.9
29497,C2,0.597352,17.2,101520,0.5,0.0,99,20.8,13.9
29442.4,C2,0.621984,17.8,102060,1.2,0.0,118,24.5,14.8
29711.6,C2,0.657064,19.5,102220,6.7,0.0,217,21.1,14.5
28831.1,C2,0.619529,17.4,102330,1.7,0.0,129,22.6,13.7
25394.6,C2,0.633636,17.3,102160,12.9,0.0,297,24.5,12.0
24722.9,C2,0.637218,18.6,101620,12.4,0.0,290,29.0,12.6
29653.9,C1,0.502741,19.1,101030,1.0,6.8,109,25.5,16.4
28616.6,C2,0.654655,20.0,101110,7.7,0.0,225,20.6,14.5
25397.5,C2,0.548988,17.4,100380,1.1,1.4,111,20.3,14.1
24134,C2,0.548879,16.2,100260,5.0,4.0,183,21.9,12.1
28499,C2,0.644524,16.4,100750,7.3,0.2,216,21.6,10.9
29371.5,C2,0.651765,16.7,102190,9.4,0.0,243,23.9,11.7
29130,C2,0.651661,17.0,102160,7.8,0.2,221,22.6,10.1
29850,C2,0.628958,18.9,101110,2.8,1.0,143,23.4,15.1
29810.5,C2,0.604515,19.6,101040,1.3,0.8,112,22.2,15.8
26248.6,C2,0.625305,19.0,100610,3.3,0.0,150,23.2,15.8
25181.7,C2,0.633118,19.1,100710,3.7,0.0,156,22.9,14.9
29632.9,C2,0.655622,16.9,101600,7.9,0.0,216,21.7,10.8
29822.9,C2,0.607859,17.8,101610,1.0,0.0,102,21.1,13.9
29932.1,C2,0.547005,17.1,101710,0.7,2.0,93,16.6,13.1
29530.2,C2,0.633924,15.2,101870,10.5,0.0,243,21.6,8.7
26536.1,C2,0.632345,17.8,101830,7.6,3.4,206,24.1,14.0
25528.6,C2,0.662748,18.8,101400,6.3,0.0,188,23.5,13.4
29705.9,C2,0.629052,17.2,101870,9.0,1.0,221,15.6,10.9
30499.9,C1,0.519192,14.7,101310,0.0,3.8,62,22.0,13.7
30202.6,C2,0.62104,17.9,101320,4.4,2.4,157,20.6,13.7
29975.5,C1,0.591256,15.3,100440,0.9,8.6,92,19.0,13.0
26161.5,C2,0.639426,15.1,101230,6.6,0.8,184,19.5,11.1
24553,C2,0.623767,16.1,101570,3.9,0.4,145,18.1,12.7
25385,C2,0.594046,14.0,101770,4.9,0.0,159,17.3,9.9
29725.3,C2,0.52889,15.2,101720,0.0,0.0,58,18.5,13.0
30389.8,C2,0.568467,16.1,101570,0.1,0.0,64,21.2,13.6
30034.8,C2,0.647787,16.0,101400,8.9,0.0,197,27.0,10.8
29862.8,C2,0.654736,20.0,101090,8.6,0.0,192,24.1,12.9
26900.8,C2,0.640397,19.4,100880,5.9,0.0,159,19.4,14.7
26167.5,C1,0.502619,17.3,100650,2.1,4.2,105,19.7,15.1
29901.5,C2,0.611639,15.5,101110,5.6,1.8,153,18.7,11.2
30495.2,C2,0.567746,14.5,101110,1.3,0.4,88,20.8,11.9
31073.6,C2,0.590467,16.8,100900,2.1,0.8,101,21.5,12.7
30799.5,C2,0.571435,18.6,100950,0.0,0.0,52,22.7,15.6
27059.9,C1,0.493595,20.0,100430,0.7,3.8,74,21.0,17.3
25510.9,C2,0.632706,17.9,100500,6.7,0.2,158,21.7,14.7
29870.8,C2,0.62372,18.6,100440,6.5,0.2,154,19.5,15.5
30021.4,C2,0.645306,16.1,101220,7.5,0.0,163,20.0,12.6
30805,C2,0.632868,15.0,101790,9.9,0.0,186,20.1,10.0
31149.7,C2,0.62437,14.2,102010,9.9,0.4,184,22.7,8.2
30286.2,C2,0.636493,17.2,101270,5.5,0.2,137,19.6,11.7
26718.8,C2,0.569801,16.8,100580,3.5,1.0,112,17.0,14.0
