daily_demand,date_format,Predicted_daily_demand,Fold,Month,mean_temp,pressure,cloud_cover,Year,sunshine,precipitation
continuous,time,continuous,1 2 3,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,meta,,,,,,,
22262.3,06-09-2020 00:00,21893.8,1,6,15.3,102020,7,2020,2.5,0
36516.3,16-03-2011 00:00,34618.8,1,3,8.8,101310,8,2011,0,0
34583.3,01-10-2018 00:00,31824.8,1,1,7.5,100480,6,2018,2.5,0
28763.7,08-05-2010 00:00,28624.5,1,8,17.3,101250,4,2010,7.9,0
28562.3,16-10-2018 00:00,26536.4,1,10,16.4,101580,7,2018,4,1.4
30358.4,07-09-2009 00:00,29820.7,1,7,15.1,101590,5,2009,5.3,0
25591.2,06-04-2019 00:00,25192.7,1,6,13.8,100600,7,2019,0.8,1.6
24984.8,08-01-2010 00:00,29663.8,1,8,19.3,101320,7,2010,0.3,0
31898.8,18-10-2013 00:00,30164.1,1,10,14.3,101370,5,2013,0.2,1
37469.6,02-10-2011 00:00,34292,1,2,9.4,101270,8,2011,0,9
30910.7,14-10-2015 00:00,30244.7,1,10,9.6,102320,4,2015,5.3,0.6
29468.5,07-03-2013 00:00,27807.3,1,7,17.9,100890,7,2013,0.2,0
28116.9,03-04-2017 00:00,30079.2,1,3,9.6,98940,6,2017,4.1,1.6
24898.9,19-09-2015 00:00,27273.1,1,9,15.2,102480,3,2015,8.1,0
28714,10-01-2015 00:00,27928.9,1,10,14.1,103100,1,2015,10.6,0
25341.9,17-07-2011 00:00,29520.7,1,7,16,99380,8,2011,1.3,5.2
29486.6,23-11-2020 00:00,28876.2,1,11,6.3,102740,7,2020,2.8,0
21346.8,27-08-2018 00:00,25011.7,1,8,16.4,101200,6,2018,1.9,0
26690.4,28-06-2017 00:00,26764.6,1,6,15.9,99790,8,2017,0,0
30503.2,31-12-2012 00:00,33610.5,1,12,8.6,100310,8,2012,0,5
30168.9,04-06-2012 00:00,32787.6,1,4,6.1,101590,3,2012,7.5,0.2
31091.6,11-12-2019 00:00,29395.6,1,11,6.1,99900,5,2019,2.7,1.8
30668.8,23-05-2013 00:00,30321.8,1,5,8.7,101370,5,2013,5.9,0.6
32645,11-11-2016 00:00,30923.6,1,11,7.2,102080,2,2016,6.5,3.8
34946.3,20-12-2013 00:00,33218.2,1,12,6.6,101870,2,2013,5.4,2.6
29339.4,07-02-2013 00:00,28987.8,1,7,14.8,101110,5,2013,0,1.2
28507.6,19-06-2014 00:00,25867.3,1,6,16.9,102300,3,2014,4.9,0
35068.2,18-03-2009 00:00,33661.6,1,3,10.2,103190,1,2009,10.4,0
34437.3,25-03-2014 00:00,32712.5,1,3,7.4,100890,6,2014,0.1,1
23455,21-10-2018 00:00,27584.9,1,10,13.7,102830,2,2018,8.7,0
30033.1,17-08-2009 00:00,28848.8,1,8,18.3,101610,3,2009,8,0
28270.8,23-06-2014 00:00,25146.9,1,6,20.1,102210,5,2014,4.9,0
27419.4,27-09-2016 00:00,27701.9,1,9,14.4,102250,6,2016,0.2,0
26078.2,10-08-2016 00:00,28346.6,1,10,14.5,102600,8,2016,0.5,0
32587.9,11-01-2013 00:00,30914.4,1,11,13.2,100890,7,2013,0,0.6
23161.6,22-10-2017 00:00,28323.9,1,10,11.7,101300,6,2017,4.5,0
27339.6,05-03-2017 00:00,28772.6,1,5,9.9,102230,8,2017,0.1,1
33523.3,02-04-2016 00:00,31940.3,1,2,8.8,102510,6,2016,1.1,0.2
34940,17-03-2015 00:00,31074.2,1,3,8.4,102500,1,2015,2.3,0
29850.4,09-03-2012 00:00,26955.5,1,9,19.5,102570,2,2012,10.2,0
27587.2,10-03-2018 00:00,25862.4,1,10,15.6,102670,4,2018,5.2,0
23077.2,16-08-2015 00:00,26573.3,1,8,16.1,101710,7,2015,3.4,0
30512.1,11-06-2010 00:00,34312.3,1,11,9.8,101580,6,2010,1.7,0
32818,10-08-2009 00:00,33318.6,1,10,11.4,101750,1,2009,9.3,0
25835.6,20-05-2016 00:00,26313.3,1,5,16.2,101420,7,2016,2.9,0
28050.5,19-08-2014 00:00,27231.8,1,8,14.4,101350,4,2014,8.4,0.2
24387.1,08-02-2014 00:00,24950,1,8,20.4,100370,3,2014,5.3,1.8
28595,25-10-2019 00:00,27094,1,10,13.2,101120,7,2019,0,0.4
34457.3,24-02-2013 00:00,36262.4,1,2,1.5,102430,8,2013,0,0
29219.9,20-10-2012 00:00,31942.3,1,10,11.3,101630,7,2012,0.3,5.2
23758.4,22-04-2017 00:00,26678.1,1,4,12.9,102850,4,2017,5.4,0
35478.2,28-02-2014 00:00,33799.9,1,2,5.1,99890,7,2014,1,3.4
30325.6,28-04-2016 00:00,29161.2,1,4,6.4,101300,4,2016,8.2,1.4
26226.6,06-05-2012 00:00,30522.8,1,6,11.6,101390,6,2012,0.1,7
26636.5,17-08-2015 00:00,25956.6,1,8,17.7,101750,6,2015,6.5,0
32312.9,03-12-2011 00:00,33932.6,1,3,10,100270,7,2011,3,0.2
33567.5,23-01-2020 00:00,30023.2,1,1,7.6,103250,8,2020,0,0
29459.3,08-11-2010 00:00,28974.9,1,8,17.3,101330,3,2010,6.6,0
26056.7,23-02-2020 00:00,27142.6,1,2,12,101660,7,2020,1.6,2.8
33133.8,04-08-2010 00:00,31692.5,1,4,10.4,103010,1,2010,11.7,0
29267.1,11-12-2018 00:00,28222.1,1,11,11.9,100920,4,2018,4.3,0
35572.9,14-01-2016 00:00,33841.9,1,1,3.8,100710,4,2016,1.1,0.2
31985.9,12-02-2017 00:00,31079.7,1,12,5,102710,8,2017,0,0.4
37712.6,12-08-2009 00:00,35309,1,12,8,100990,5,2009,2.2,1.2
30752.6,22-12-2015 00:00,30478.7,1,12,11.5,101300,8,2015,0,4.4
24183.5,07-02-2019 00:00,21795.5,1,7,17,102500,3,2019,9.6,0
35937.6,22-11-2011 00:00,33515.3,1,11,10.6,101850,7,2011,0,1.8
27757.8,19-08-2015 00:00,26133.3,1,8,17.2,101720,7,2015,2.5,6.6
37235.4,29-01-2011 00:00,37929.7,1,1,1,102270,8,2011,0,0
36159.9,13-02-2014 00:00,33393.7,1,2,6.2,99250,2,2014,5.6,0.4
22008,24-07-2020 00:00,19746.9,1,7,20.8,101250,7,2020,4,0
37801.6,17-02-2009 00:00,36512.6,1,2,8,102590,7,2009,0.1,0.6
24059.1,04-02-2017 00:00,27165.1,1,4,11.6,102180,2,2017,10.9,0
35430.6,03-04-2014 00:00,32819.4,1,3,5.7,100340,3,2014,3.1,0.2
30642.4,07-07-2010 00:00,29041.9,1,7,19.4,101970,6,2010,0.3,0
30183.7,13-07-2009 00:00,28811.9,1,7,18.1,100910,5,2009,5.2,1.6
34255.4,20-12-2017 00:00,30866,1,12,6,103520,8,2017,0,0
24722.9,31-07-2011 00:00,26343.7,1,7,18.6,101620,3,2011,12.4,0
23194.6,18-09-2016 00:00,27117.9,1,9,17,102140,8,2016,0.8,0
29345.5,23-10-2019 00:00,28481.4,1,10,9.4,101350,6,2019,0.2,0.2
29856.8,11-06-2018 00:00,27845.3,1,11,12,99930,7,2018,0.3,7
35204.2,19-11-2012 00:00,33631.1,1,11,7,101100,5,2012,1.7,1
31367.2,11-01-2016 00:00,30430.2,1,11,9.4,102430,6,2016,0,0
24068.4,07-08-2019 00:00,22343.1,1,7,18.2,102070,7,2019,4.8,0
32336.1,10-05-2009 00:00,32491.4,1,10,14.2,101010,8,2009,0,5
26746.2,01-12-2020 00:00,28493.7,1,1,10.6,101810,3,2020,0.5,0.2
22129.4,14-08-2016 00:00,24218.3,1,8,19.6,102530,5,2016,4.4,0
33133.1,21-12-2016 00:00,31161.3,1,12,8,101940,8,2016,0,0.4
27792,10-10-2017 00:00,27773.6,1,10,13.8,101520,7,2017,0.5,0
29969.1,04-08-2016 00:00,29822.5,1,4,9,101120,6,2016,2.9,1.8
29595,01-06-2019 00:00,30696.9,1,1,7.1,103680,8,2019,0.2,0
27997,10-09-2010 00:00,31460.7,1,10,16.4,101460,8,2010,0,0
26901.2,29-04-2019 00:00,26369.3,1,4,10.8,102590,7,2019,2.7,0
30993.5,13-07-2010 00:00,30415.1,1,7,18,100860,7,2010,0,0.6
30402.9,23-09-2011 00:00,30384.4,1,9,13.7,101800,2,2011,8.8,0.2
30898.8,09-12-2013 00:00,28871.5,1,9,16.5,101930,6,2013,0.8,1.8
27083.1,16-04-2018 00:00,26228.5,1,4,11.9,101380,5,2018,6.3,0
30036.8,07-11-2011 00:00,27154.2,1,7,18.4,101970,2,2011,10.9,0
23377,08-10-2014 00:00,25891.6,1,8,18.8,99960,5,2014,4.6,3.4
27859.7,30-12-2015 00:00,30280.2,1,12,11.7,101070,8,2015,0,7
28978.8,21-03-2017 00:00,29567.8,1,3,8.2,100900,3,2017,7.7,0.6
25972.4,15-08-2009 00:00,29039.2,1,8,19.7,101390,5,2009,3.1,0
20621.8,07-07-2019 00:00,22754.3,1,7,17.8,101670,7,2019,3,2
35162.4,12-02-2014 00:00,32686.8,1,12,7.2,101820,8,2014,0,0
24237.7,24-07-2017 00:00,25726.8,1,7,16.8,101410,7,2017,0.2,0
34331,20-03-2018 00:00,30215,1,3,4.5,102830,6,2018,3.4,0
32492.3,31-10-2013 00:00,31812.9,1,10,10.7,101650,7,2013,0,0.2
33817.5,03-03-2016 00:00,31790.7,1,3,6.2,100330,6,2016,6.9,2.2
25756.3,07-09-2018 00:00,21140.1,1,7,24.2,102510,4,2018,8.2,0
28318.4,08-07-2013 00:00,25557,1,8,18.9,101450,1,2013,7.3,0
24824.1,08-10-2013 00:00,26982.1,1,8,18.1,102200,5,2013,2.8,0
29725.3,30-08-2011 00:00,31097.3,1,8,15.2,101720,8,2011,0,0
19656.9,26-05-2019 00:00,24137.4,1,5,17.6,101350,7,2019,1.7,0
24610,09-11-2017 00:00,26123.9,1,9,15.4,99430,5,2017,5,0.6
33985.3,17-12-2019 00:00,29078.7,1,12,7,100050,8,2019,0,1.4
29006.7,24-03-2012 00:00,30678.4,1,3,13.4,102860,0,2012,10.1,0
27030.7,22-10-2020 00:00,25840.7,1,10,14.3,100720,4,2020,0.8,0
24967.2,25-12-2019 00:00,29696.6,1,12,5.7,102320,2,2019,5,0.2
37355.9,17-11-2010 00:00,35776.1,1,11,4.2,100770,7,2010,0,3.4
28784.2,04-07-2012 00:00,33012.2,1,4,8.5,101270,7,2012,0.1,0.6
32308.3,13-10-2011 00:00,30937.8,1,10,15.7,102860,6,2011,2,0
32155,20-11-2015 00:00,31707.1,1,11,8.8,100850,6,2015,1.9,1.8
31007.1,08-12-2009 00:00,29851.7,1,8,19.5,101930,6,2009,0.5,4
25802.1,28-09-2018 00:00,25817.4,1,9,14.8,103000,3,2018,7.5,0
29595.4,07-10-2013 00:00,24903.9,1,7,19.1,102560,1,2013,12.8,0
32366.5,04-12-2010 00:00,32553.4,1,4,10.1,102690,5,2010,4.2,0
33530.9,26-03-2010 00:00,33481.1,1,3,10.5,100090,6,2010,3.7,0.8
23755.5,25-12-2017 00:00,29889.5,1,12,9.8,100760,8,2017,0,5.4
35955.6,01-09-2018 00:00,31759,1,1,6.3,100780,8,2018,0,0.4
31959.3,19-03-2014 00:00,30323.6,1,3,12.1,102220,1,2014,4.1,0
33586.7,04-03-2009 00:00,34010.2,1,4,9.3,101740,5,2009,4.2,0
25866.2,28-08-2015 00:00,26046.3,1,8,16,101630,3,2015,8.8,0
25734.7,24-05-2016 00:00,26293.8,1,5,12.4,102130,2,2016,9.7,0
25061.3,08-08-2010 00:00,27979.3,1,8,19,101940,4,2010,6.2,0
28168.3,20-09-2016 00:00,27238.5,1,9,16.6,102020,8,2016,0,0
27254.6,04-11-2010 00:00,32416.5,1,4,10.5,102920,5,2010,6.9,0
32181.1,29-04-2010 00:00,32264.7,1,4,14.5,101050,7,2010,0.1,4
29408.4,24-07-2009 00:00,28475.3,1,7,17,101080,4,2009,5.9,7.8
34761.8,14-11-2012 00:00,32463.6,1,11,12,102640,3,2012,5.2,0
25018.4,07-11-2016 00:00,25337.6,1,7,18.7,100790,6,2016,2.1,1
29913.1,16-07-2012 00:00,29313.8,1,7,15.8,101980,8,2012,0,1.6
31185,11-01-2018 00:00,29245.8,1,11,8.3,100630,7,2018,0,4
36691.2,26-02-2009 00:00,36518.2,1,2,7.8,101536.61,7,2009,0.5,0
26955.4,26-02-2017 00:00,30457.8,1,2,10.4,100590,8,2017,0.3,7.4
28219.8,05-06-2012 00:00,32674.9,1,5,7.9,101420,7,2012,0,0
28983.6,03-04-2019 00:00,29368.5,1,3,7.2,99440,6,2019,3.4,0.6
20163,08-06-2017 00:00,24021,1,8,16.7,102190,2,2017,8.6,0
30219.9,20-10-2016 00:00,29379.7,1,10,11.6,102120,6,2016,1.8,0
28640.9,02-10-2019 00:00,30400.1,1,2,6.8,99780,6,2019,0.9,1
30963.3,09-11-2013 00:00,29019.5,1,9,14.7,102120,6,2013,0.8,2.6
33922.3,05-03-2012 00:00,33019,1,5,8.8,101200,8,2012,0,0
33271.7,20-02-2011 00:00,36286.6,1,2,5.3,101510,8,2011,0,0
32715.3,12-11-2019 00:00,29505,1,12,6,100500,2,2019,2.6,0.2
28919.5,17-03-2017 00:00,29724.5,1,3,8.1,101740,6,2017,3,0.4
28736.3,24-12-2018 00:00,30069.9,1,12,6.5,103180,5,2018,2.1,0.2
25115.7,29-05-2019 00:00,24919.2,1,5,14.2,101860,7,2019,0.3,2.8
26600.5,08-05-2015 00:00,25989.2,1,8,18.4,101340,8,2015,0.9,4.2
25473.3,26-04-2018 00:00,26356.7,1,4,11.3,101570,3,2018,8.9,2.4
27543.6,25-06-2015 00:00,23770.3,1,6,18.5,102120,2,2015,9.5,0
33325.8,20-11-2010 00:00,35924.9,1,11,5.9,101330,8,2010,0,0
29145.2,30-07-2010 00:00,28835.7,1,7,17.7,101470,6,2010,3.1,2.2
25487.6,25-12-2015 00:00,30697.8,1,12,10,101970,7,2015,0,1.8
25128.9,13-07-2017 00:00,23743.9,1,7,18.3,102160,7,2017,6.8,0
27922.8,03-09-2014 00:00,30696.7,1,3,12.5,102240,0,2014,10.3,0
31537.1,04-01-2013 00:00,33377.2,1,4,3.8,101160,5,2013,3.8,0
22708.2,14-05-2016 00:00,26879.6,1,5,11.1,102010,5,2016,7.2,0
19572.5,05-02-2020 00:00,23521.6,1,5,11.6,100960,2,2020,7.9,0
30563.4,22-05-2013 00:00,30155.9,1,5,12.4,101870,6,2013,1.8,0
20947.4,08-05-2017 00:00,23442.3,1,8,17.7,101690,4,2017,8.7,0.4
27065.3,28-06-2016 00:00,25330.1,1,6,16.1,101390,6,2016,7.3,2
29759.6,09-06-2012 00:00,27977.7,1,9,15,102820,0,2012,11.1,0
33767.9,24-04-2012 00:00,31407.4,2,4,10.5,99740,6,2012,2.5,5.4
30760.3,28-02-2019 00:00,29658.1,2,2,8.9,101590,6,2019,0.7,1.4
31210.1,17-01-2020 00:00,29420,2,1,8.5,101170,4,2020,0.4,1
25191.5,06-01-2013 00:00,27287.2,2,6,14.4,102340,4,2013,7.9,0
30276.1,03-06-2016 00:00,32628.3,2,3,3.5,100580,5,2016,2.5,0
31144.8,13-12-2015 00:00,31236.8,2,12,8.3,101830,7,2015,0,0
31461.2,24-10-2011 00:00,31383.1,2,10,15,99570,4,2011,4,1.4
21941.2,04-07-2020 00:00,24582,2,4,12.3,102830,5,2020,5,0
27591.8,24-04-2018 00:00,27486.8,2,4,14.3,101310,8,2018,0,0.2
38603,22-01-2015 00:00,34585.4,2,1,2.2,102020,2,2015,0.5,0
30437.8,19-07-2010 00:00,26195.7,2,7,22.4,102090,2,2010,8.9,0
35883.1,01-05-2015 00:00,34303.1,2,1,4.9,102910,8,2015,0,0.2
26453,09-09-2019 00:00,25929.7,2,9,13.9,101360,8,2019,0,0
31973.4,22-04-2013 00:00,29963.6,2,4,11,101610,6,2013,3.6,0
25979.9,10-04-2014 00:00,28255.1,2,10,15.8,101460,4,2014,2.7,9.6
32242.4,10-06-2010 00:00,31124.7,2,10,15.7,100660,4,2010,6.5,0
32722.2,11-04-2015 00:00,29594.2,2,11,13,101370,8,2015,0,0.6
35380,01-03-2011 00:00,37899.2,2,1,1.3,102460,7,2011,0.1,0
27056,05-11-2015 00:00,26419.6,2,5,16.4,101790,4,2015,5.6,0.2
26000.7,23-03-2019 00:00,27864.6,2,3,10.5,103140,6,2019,1.6,0
32586.6,02-01-2018 00:00,32280.9,2,2,4.9,100220,6,2018,3.5,0
28769.8,15-10-2018 00:00,27389.1,2,10,12.9,101110,8,2018,0,0.2
34578.9,14-12-2015 00:00,31159.5,2,12,8.2,101620,8,2015,0,0.4
27405.5,30-03-2014 00:00,29743.5,2,3,13.3,101300,2,2014,3.6,0
31528.2,18-12-2015 00:00,29454.9,2,12,13.3,101820,7,2015,0.6,0
36107.7,26-11-2012 00:00,33397,2,11,8.1,99830,8,2012,0,7
26104.3,11-11-2018 00:00,28882.9,2,11,10,99920,3,2018,5.5,0.6
35325.6,20-02-2015 00:00,33291.4,2,2,5.8,100610,5,2015,0.5,1.8
40294.5,28-01-2011 00:00,38055.1,2,1,1.3,102350,8,2011,0.2,0
31218.8,20-11-2011 00:00,34533.1,2,11,5.3,101890,5.27,2011,0,0.2
34149.5,04-01-2009 00:00,33034.6,2,4,10.4,102250,1,2009,9.6,0
31300.8,03-03-2020 00:00,28923.2,2,3,6,100130,4,2020,3.6,0.8
24782.1,07-03-2017 00:00,23121.2,2,7,19.9,102050,5,2017,4.8,0
28074.9,16-06-2014 00:00,27293.8,2,6,15.3,102800,7,2014,1.8,0
23876.8,31-08-2014 00:00,26846.1,2,8,16.9,101820,2,2014,8.6,0
33112.4,28-04-2009 00:00,34008.4,2,4,7.5,100110,4,2009,3.3,0
30039.9,21-11-2015 00:00,32958.7,2,11,4,100720,5,2015,3.6,0.2
33761.8,04-07-2010 00:00,33858,2,4,9.3,101790,7,2010,0,0.6
32043.3,29-11-2019 00:00,30203.5,2,11,5.3,101550,2,2019,5.7,0.2
38018.4,02-11-2015 00:00,33844,2,2,4.9,102490,8,2015,0,0
30285.5,09-10-2010 00:00,29836.4,2,9,18.2,101770,8,2010,2.2,0.2
26595,07-11-2009 00:00,30169,2,7,18.1,101340,8,2009,0.2,6.6
24707.5,22-09-2020 00:00,22718,2,9,18.9,101050,3,2020,8.3,1
31817.1,22-03-2017 00:00,29929.1,2,3,7.9,100650,6,2017,3.1,5.2
25806.8,27-12-2015 00:00,29469.9,2,12,14,102010,8,2015,0,0
25516,27-07-2016 00:00,24415,2,7,21.2,101550,8,2016,2.6,0
30106,20-10-2014 00:00,29338.9,2,10,15.1,101560,5,2014,3.7,2.4
22582.2,08-01-2015 00:00,25264.8,2,8,15.5,101660,2,2015,7.4,0
24608.4,21-09-2014 00:00,28082.1,2,9,15.5,102410,4,2014,6.5,0.2
27200.6,14-10-2020 00:00,25759.3,2,10,11.6,101960,5,2020,0.6,2.2
30754.9,02-09-2014 00:00,33707.5,2,2,7.5,98470,5,2014,1.6,0.2
35526.4,24-11-2009 00:00,34042.1,2,11,11.6,100570,7,2009,0,7.4
32541.1,16-04-2010 00:00,32003.1,2,4,9.6,102740,3,2010,7.6,0
23810,06-06-2019 00:00,23016.5,2,6,14.8,101010,3,2019,11.9,1.4
20820,20-09-2020 00:00,22312.7,2,9,19.4,101840,0,2020,10.9,0
28402.8,16-05-2014 00:00,25999.6,2,5,16.2,103190,1,2014,9,0
25966.2,25-05-2018 00:00,25098.2,2,5,15.2,101820,7,2018,1.1,0
30111.7,01-10-2015 00:00,31925.1,2,1,12.5,101490,4,2015,1.1,0.8
36800.8,23-01-2012 00:00,35578.8,2,1,6,101910,6,2012,0,1.4
23784.3,13-07-2014 00:00,24597.4,2,7,20.7,100850,5,2014,6.5,0
35333.5,27-02-2012 00:00,34326.2,2,2,8.4,102500,8,2012,0,0
32406.3,14-02-2015 00:00,33411.7,2,2,6.3,100220,7,2015,0.3,0.2
29870.8,09-12-2011 00:00,28916.1,2,9,18.6,100440,4,2011,6.5,0.2
27226.6,25-03-2019 00:00,27552.8,2,3,9.2,103180,2,2019,11.1,0
23593.8,21-08-2019 00:00,22832.4,2,8,17.1,102650,2,2019,8.4,0
37570.1,02-06-2013 00:00,35409,2,2,4.4,100720,6,2013,1.1,0
22879,14-07-2020 00:00,19851.6,2,7,19.1,101670,7,2020,7,0
29326.4,28-03-2010 00:00,34021.3,2,3,9.1,100780,6,2010,2,4
28320.2,30-05-2014 00:00,28913.2,2,5,14.6,102310,7,2014,0,0
30661.5,05-08-2014 00:00,29277,2,5,13.4,100830,7,2014,0.3,3.4
32443.7,10-07-2010 00:00,31619.2,2,10,13.3,101740,3,2010,6,0
28839,08-06-2012 00:00,27379.5,2,8,18.5,100950,7,2012,4.7,2.4
34739.8,13-11-2012 00:00,31969,2,11,11.4,102620,6,2012,1,0.2
31206.5,18-05-2009 00:00,30708.8,2,5,13.3,101250,3,2009,7.1,0.6
26514.8,10-05-2016 00:00,27729.5,2,10,14.5,102950,1,2016,10.2,0
30231.9,19-03-2020 00:00,28853.2,2,3,7,102600,8,2020,0.3,0.8
34673.6,24-11-2015 00:00,32223.5,2,11,5.6,101220,7,2015,0,0.6
29026.2,18-11-2017 00:00,30652.3,2,11,5.7,102310,7,2017,0,4
38515.1,03-09-2010 00:00,36345.6,2,3,5,102940,7,2010,0.5,0
25422.4,15-03-2020 00:00,26792.6,2,3,10.9,100850,7,2020,1.3,2
28106.9,21-08-2014 00:00,27788.7,2,8,12.9,101530,4,2014,5.7,0
23728.1,30-05-2015 00:00,26865.6,2,5,12.6,101350,3,2015,8.4,2.8
33011.8,12-10-2018 00:00,29811.6,2,12,6.8,102660,7,2018,0,0
28567.8,24-04-2015 00:00,27917.9,2,4,12.5,101150,3,2015,6.3,2.4
30122.1,18-09-2012 00:00,29581.8,2,9,14.7,101390,2,2012,8.5,0
31626.2,01-07-2017 00:00,32682.9,2,1,6.2,103210,8,2017,0,0
31179,19-04-2011 00:00,28628.9,2,4,16.8,101250,1,2011,11.9,0
31168.9,22-09-2011 00:00,30126.5,2,9,15.7,101950,5,2011,4,0
31354.7,16-09-2009 00:00,30868.6,2,9,17.2,102200,5,2009,5,0
25514.4,28-08-2019 00:00,22398.1,2,8,22.3,101380,7,2019,3.3,0
30006,29-04-2012 00:00,31300.8,2,4,10.4,100450,6,2012,1,3.8
30262.8,04-07-2016 00:00,29873.9,2,4,8.1,100930,6,2016,1.5,6.6
30941.1,16-09-2010 00:00,31091.4,2,9,14.8,101170,5,2010,3.7,0
29251,27-08-2010 00:00,30831.6,2,8,15.3,101060,7,2010,0.8,0
35290.4,24-03-2009 00:00,34661.4,2,3,8,101650,4,2009,8.5,1.2
34052,14-10-2010 00:00,33423.3,2,10,10.7,102140,8,2010,0,0
30482.7,03-05-2016 00:00,33320.8,2,3,2.9,100010,4,2016,0.1,0.6
32767.1,04-07-2009 00:00,32805,2,4,11.6,100720,4,2009,5.9,1.8
27012,16-05-2010 00:00,31648.8,2,5,10.6,101670,6,2010,2.6,3.8
21821,07-10-2020 00:00,23460.6,2,7,16,101960,6,2020,0.4,0
29369.9,22-05-2014 00:00,27366.9,2,5,15,100160,6,2014,4.8,6
26698.2,11-12-2017 00:00,30307,2,11,7.5,101250,6,2017,3.3,0
27960,30-07-2012 00:00,27459.9,2,7,15.3,101530,3,2012,10.2,3.8
37317.4,26-02-2010 00:00,35856.4,2,2,7.3,98900,5,2010,4.7,1
33840.7,28-03-2011 00:00,32370.3,2,3,11.1,101620,5,2011,4.9,0
28885.3,31-10-2009 00:00,32676.5,2,10,14.4,102050,5,2009,1.5,2.2
33156.6,02-02-2013 00:00,35364.6,2,2,4.1,101600,3,2013,5.8,0
25843.8,16-07-2018 00:00,21199.4,2,7,22.9,101330,3,2018,10.4,0
32360.3,03-06-2015 00:00,31055.8,2,3,8.7,103400,3,2015,7.8,0
29837.3,15-08-2012 00:00,27336.1,2,8,20.5,100620,4,2012,1.5,0.8
33871.4,15-12-2016 00:00,30783.8,2,12,8,101900,7,2016,0,0
31877.9,10-04-2012 00:00,31099.6,2,10,11.4,100820,3,2012,7.5,6.2
28690.5,28-12-2018 00:00,29729.6,2,12,6.9,103050,8,2018,1.4,0
20910.2,23-06-2019 00:00,23519.4,2,6,18.7,101680,6,2019,1,0
30279.8,31-10-2017 00:00,29226.9,2,10,9.4,102620,6,2017,0.4,0
24315.4,27-09-2015 00:00,28281.1,2,9,13.6,103370,2,2015,8.5,0
26088.1,28-05-2015 00:00,26334.5,2,5,14.8,101450,3,2015,8.7,0
31695.5,12-03-2016 00:00,31000.8,2,12,7.5,102550,5,2016,2.7,0
37624.1,16-02-2009 00:00,36479.1,2,2,7.6,102580,6,2009,1.5,0
34167.7,11-11-2011 00:00,32869.1,2,11,9.9,101590,6,2011,0,1.4
35090,11-07-2011 00:00,32853.5,2,11,11.4,102110,8,2011,0,0.4
30269.1,04-11-2014 00:00,29525.5,2,4,13,102160,5,2014,2.9,0
36866.4,02-04-2011 00:00,35292.6,2,2,8.6,101630,8,2011,0,0
29511.7,13-03-2017 00:00,29038.3,2,3,10.7,102850,2,2017,8.9,0
30105.4,10-06-2015 00:00,27780.8,2,10,17.1,99690,7,2015,2.3,5.4
28363.2,19-05-2015 00:00,27467.8,2,5,11,100530,3,2015,8,2.6
31878.9,04-02-2015 00:00,30814.9,2,4,8.9,102050,7,2015,0.9,1.8
30838.8,16-02-2014 00:00,34057.5,2,2,6.3,100680,1,2014,8.4,0.2
29302.8,28-08-2012 00:00,27441.9,2,8,19.1,101300,4,2012,9.7,0
23816.2,31-03-2019 00:00,27199.5,2,3,10.7,102460,4,2019,3.8,0
37375.1,12-09-2009 00:00,34787.4,2,12,9.4,101760,7,2009,0,0.4
26315.1,13-05-2012 00:00,29553.2,2,5,11.1,103020,2,2012,9.5,0
29287.1,08-03-2009 00:00,28923.3,2,8,17.6,101540,5,2009,7.3,0.4
23605.5,10-01-2017 00:00,27094.7,2,10,16.1,101090,8,2017,0,0
33792.3,18-12-2014 00:00,30880.9,2,12,12.4,101020,8,2014,0,0.8
33836.5,20-11-2009 00:00,33100.9,2,11,13.6,101260,5,2009,0.5,0.2
33370,16-12-2016 00:00,30612.5,2,12,9,102490,8,2016,0,0
25956.3,07-04-2016 00:00,24892.5,2,7,16.2,101860,4,2016,5.2,0
31289.6,12-06-2009 00:00,34911.4,2,12,10,99680,4,2009,4.4,1
37287.5,15-11-2010 00:00,35720.5,2,11,4.2,101370,2,2010,2.9,0.2
32372.6,19-02-2012 00:00,35729.1,2,2,3.7,102440,1,2012,7.2,0
27084.2,08-12-2015 00:00,25608.4,2,8,19.2,102290,6,2015,3.2,0
21890.6,08-12-2018 00:00,24644.7,2,8,19.4,101070,8,2018,0,1.6
26105,11-03-2018 00:00,29057.1,2,11,8.7,102280,3,2018,5.5,0
31286.3,05-12-2009 00:00,31310.2,2,5,12.4,102030,4,2009,5.6,0.2
31531.5,11-09-2013 00:00,32817.2,2,11,6,100610,4,2013,0.2,5.6
25474.1,05-09-2018 00:00,24578,2,5,14.8,100910,3,2018,10.1,1.4
25491.8,21-06-2009 00:00,29017.1,2,6,16.2,102460,4,2009,8.3,0
27637.1,10-04-2017 00:00,27684.7,2,10,12.8,102200,7,2017,1.1,0.6
30863.1,19-11-2018 00:00,29852.6,2,11,7.3,102040,6,2018,1.7,2.8
23498.2,29-08-2015 00:00,26176.5,2,8,18.2,101980,7,2015,3.5,3.2
30901.6,11-08-2019 00:00,30047.1,2,11,4.3,100620,5,2019,0.1,0.2
27300.9,28-09-2017 00:00,25912.7,2,9,17.8,101810,6,2017,4.5,1.8
25132.2,08-11-2016 00:00,24042,2,8,19.7,102220,6,2016,4.9,0
