daily_demand,date_format,Predicted_daily_demand,Fold,Month,mean_temp,pressure,cloud_cover,Year,sunshine,precipitation
continuous,time,continuous,1 2 3,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,meta,,,,,,,
27451,29-08-2014 00:00,26951.5,1,8,17.7,101300,5,2014,4.8,0.2
34976.6,28-12-2010 00:00,35827.2,1,12,5.3,101390,8,2010,0,0.4
31681.7,15-02-2014 00:00,33308.7,1,2,7.9,98860,3,2014,6,0.4
35199.9,02-07-2018 00:00,32418.3,1,2,3,102040,6,2018,4.6,0
24286,23-08-2014 00:00,27407.3,1,8,14,101570,3,2014,9.1,0.4
30620.1,26-05-2011 00:00,29786.2,1,5,14.1,100820,6,2011,2.6,8
27083.4,10-08-2018 00:00,26857.6,1,10,12,102110,4,2018,1.6,0
29301.7,10-11-2016 00:00,28926.5,1,10,10.8,102290,3,2016,6.3,2
25299.6,07-04-2018 00:00,21400.6,1,7,20.4,101520,5,2018,7.9,0
30182.3,15-09-2010 00:00,31287.1,1,9,13.7,101190,4,2010,4.9,0.2
26705.4,06-08-2015 00:00,26635.5,1,6,14,103320,4,2015,6.4,0
27903.3,29-07-2013 00:00,25843.6,1,7,20.3,101150,4,2013,5.5,2.8
25973.2,10-08-2019 00:00,25696.5,1,10,15,100700,5,2019,2.5,3.4
24070.6,16-09-2017 00:00,27556.2,1,9,12.1,101180,7,2017,2.8,0.2
29555.2,28-05-2010 00:00,29858.4,1,5,13.7,101430,3,2010,9.9,0
30259.3,01-11-2015 00:00,33328.5,1,1,6.3,102220,3,2015,3.9,0.6
31522.4,10-11-2011 00:00,30032.4,1,10,17.9,101920,6,2011,2.1,0
29597.2,17-04-2014 00:00,29665.7,1,4,11.4,102010,3,2014,5.8,0
21304.9,07-03-2016 00:00,24642.1,1,7,15.9,101850,3,2016,7.7,0
24848.4,07-10-2019 00:00,21623.1,1,7,21.7,101800,7,2019,3.1,0
32000.9,30-09-2009 00:00,32523.9,1,9,15.8,101920,7,2009,0.1,0.2
36288.3,18-02-2013 00:00,34229.1,1,2,5.2,102040,0,2013,7.6,0.2
28966.4,18-10-2009 00:00,34845.1,1,10,7.6,102430,4,2009,3.3,0
27039.2,22-09-2012 00:00,30887.8,1,9,11.5,101960,1,2012,9.6,0
32317.3,24-11-2017 00:00,30890.3,1,11,6.5,101060,6,2017,0.3,0
31415.7,23-04-2013 00:00,27745.7,1,4,15,101980,2,2013,12.8,0
31042.6,10-01-2012 00:00,29900,1,10,15.2,101190,6,2012,2.7,2.6
18518.9,20-06-2020 00:00,21639.3,1,6,17.5,101930,4,2020,2.1,0.6
35725.4,16-02-2015 00:00,33612.9,1,2,4.2,101620,6,2015,0,5.6
30134.3,30-05-2013 00:00,29755.5,1,5,12.8,101100,8,2013,0.1,0
26953.2,20-10-2013 00:00,29533.1,1,10,14.9,100530,6,2013,3.3,7
27643.6,05-12-2012 00:00,29231.1,1,5,10.2,103710,2,2012,10.6,0
29477.9,26-06-2013 00:00,27083.7,1,6,16.4,103000,5,2013,5.5,0
31203.2,11-02-2016 00:00,30701,1,11,7.2,102500,1,2016,7.5,0
26567.4,07-09-2015 00:00,23714.1,1,7,17,102250,1,2015,13.7,0
30135.8,23-11-2017 00:00,30470.4,1,11,10.2,99750,6,2017,5.4,0
31797.6,21-05-2009 00:00,30107.8,1,5,13.9,101480,2,2009,9.6,0
28037.2,18-05-2015 00:00,27808.9,1,5,12.4,100680,5,2015,5,1.2
30913.4,18-09-2013 00:00,29503.4,1,9,13.5,100430,4,2013,4.1,0
27365.2,06-09-2015 00:00,27678.2,1,6,11.4,103290,5,2015,2.5,0
27753.1,08-01-2014 00:00,24864.2,1,8,20.6,100880,2,2014,5.5,0
23593.9,23-09-2018 00:00,26776.5,1,9,11.9,101960,5,2018,3.8,2.4
29423.8,17-10-2009 00:00,34764,1,10,9.4,103040,6,2009,0,0.2
31593.1,27-12-2012 00:00,33147.4,1,12,7.2,100560,6,2012,0.5,4.8
29718.4,14-02-2016 00:00,33345.3,1,2,4.1,99700,5,2016,3.5,0
29290.9,14-10-2016 00:00,28909.3,1,10,12.1,100620,8,2016,0.8,0
36524.5,26-11-2014 00:00,32100.3,1,11,7.2,101120,8,2014,0,8.4
26391.6,02-02-2020 00:00,28612.9,1,2,9.9,100750,7,2020,3.3,0.6
25676.5,07-08-2012 00:00,27706.9,1,7,18.1,100570,7,2012,4,2.6
26267.1,30-09-2020 00:00,24489.6,1,9,14.1,100870,7,2020,4,3
31185.7,10-02-2009 00:00,32663.4,1,10,12.8,101920,4,2009,5.8,0
29901.5,09-05-2011 00:00,29714,1,9,15.5,101110,5,2011,5.6,1.8
30751.1,29-11-2014 00:00,31122.3,1,11,11.4,101010,4,2014,1.5,0.2
31869.5,13-11-2010 00:00,34812.1,1,11,9.5,99360,7,2010,0,0.6
30397.7,26-03-2011 00:00,33112.9,1,3,10.5,101490,6,2011,1.2,0.2
26735.2,19-05-2017 00:00,26862.9,1,5,12.9,101210,7,2017,2.2,0.4
29654.8,25-06-2012 00:00,26816.9,1,6,17.2,101760,4,2012,8.9,0
31330.8,17-11-2012 00:00,33565.9,1,11,9.3,100780,8,2012,0.1,0
35811.2,28-11-2011 00:00,34451.6,1,11,6.7,102270,5,2011,0,0
30274.2,27-05-2009 00:00,32829.4,1,5,13.4,102220,7,2009,0,0.8
29762.5,22-11-2017 00:00,28575.9,1,11,14.1,99790,7,2017,0.1,2.8
25515.1,05-06-2013 00:00,26650.6,1,5,16.4,102000,3,2013,12.2,0
21743.6,13-05-2018 00:00,24970.3,1,5,13.5,101510,5,2018,5.7,0
30456.5,26-06-2012 00:00,27285.4,1,6,18.1,102000,7,2012,4.3,0
36652.3,12-02-2013 00:00,33280.1,1,12,7.7,103400,8,2013,0,0
24361.7,06-09-2013 00:00,30059.4,1,6,12.9,101670,8,2013,0.3,0
21908.2,06-08-2020 00:00,23258.2,1,6,13.5,101820,4,2020,4.6,0
33580.4,23-02-2018 00:00,32495.7,1,2,1.9,102140,6,2018,0.4,0
30557.5,24-10-2016 00:00,29746.4,1,10,11.4,101310,8,2016,0,0.2
32881.6,18-11-2016 00:00,31701.6,1,11,5.8,99580,4,2016,2.8,0
26313.5,16-09-2016 00:00,27290.1,1,9,16.8,101270,7,2016,0.3,2.2
24113.8,07-03-2019 00:00,20957.7,1,7,18.6,102650,3,2019,10.9,0
32751.4,16-10-2013 00:00,30727.3,1,10,10.7,101020,5,2013,1.8,4.8
26379.2,25-05-2013 00:00,28125.7,1,5,10.8,102070,3,2013,10.3,0
32434.5,30-03-2013 00:00,34490,1,3,3.5,101160,8,2013,1.5,0
34512.6,18-01-2019 00:00,32494.2,1,1,2.9,101630,7,2019,0.8,0
28049.8,09-07-2016 00:00,24109.2,1,9,23.3,101760,5,2016,6.1,0
29473.6,28-08-2013 00:00,26341.9,1,8,18.5,102230,1,2013,9.2,0
28562.5,19-11-2020 00:00,27541.1,1,11,9.2,102430,4,2020,1.6,0.2
29547.1,05-08-2015 00:00,29138.4,1,5,12.3,101310,7,2015,0.1,0.2
28766.9,07-02-2015 00:00,23433,1,7,21.8,101870,4,2015,5.4,0
33150.4,25-10-2012 00:00,32367.5,1,10,13.1,101650,8,2012,0,0.4
27171,05-02-2018 00:00,25816.9,1,5,11.9,100660,5,2018,4,3.8
34676.5,22-03-2011 00:00,32637.7,1,3,11.4,103780,5,2011,1,0
34081.1,20-03-2009 00:00,34157.3,1,3,8.8,103170,1,2009,9.7,0
33824,17-11-2014 00:00,31850.6,1,11,8.7,100050,7,2014,0,0.2
35735.4,17-02-2014 00:00,33506.5,1,2,6.8,100770,5,2014,0.1,2.2
33636,23-12-2011 00:00,33380.3,1,12,10.4,101770,7,2011,0,3.8
31401.2,28-04-2010 00:00,31181.9,1,4,14.9,102030,3,2010,2.3,0
29026.3,22-10-2011 00:00,32433,1,10,10,101490,2,2011,9.2,0
29714.2,18-03-2020 00:00,26239.4,1,3,12.5,102480,7,2020,0.6,0.8
27299.9,18-08-2014 00:00,27247.1,1,8,15.7,100960,4,2014,5,0.6
35037.9,31-01-2017 00:00,31501.1,1,1,8.1,101290,8,2017,0,2.8
27911.8,04-05-2014 00:00,30310.8,1,4,10.5,101360,6,2014,2.2,3
33180.2,05-05-2010 00:00,32752.5,1,5,9.3,102060,5,2010,2.3,0
23415.1,24-08-2014 00:00,28014.6,1,8,13.2,101850,3,2014,6.4,0.8
25782.6,23-06-2012 00:00,27387.9,1,6,15.5,101940,5,2012,5,8.8
30185.1,20-02-2019 00:00,29005.1,1,2,9.4,102000,6,2019,3.8,0
32487,26-03-2015 00:00,30849.2,1,3,8.3,100610,5,2015,3,2.8
36170.6,12-05-2014 00:00,32942.1,1,12,5.1,101990,5,2014,0.5,0
25373.6,26-12-2018 00:00,30324.8,1,12,6.8,103060,8,2018,0,0
33286.2,05-11-2010 00:00,32994.6,1,5,7.1,101300,5,2010,4.1,0
28730.2,17-09-2015 00:00,27975.5,1,9,13.8,99980,5,2015,7.3,0
32983.2,04-06-2009 00:00,32619.5,1,4,12.8,100980,6,2009,5.5,0
29577.9,04-11-2016 00:00,28685.6,1,4,11.6,100580,7,2016,1,3
26671.3,08-12-2014 00:00,26046.8,1,8,16.5,100730,2,2014,7.3,0.4
36801.7,14-02-2011 00:00,35805.3,1,2,7.1,100120,4,2011,4.9,0.4
29711.6,28-07-2011 00:00,27551.4,1,7,19.5,102220,5,2011,6.7,0
31856.6,23-04-2009 00:00,31235.5,1,4,13.6,102260,2,2009,7.4,0
29933.9,19-07-2012 00:00,27897,1,7,16.7,101080,6,2012,5.5,0.2
23855.3,07-06-2014 00:00,26105.3,1,7,17.9,100560,5,2014,3.7,1.6
26367.1,09-06-2018 00:00,24764.6,1,9,16.9,101640,5,2018,6.4,0.2
24929,06-07-2019 00:00,24181,1,6,15.2,100240,7,2019,1.5,7.4
30065.9,07-12-2012 00:00,27361.2,1,7,14.5,101190,4,2012,7.2,9
22136.2,21-07-2018 00:00,21432.6,1,7,22.7,101380,6,2018,6,0
27614.8,10-07-2019 00:00,26377.5,1,10,13.6,101420,8,2019,0.5,1.8
31453.1,15-03-2018 00:00,28818.9,1,3,10.7,98940,7,2018,2.7,0.2
36351.1,11-06-2012 00:00,34064.5,1,11,5.4,102050,4,2012,4.2,0.4
26175.2,16-09-2019 00:00,25078.5,1,9,18,102210,8,2019,0,0.6
28477,29-09-2015 00:00,27738.4,1,9,14.8,103480,1,2015,8.9,0
28216.5,25-06-2014 00:00,25374,1,6,16.4,101820,3,2014,11.6,0
24468.5,05-01-2011 00:00,28941,1,5,15.6,100980,1,2011,9.9,0
27816.5,20-10-2017 00:00,27690.3,1,10,14.1,100400,7,2017,2.3,2.2
26870.4,10-10-2010 00:00,30983.5,1,10,17,101260,4,2010,6.5,0
28110.1,27-04-2013 00:00,30998.8,1,4,7.2,101560,4,2013,5.8,2.6
38428,13-03-2013 00:00,34094,1,3,3.8,101090,4,2013,6,0
25296.8,30-08-2018 00:00,24355.1,1,8,15.7,102310,5,2018,8.4,0
30821.9,29-03-2009 00:00,35660.1,1,3,5.3,101350,4,2009,4.3,0.2
31335.6,25-09-2013 00:00,28947.5,1,9,17.2,101180,7,2013,2.3,0
30906.8,12-09-2019 00:00,28809.8,1,12,8.1,100930,3,2019,4.1,0
27230.8,20-07-2015 00:00,26038.7,1,7,19.4,100990,7,2015,0.4,0
26216.6,09-12-2016 00:00,25040.9,1,9,18.2,101310,6,2016,3,0
30181.5,02-04-2017 00:00,32577.2,1,2,6,99730,4,2017,2.8,0.6
29951.9,22-08-2013 00:00,26528.1,1,8,20.2,101970,2,2013,0.8,0
33563.2,17-01-2018 00:00,31868.6,1,1,6.8,100350,3,2018,5.3,0.4
28316.9,16-04-2019 00:00,26619.5,1,4,11.7,101520,7,2019,1.4,0
38518,03-11-2010 00:00,36129.9,1,3,4.1,102470,6,2010,1.6,0
31949.3,05-07-2010 00:00,33649.8,1,5,10.1,101190,8,2010,0.8,0.4
23646,09-02-2019 00:00,23887.8,1,9,16.1,102360,4,2019,7.1,0
23632.6,22-06-2014 00:00,24841.7,1,6,18.8,102130,3,2014,6.8,0
21392.9,08-03-2019 00:00,22026.4,1,8,19.8,101880,4,2019,3,0
30756.2,15-06-2011 00:00,29197.9,1,6,17.1,101450,7,2011,1.2,7
28192.8,26-12-2013 00:00,33353.6,1,12,6.7,99510,6,2013,1,2.4
31846.1,28-03-2018 00:00,29526.6,1,3,7.2,100410,7,2018,1.6,6.2
33597.4,27-10-2011 00:00,32679.1,1,10,11.6,100750,8,2011,0,2.2
27629.7,24-12-2015 00:00,30184.6,1,12,11,101320,5,2015,1.3,2
34642.5,26-02-2016 00:00,33291.7,1,2,4.4,101030,7,2016,3.1,0
33461.9,28-10-2010 00:00,32948.9,1,10,13,101490,5,2010,0.5,0
31057.5,30-04-2010 00:00,31516.2,1,4,11.6,100930,6,2010,4.5,3
33104.5,21-10-2011 00:00,33046.9,1,10,10.2,102410,6,2011,4.7,0
34289.1,03-06-2014 00:00,31196.3,1,3,9.2,102440,3,2014,6.4,0
35570,17-03-2010 00:00,33895.9,1,3,9.4,102200,4,2010,1.3,0
30162.4,06-10-2011 00:00,29769.6,1,6,11.9,101450,6,2011,4.3,2.6
26250.1,27-07-2015 00:00,27081.4,1,7,16.8,100040,8,2015,1.2,0
24611.6,25-08-2017 00:00,23643.3,1,8,18.2,101720,2,2017,11.6,0
23653.6,22-03-2020 00:00,26638.7,1,3,7.4,102630,2,2020,10.8,0
38715,19-02-2010 00:00,37164.7,1,2,4,99370,5,2010,2.7,0.2
28902.3,04-02-2011 00:00,31584.2,1,4,14.8,101050,4,2011,0.9,0
32243.9,16-02-2017 00:00,30708.1,1,2,8.6,102960,6,2017,2.5,0.2
33399.2,23-10-2012 00:00,31527.5,1,10,12.9,102380,8,2012,0,0
23464.9,09-05-2019 00:00,24170.2,1,9,15.3,102490,3,2019,8.5,0
21797.5,26-08-2018 00:00,25956.1,1,8,14.6,100950,8,2018,0,11
26415.5,14-07-2012 00:00,29112.4,1,7,15.2,100510,8,2012,1.2,3
33083.8,20-03-2015 00:00,31437.7,1,3,8.4,102740,6,2015,4.9,0
34073.1,22-10-2010 00:00,33966.3,1,10,8.9,101760,6,2010,0.7,6
33105.8,16-12-2012 00:00,34246.6,1,12,7.2,99960,4,2012,4.5,0.8
21712.5,16-09-2018 00:00,24317.8,1,9,17.9,101860,5,2018,6.4,0
21435.5,19-06-2020 00:00,23225.5,1,6,17.2,101360,7,2020,2.8,0.4
25537.2,10-11-2015 00:00,29551.8,1,10,12.7,101740,8,2015,5.4,0
26964.9,26-10-2020 00:00,26927.8,1,10,10,99730,3,2020,3.1,0.4
25170.2,28-07-2012 00:00,27326.1,1,7,18.1,101080,4,2012,7.2,0
26960.3,31-12-2018 00:00,29104.7,1,12,9.4,103580,8,2018,0,0
28783.2,16-08-2013 00:00,26741.4,1,8,20.2,101500,3,2013,2.4,0.8
26017.3,31-03-2020 00:00,27699.4,1,3,7,103160,3,2020,1.4,0
33776.5,02-03-2016 00:00,32078.4,1,2,5.9,102210,4,2016,1.3,0
24114.5,16-06-2017 00:00,22263.3,1,6,17.9,102390,2,2017,9.9,0
18963.7,18-08-2019 00:00,22897.7,1,8,18.6,100550,6,2019,3.7,4.8
25640.4,14-06-2009 00:00,27910.3,1,6,18.8,101800,4,2009,11.5,0
26502.4,10-09-2019 00:00,26235.6,1,10,13.4,100530,6,2019,4.2,0.2
31546.6,15-05-2013 00:00,30543.2,1,5,10.3,99450,6,2013,1.3,0.6
37824.8,28-03-2013 00:00,34370.4,1,3,1.9,101250,6,2013,3.5,0
30696.2,05-08-2009 00:00,31525.5,1,5,12.7,101160,5,2009,5.8,0.6
22214.7,22-07-2017 00:00,24432.4,1,7,16.3,100800,7,2017,3.1,9.6
28861.2,11-02-2013 00:00,31269.3,1,11,13,99860,5,2013,3.7,0
30587.2,14-06-2011 00:00,27573.9,1,6,16.2,101830,2,2011,12.6,0
30846.4,27-03-2018 00:00,28936.1,1,3,10.3,100750,7,2018,1.7,5.8
31044.9,03-10-2012 00:00,31913.9,1,3,12.2,103670,7,2012,2.6,0
30363.9,15-06-2010 00:00,28836.9,1,6,13.9,102720,2,2010,9.2,0
24220,25-08-2013 00:00,26702.4,1,8,18.8,101330,5,2013,4.9,0.2
20699,07-03-2020 00:00,20993.5,1,7,17.3,101590,7,2020,5.8,3
25723.5,08-08-2017 00:00,26370.1,1,8,16,101150,8,2017,0.3,3.4
31212.3,21-11-2017 00:00,28739,1,11,12.3,101000,8,2017,0.1,0
24149.6,29-10-2017 00:00,28897.1,1,10,11.3,102320,5,2017,2.8,0
27076.4,17-11-2020 00:00,26401.3,1,11,12.6,101990,7,2020,0.4,0
31414.6,05-01-2013 00:00,29036.5,1,5,10.2,102430,2,2013,10.2,0
26103.4,07-09-2011 00:00,27574.9,1,7,17.5,101150,4,2011,6.5,0
26564.6,25-09-2019 00:00,24378.8,1,9,18.4,100050,7,2019,2.6,3.6
30589.6,19-09-2012 00:00,30394.5,1,9,12.1,102210,2,2012,10.3,0
29483.6,19-06-2009 00:00,29864.5,1,6,15,102090,4,2009,6.1,0.6
31424.3,29-10-2015 00:00,29590.9,1,10,12.1,101210,7,2015,0.1,7
29377.1,23-08-2013 00:00,26246.3,1,8,21.7,101450,0,2013,6.2,0.6
25955.3,29-09-2020 00:00,23212.2,1,9,17.1,101490,5,2020,5.8,0.2
25617.5,19-04-2015 00:00,29406.6,1,4,8.5,102510,6,2015,3,0
32762.2,25-01-2019 00:00,31207.7,1,1,6.1,101400,6,2019,2.8,0
27959.9,04-08-2019 00:00,28189.8,1,4,10.1,101100,8,2019,0.2,2.8
31152.2,15-02-2015 00:00,32774.2,1,2,7.3,101350,4,2015,2.1,0.2
37013.4,01-04-2012 00:00,34834.9,1,1,8.1,101420,4,2012,0.4,2
25961.9,23-08-2017 00:00,24915.4,1,8,19.1,101360,5,2017,1.4,0
36339,02-10-2014 00:00,33834.5,1,2,6.7,99300,5,2014,2.6,1.4
28610.5,21-04-2016 00:00,28791,1,4,11.4,102380,6,2016,4.3,0
34144.5,11-03-2010 00:00,32053.2,1,11,14.6,101140,6,2010,2.2,0
29516.8,31-01-2016 00:00,32037.1,1,1,8.6,100930,8,2016,0.1,0.8
29738.1,18-07-2012 00:00,29032.7,1,7,16.9,101310,8,2012,0.4,1.6
26883.4,01-01-2016 00:00,32961.4,1,1,5.6,101690,6,2016,0,2.8
28992.2,05-07-2012 00:00,30964.2,1,5,9.1,101380,6,2012,2.8,2.2
33260.9,04-03-2012 00:00,32373.4,1,4,9.3,100310,4,2012,4.5,2.6
39546.6,01-05-2011 00:00,37484.2,1,1,4.2,100040,6,2011,2.3,1
30063.8,31-03-2016 00:00,29586.6,1,3,8.6,101560,4,2016,6.6,0
29517.4,09-04-2009 00:00,30870.3,1,9,15,100850,4,2009,7.4,0
29169.5,26-11-2017 00:00,30980.8,1,11,5.5,102390,2,2017,5.3,2.4
29204.6,20-05-2014 00:00,27227,1,5,17.4,100700,5,2014,2.4,0
26937.2,06-05-2015 00:00,24918.3,1,6,19.6,101580,3,2015,5.3,0
21470.8,21-05-2017 00:00,23818.9,1,5,14.7,102320,3,2017,12.7,0
25121.5,18-07-2017 00:00,22424.7,1,7,21.9,101620,6,2017,7.3,4.4
26914.9,17-11-2018 00:00,29170.9,1,11,9.4,102670,3,2018,6.1,0
29975.5,26-08-2011 00:00,29867.4,1,8,15.3,100440,7,2011,0.9,8.6
20307.5,05-05-2020 00:00,23448.2,1,5,11.7,102090,1,2020,9.3,0
33682.3,22-03-2012 00:00,30677.8,1,3,11.9,102920,1,2012,8.3,0
25392.2,28-08-2010 00:00,29976.4,1,8,15.3,101990,4,2010,7.5,0
27431.6,26-10-2013 00:00,29535.1,1,10,16.1,100420,4,2013,1.1,4
29957.1,13-07-2011 00:00,29240.2,1,7,15.7,101940,8,2011,1.2,0
30697.7,01-06-2018 00:00,32826.5,1,1,3.4,100980,6,2018,0.9,0
25126.9,27-06-2016 00:00,25124.9,1,6,18,101750,7,2016,3.3,0
31149.7,15-09-2011 00:00,29657.9,1,9,14.2,102010,1,2011,9.9,0.4
25596.8,17-08-2016 00:00,23502,1,8,20,101330,1,2016,12.2,0
26668.1,10-01-2018 00:00,26601.4,1,10,11.8,102550,4,2018,7.4,0
33842.4,15-02-2009 00:00,38057.3,1,2,4.1,102780,8,2009,0,0
37433.8,18-11-2010 00:00,34838.4,1,11,8,100490,7,2010,2.4,0.2
28436.2,28-04-2015 00:00,28653.9,1,4,8.6,101680,2,2015,11,0.4
31625.9,17-09-2013 00:00,30441.1,1,9,11.4,100000,4,2013,0.5,4.6
24037.7,23-05-2019 00:00,22664.7,1,5,16.9,101630,4,2019,10.8,0
31193.5,30-03-2015 00:00,30366.8,1,3,8.9,100690,4,2015,3.7,1.6
30356.5,14-06-2010 00:00,29490.3,1,6,16.7,101720,6,2010,3.7,0.8
35060.1,15-01-2015 00:00,33946.2,1,1,6.2,99080,3,2015,2.5,0.2
28138.9,30-09-2015 00:00,27909,1,9,14.2,103280,0,2015,10.7,0
25851.8,08-07-2010 00:00,29062.1,1,8,18.9,101480,7,2010,1.2,1
28601,20-05-2015 00:00,27366.6,1,5,10,101710,3,2015,7.9,0
30570.6,22-06-2009 00:00,29387.9,1,6,17.8,102720,6,2009,4,0
38278.8,03-11-2013 00:00,36053.8,1,3,0.2,100760,7,2013,0,0
26568,28-09-2016 00:00,26630.6,1,9,17.6,102370,5,2016,4.1,1.2
30688.9,03-12-2019 00:00,28527.1,1,3,7.8,100700,6,2019,1.5,7.8
26512.9,19-06-2015 00:00,25080.8,1,6,16.7,102180,3,2015,9.1,0
26636.6,01-01-2020 00:00,31342.5,1,1,4.1,102980,8,2020,0,0
26230.3,10-01-2020 00:00,25125.9,1,10,13.7,99820,6,2020,0.9,4
20605.6,06-09-2019 00:00,23989.9,1,6,14.8,102040,5,2019,6.4,3.2
26271.1,18-06-2011 00:00,28993.2,1,6,14.7,100150,6,2011,5.5,1.4
26330.4,21-06-2016 00:00,24561.5,1,6,17.8,101700,7,2016,5.7,0
28113.5,07-07-2014 00:00,25921,1,7,16.4,101480,2,2014,7.2,0
33108.2,02-11-2017 00:00,33478,1,2,1.6,102260,8,2017,0,0.8
27147.1,10-03-2009 00:00,32749.4,1,10,14.7,100970,8,2009,0.2,2.8
31740.2,17-10-2011 00:00,32182.2,1,10,11.9,101690,3,2011,4.3,3.4
40185.6,20-01-2010 00:00,37668.5,1,1,3,101210,8,2010,0,3.4
26248.6,13-08-2011 00:00,28159.6,1,8,19,100610,6,2011,3.3,0
32180,15-11-2016 00:00,29609.7,1,11,12.2,102540,8,2016,0.1,0.2
26742.1,30-09-2019 00:00,25679.5,1,9,13.8,100860,6,2019,0.2,7.2
28230.5,06-07-2013 00:00,27804.4,1,6,15.1,102310,5,2013,4.6,0.6
30954,25-09-2009 00:00,31720.9,1,9,14.3,102730,2,2009,11,0
24553,28-08-2011 00:00,29577.9,1,8,16.1,101570,5,2011,3.9,0.4
25436.3,08-07-2018 00:00,21335.7,1,8,24.2,100790,3,2018,8.1,0
33178.6,02-09-2018 00:00,32065.1,1,2,3,101060,6,2018,1.1,0
24205.1,14-07-2017 00:00,23973,1,7,18.1,101990,6,2017,4.3,0
31581.4,14-12-2014 00:00,33518.3,1,12,4.7,101190,4,2014,2.2,0.8
29745.3,09-11-2012 00:00,28796.9,1,9,16.6,101270,4,2012,6.8,0
35911.2,18-03-2011 00:00,34667.2,1,3,5.4,102310,6,2011,0,4.8
29305.5,08-09-2010 00:00,27973.4,1,8,19.6,101540,3,2010,8.1,4.8
35057,03-05-2015 00:00,31838.6,1,3,6.1,103900,3,2015,7.5,0
34009.4,19-10-2010 00:00,33618.7,1,10,10.7,101130,4,2010,4.7,4
31740.9,27-10-2015 00:00,28913.6,1,10,14.9,100930,7,2015,2.4,4.8
18883.8,08-02-2020 00:00,20175.6,1,8,18.5,101640,3,2020,10.4,0
21499.5,06-09-2018 00:00,23577.1,1,6,17.5,101600,7,2018,3.9,0
22864.4,10-06-2019 00:00,25927.5,1,10,14.4,101110,7,2019,4.7,1
26025.4,14-09-2017 00:00,27048.4,1,9,13,100810,4,2017,5.6,0
30041.2,13-05-2014 00:00,27902.3,1,5,12.5,101950,6,2014,3.1,8.2
19982,21-07-2019 00:00,21652.5,1,7,18.8,102020,3,2019,5.7,0
31684.2,05-06-2009 00:00,30241.1,1,5,16.2,101740,5,2009,5.9,0
31901.9,22-03-2018 00:00,28981.1,1,3,8.2,101960,7,2018,4.2,0
27282.6,30-10-2020 00:00,25803.1,1,10,15.2,101540,8,2020,0,0.2
32546.5,27-01-2016 00:00,31446.7,1,1,11.3,100900,8,2016,0,2.2
29887.3,21-10-2016 00:00,29601.8,1,10,10.4,102010,6,2016,1.1,0
29997.9,30-11-2020 00:00,28512.5,1,11,7.6,102480,7,2020,0,0
36115.7,15-12-2014 00:00,32746.5,1,12,5.8,101200,4,2014,2.9,0.2
21145.5,19-08-2018 00:00,22164.3,1,8,22.9,101860,6,2018,5.5,0
35969.2,03-05-2012 00:00,34028.2,1,3,6.8,102190,4,2012,7.8,0
29465.9,21-12-2020 00:00,28002.2,1,12,9.5,100770,8,2020,3.9,3
35540.4,18-02-2014 00:00,32321.3,1,2,9.3,100860,5,2014,1.2,5.8
30157.5,29-03-2016 00:00,29503.2,1,3,8.6,100270,4,2016,5.7,5.2
26756.1,09-11-2010 00:00,29841,1,9,19.5,101470,6,2010,1.5,0
31182,05-01-2009 00:00,30125.3,1,5,15,102320,3,2009,10.2,0
21934.5,08-04-2020 00:00,20508.5,1,8,18,101630,3,2020,10,0
25009.6,21-11-2020 00:00,27012.6,1,11,11.1,102720,7,2020,0,0.2
29800.4,17-09-2012 00:00,29518.7,1,9,16.3,101240,6,2012,4.2,0
26131,06-12-2010 00:00,29470.6,1,6,14.9,101560,5,2010,4.4,0
23867.9,28-07-2017 00:00,25344.3,1,7,17.9,100830,7,2017,1.2,1.2
28900,26-07-2013 00:00,24969.1,1,7,20.4,101240,3,2013,7.9,0
34241.3,19-03-2010 00:00,33589.3,1,3,10.7,101100,7,2010,1.4,5.6
21833.1,09-02-2017 00:00,25320.2,1,9,16,102180,1,2017,9.8,0
31348.5,03-04-2012 00:00,33853.9,1,3,8,101670,8,2012,0,7.4
27710.1,28-10-2020 00:00,26926.6,1,10,10.9,100180,6,2020,0,2.2
26129,10-05-2017 00:00,26918.3,1,10,15.1,101760,4,2017,7.5,0
25594,31-08-2017 00:00,25102.5,1,8,14.6,101720,2,2017,8.9,1.6
29090.1,13-06-2013 00:00,28237.5,1,6,16.2,101140,7,2013,1.5,0
28748.8,03-11-2019 00:00,29123,1,3,6.7,102290,3,2019,8.3,0.6
36542.8,22-01-2014 00:00,34678,1,1,6.2,100670,7,2014,2.5,0.2
29586.6,29-03-2017 00:00,27969.4,1,3,13.1,102170,7,2017,0.1,0
29661.9,14-12-2020 00:00,27280.8,1,12,11.1,99870,6,2020,0.5,1.4
25324.4,29-09-2013 00:00,29018.1,1,9,16.5,100690,6,2013,4.5,0
32425.8,21-01-2012 00:00,34344.6,1,1,10.1,101290,6,2012,1.9,0
29855.8,31-08-2010 00:00,29601.6,1,8,14.5,102560,0,2010,11.8,0
29681.8,31-10-2016 00:00,29137.6,1,10,14.4,102700,4,2016,5,0
38979.1,13-02-2012 00:00,36248.8,1,2,2.8,102770,7,2012,0.1,0.6
24960.5,17-03-2019 00:00,28605.2,1,3,7.1,100530,4,2019,6.3,1.8
31316,04-12-2018 00:00,29336,1,4,8.5,100400,8,2018,0,0.2
29044.2,01-02-2020 00:00,29619.5,1,1,8.6,102160,7,2020,0,1
