daily_demand,date_format,Month,cloud_cover,Year,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure
continuous,time,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,,,,,,,,,,
24224.2,05-10-2015 00:00,5,4,2015,7.5,226,21.6,14,8.6,0,102300
27056,05-11-2015 00:00,5,4,2015,5.6,198,18.2,16.4,11.1,0.2,101790
27278,05-12-2015 00:00,5,3,2015,9.3,252,20.1,14.3,10.3,0,101930
29870.4,14-05-2015 00:00,5,7,2015,0,77,15.6,10.2,9.1,13.8,101270
28084.9,15-05-2015 00:00,5,6,2015,5.7,203,18.8,11.7,7.7,0,102110
23336,16-05-2015 00:00,5,4,2015,10,265,17.7,14.9,11,0,102410
23416.2,17-05-2015 00:00,5,3,2015,8.8,250,15.8,12.1,6.4,0.2,102460
28037.2,18-05-2015 00:00,5,5,2015,5,193,14.7,12.4,9,1.2,100680
28363.2,19-05-2015 00:00,5,3,2015,8,240,16,11,7.2,2.6,100530
28601,20-05-2015 00:00,5,3,2015,7.9,239,20.4,10,4,0,101710
28003.5,22-05-2015 00:00,5,6,2015,3.5,169,17.7,13.5,7.4,0,102530
24236.1,23-05-2015 00:00,5,6,2015,4.6,189,20,15.3,12.9,0,102440
23199.5,24-05-2015 00:00,5,6,2015,5.1,198,16.7,16,12,0.2,102000
24064,25-05-2015 00:00,5,6,2015,2.7,156,19.7,12.8,8.9,0,101980
26737.9,26-05-2015 00:00,5,2,2015,8.5,251,20.3,14.5,9.3,0,102370
26787.8,27-05-2015 00:00,5,1,2015,9.7,269,18.1,13.8,7.3,0,102250
26088.1,28-05-2015 00:00,5,3,2015,8.7,255,14.6,14.8,11.5,0,101450
27154.7,29-05-2015 00:00,5,4,2015,4.1,183,18.6,11.9,9.2,2.6,100900
23728.1,30-05-2015 00:00,5,3,2015,8.4,252,16.3,12.6,6.6,2.8,101350
23375,31-05-2015 00:00,5,6,2015,1.7,136,16.5,13.5,10.6,0.4,100780
27163.7,06-01-2015 00:00,6,4,2015,4.1,186,20.1,12.1,7.6,0.6,101240
27441.9,06-02-2015 00:00,6,7,2015,1.6,135,20.4,15.4,10.7,0,100510
27358.9,06-03-2015 00:00,6,3,2015,9.1,264,23.6,15.8,11.1,0,102120
26937.2,06-05-2015 00:00,6,3,2015,5.3,208,20.5,19.6,14.7,0,101580
26705.4,06-08-2015 00:00,6,4,2015,6.4,226,15.7,14,9.1,0,103320
27365.2,06-09-2015 00:00,6,5,2015,2.5,157,19.2,11.4,7.1,0,103290
27012.6,06-10-2015 00:00,6,4,2015,7.2,239,24.7,14.3,9.4,0,102830
27522.4,06-12-2015 00:00,6,3,2015,1.2,127,20,19.2,12.9,0.4,100910
25130.9,13-06-2015 00:00,6,7,2015,0.9,119,18.1,17.4,14.7,0,100900
23737.4,14-06-2015 00:00,6,7,2015,0.3,99,20.7,15.3,12.4,0.2,101370
26791.1,15-06-2015 00:00,6,5,2015,5.2,208,24.5,16,11.2,0,102200
27097.6,16-06-2015 00:00,6,3,2015,6.5,229,26.1,16.9,9.2,0,102540
27602,17-06-2015 00:00,6,4,2015,3.4,176,22.1,18.9,11.7,0,102290
26564.2,18-06-2015 00:00,6,3,2015,10.3,284,22.1,18.1,14,0,102080
26512.9,19-06-2015 00:00,6,3,2015,9.1,267,20.4,16.7,11.3,0,102180
24579.5,20-06-2015 00:00,6,6,2015,0.1,89,21.2,16.7,12.9,2.6,102090
22086.5,21-06-2015 00:00,6,5,2015,3.6,180,18.4,17.6,14,5.8,101610
26787.4,22-06-2015 00:00,6,6,2015,3.6,180,21.3,14.7,10.9,0.2,101110
27282.3,23-06-2015 00:00,6,5,2015,3.8,183,24.4,16.6,11.8,0,101780
27181.4,24-06-2015 00:00,6,3,2015,6.3,226,25.2,18.4,12.4,0,102050
27543.6,25-06-2015 00:00,6,2,2015,9.5,273,27.7,18.5,11.8,0,102120
27463.8,26-06-2015 00:00,6,3,2015,4.8,201,25.1,20.6,13.5,0,101700
23111.1,27-06-2015 00:00,6,2,2015,8.8,263,21.4,18.4,11.7,0,101940
22904,28-06-2015 00:00,6,4,2015,2,147,25.9,18.4,15.3,1.6,101950
28766.9,07-02-2015 00:00,7,4,2015,5.4,210,27.2,21.8,17.4,0,101870
23089,07-05-2015 00:00,7,4,2015,5.1,204,23.7,19.3,13.8,0,101780
26722,07-06-2015 00:00,7,1,2015,9,263,24.3,18.1,12.4,0,101840
26387.9,07-07-2015 00:00,7,3,2015,6.4,225,21.5,19.7,15.1,0.2,100930
27145.4,07-08-2015 00:00,7,6,2015,2.3,151,23.1,17.6,13.6,0.4,101170
22945.1,07-12-2015 00:00,7,7,2015,0.2,92,20.8,18.9,15.1,4.4,101690
28153.4,13-07-2015 00:00,7,7,2015,0,78,22.9,18.6,16.3,1,101510
28505.5,14-07-2015 00:00,7,8,2015,0.5,103,22.5,19.9,16.8,2.4,101710
27700.7,15-07-2015 00:00,7,7,2015,1.1,121,25.3,19.8,17.1,0,101820
27417.8,16-07-2015 00:00,7,5,2015,1.9,140,25.1,20.1,14.9,6.8,101570
26033.2,17-07-2015 00:00,7,4,2015,5.1,200,23.6,20,14.9,0,101160
22316.6,18-07-2015 00:00,7,4,2015,10.6,279,24.9,17.9,12.1,0.8,101630
21925.5,19-07-2015 00:00,7,5,2015,10.4,275,24.7,19.4,13.9,0.2,101060
27230.8,20-07-2015 00:00,7,7,2015,0.4,98,26.5,19.4,14,0,100990
26487.8,21-07-2015 00:00,7,2,2015,10.5,275,23,19.9,13.2,0,101240
27449,22-07-2015 00:00,7,6,2015,6.3,216,22.4,18.8,14.5,0.4,101500
27029.4,23-07-2015 00:00,7,5,2015,4.7,190,16.5,16.9,11.4,0,101730
22560.8,25-07-2015 00:00,7,5,2015,9.4,258,19.1,16.6,11.4,1.6,101270
23368,26-07-2015 00:00,7,8,2015,0.1,83,20.9,15.6,12.1,5.6,100540
26250.1,27-07-2015 00:00,7,8,2015,1.2,118,20.8,16.8,12.6,0,100040
26208.9,28-07-2015 00:00,7,6,2015,5.2,195,20.3,16.9,12.9,0,100600
26412,29-07-2015 00:00,7,6,2015,4.1,176,20.3,15,9.7,0.2,101140
26209,30-07-2015 00:00,7,4,2015,8.1,236,22.7,15.3,10.2,0,101830
25349.1,31-07-2015 00:00,7,2,2015,10.1,261,21.5,15.7,8.7,0,101840
22582.2,08-01-2015 00:00,8,2,2015,7.4,224,26.2,15.5,9.4,0,101660
21762.6,08-02-2015 00:00,8,3,2015,11.9,282,25.1,19.2,12.2,0,101650
25540.2,08-03-2015 00:00,8,5,2015,2.3,139,22.4,20.4,15.6,0,101070
25358,08-04-2015 00:00,8,5,2015,6.4,207,22,17.9,13.4,0,101310
26600.5,08-05-2015 00:00,8,8,2015,0.9,106,23.9,18.4,14.8,4.2,101340
26232.5,08-06-2015 00:00,8,5,2015,6.2,202,24.8,18.8,13.7,0,101280
26166.9,08-07-2015 00:00,8,5,2015,9.8,250,26.6,18.7,12.5,0,101790
22819.1,08-08-2015 00:00,8,2,2015,9.5,245,26.6,20.6,14.5,0,102270
22416.6,08-09-2015 00:00,8,2,2015,11.7,271,22.7,19.6,12.5,0,102030
26734.5,08-10-2015 00:00,8,7,2015,0.9,103,21.3,19.9,17,0,101730
27333.9,08-11-2015 00:00,8,8,2015,1.6,119,23.4,17.6,13.9,1.8,102020
27084.2,08-12-2015 00:00,8,6,2015,3.2,149,20.3,19.2,15,0,102290
28108.8,13-08-2015 00:00,8,8,2015,0,67,21.3,18.2,16.1,7.4,101440
28160,14-08-2015 00:00,8,8,2015,0.4,86,20.7,19.4,17.4,1.4,100600
23190.8,15-08-2015 00:00,8,7,2015,5.3,180,20.8,17.5,14.2,0,101240
23077.2,16-08-2015 00:00,8,7,2015,3.4,149,22.1,16.1,11.3,0,101710
26636.5,17-08-2015 00:00,8,6,2015,6.5,195,19.5,17.7,13.3,0,101750
27501.9,18-08-2015 00:00,8,8,2015,0,64,20.9,16.8,14.1,0.2,101470
27757.8,19-08-2015 00:00,8,7,2015,2.5,131,21.1,17.2,13.4,6.6,101720
28122.7,20-08-2015 00:00,8,8,2015,0.4,82,26.5,18.1,15.1,0,101950
24271.9,22-08-2015 00:00,8,3,2015,9,221,21.5,22.9,15,0,101370
27449.3,25-08-2015 00:00,8,6,2015,3.5,142,19.9,15.1,11.2,5.6,100790
26731.6,27-08-2015 00:00,8,6,2015,2.9,131,21.1,16.6,13.5,0,100720
25866.2,28-08-2015 00:00,8,3,2015,8.8,210,22.3,16,10.9,0,101630
23498.2,29-08-2015 00:00,8,7,2015,3.5,138,20.8,18.2,14.1,3.2,101980
24728.6,31-08-2015 00:00,8,8,2015,0,57,19.2,15.2,14.3,4,101380
27306.6,09-01-2015 00:00,9,7,2015,3.1,124,19,16.3,13.4,0.2,101780
27872.7,09-02-2015 00:00,9,5,2015,5.5,156,16.4,14.3,9.5,0,101780
28284.9,09-03-2015 00:00,9,7,2015,1.5,95,16.6,13,9.6,0,101620
27604.1,09-04-2015 00:00,9,7,2015,1.5,95,16.3,13.7,10.7,0.6,101780
24329.8,09-05-2015 00:00,9,5,2015,0.8,80,19.9,12.6,8.9,0,102190
23213.9,09-06-2015 00:00,9,1,2015,11.6,216,19.3,12.8,5.7,0,102850
27755.9,09-07-2015 00:00,9,1,2015,9.8,197,16.5,13.9,8.4,0,103060
28838.7,09-08-2015 00:00,9,7,2015,1.4,89,19.7,13.3,10.1,0,102810
28505.8,09-09-2015 00:00,9,6,2015,2.1,100,21.2,16.2,12.7,0.4,102280
27274.4,09-10-2015 00:00,9,0,2015,11.9,212,22.3,16.5,11.8,0,102050
26883.9,09-11-2015 00:00,9,3,2015,10,192,21.5,17.1,11.8,0.4,101450
24036.3,09-12-2015 00:00,9,6,2015,4.9,135,20,18.3,15,0,100770
24084.1,13-09-2015 00:00,9,7,2015,2.3,99,19.8,15,10,10.2,100570
28510.2,14-09-2015 00:00,9,6,2015,3.1,110,19.9,15.8,11.8,1,99460
28974.4,15-09-2015 00:00,9,6,2015,1.1,78,16,15.1,10.3,0.4,99580
28730.2,17-09-2015 00:00,9,5,2015,7.3,155,19.5,13.8,9.1,0,99980
28598.7,18-09-2015 00:00,9,5,2015,2.4,96,19.6,15.6,11.7,9.6,101120
24898.9,19-09-2015 00:00,9,3,2015,8.1,160,20.2,15.2,10.7,0,102480
24566.2,20-09-2015 00:00,9,2,2015,7.5,152,14.8,14.7,9.1,0,102480
28947.3,21-09-2015 00:00,9,7,2015,0.3,56,15.3,13.9,12.9,5.8,101190
29235.7,22-09-2015 00:00,9,6,2015,0.7,64,17.4,12,8.6,0.2,100230
28640.1,23-09-2015 00:00,9,4,2015,6.2,134,18.7,12.7,7.9,2,101180
27876.3,24-09-2015 00:00,9,6,2015,5.3,124,17.9,15.7,12.6,0,101430
27948,25-09-2015 00:00,9,2,2015,7.3,142,18,13.2,8.5,0.2,102290
25087.6,26-09-2015 00:00,9,3,2015,8.4,151,19.3,12.4,6.7,0,102880
24315.4,27-09-2015 00:00,9,2,2015,8.5,150,18.4,13.6,7.8,0,103370
28098.6,28-09-2015 00:00,9,1,2015,10,161,19.1,13.7,9,0,103640
28477,29-09-2015 00:00,9,1,2015,8.9,150,18.7,14.8,10.4,0,103480
28138.9,30-09-2015 00:00,9,0,2015,10.7,163,18.8,14.2,9.7,0,103280
28714,10-01-2015 00:00,10,1,2015,10.6,160,19,14.1,9.3,0,103100
28347.7,10-02-2015 00:00,10,0,2015,10.5,158,16.7,13.8,8.6,0,102450
26278.6,10-03-2015 00:00,10,4,2015,2.9,86,18.2,12.5,8.3,0,101550
25090.3,10-04-2015 00:00,10,3,2015,8.1,135,17.4,12.7,7.1,0.4,101380
29452.5,10-05-2015 00:00,10,8,2015,0,36,19.4,14.3,11.1,11,100440
30105.4,10-06-2015 00:00,10,7,2015,2.3,76,16,17.1,14.7,5.4,99690
29901.2,10-07-2015 00:00,10,8,2015,0.2,42,17.2,15,13.9,0,100890
30073.3,10-08-2015 00:00,10,5,2015,6,110,17.6,11.7,6.2,0.2,102120
29459.9,10-09-2015 00:00,10,2,2015,6.3,111,16.2,12.1,6.6,0,102280
26672.4,10-10-2015 00:00,10,6,2015,0.1,38,15.8,12.1,8,0,102000
25537.2,10-11-2015 00:00,10,8,2015,5.4,101,14.3,12.7,9.5,0,101740
29877.6,10-12-2015 00:00,10,5,2015,5.4,99,13.1,11.1,7.8,0,101960
30877.4,13-10-2015 00:00,10,6,2015,3.2,78,13.6,10.4,7.6,0,102340
30910.7,14-10-2015 00:00,10,4,2015,5.3,96,13.2,9.6,5.6,0.6,102320
31664.8,15-10-2015 00:00,10,7,2015,1.7,60,13.9,11.2,9.1,0,102140
31131.6,16-10-2015 00:00,10,8,2015,0.1,34,12.8,12.2,10.5,0,102170
27621.6,17-10-2015 00:00,10,8,2015,0,30,15.7,11.7,10.5,0,102040
27384.6,18-10-2015 00:00,10,7,2015,2.5,66,14.3,13.3,10.9,0.4,102100
31424.8,19-10-2015 00:00,10,7,2015,0,29,16,12.8,11.3,0.2,102480
31083.9,20-10-2015 00:00,10,4,2015,3.4,72,15.1,12,8,3.8,102660
31480.2,21-10-2015 00:00,10,8,2015,0,28,14.3,11.8,8.5,1.6,101790
30364.8,22-10-2015 00:00,10,8,2015,0,27,13.7,12.5,10.6,0.2,101720
31144.2,23-10-2015 00:00,10,8,2015,0,27,13.9,12,10.3,0,102090
27496.4,24-10-2015 00:00,10,7,2015,0,26,12,12.7,11.4,3.4,101520
27075.3,25-10-2015 00:00,10,1,2015,5.5,83,17.1,8,4,0,102470
30845.6,26-10-2015 00:00,10,5,2015,5.5,82,18.8,11.2,5.3,0,101480
31740.9,27-10-2015 00:00,10,7,2015,2.4,56,16.4,14.9,10.9,4.8,100930
31697.3,28-10-2015 00:00,10,5,2015,1.7,49,15.5,13.9,11.4,0.2,100750
31424.3,29-10-2015 00:00,10,7,2015,0.1,27,16.3,12.1,8.7,7,101210
30874.4,30-10-2015 00:00,10,8,2015,0,24,18.3,13.9,11.4,0.4,101790
27513,31-10-2015 00:00,10,4,2015,5,73,13,14.1,9.9,0.2,102230
27586.9,11-01-2015 00:00,11,8,2015,2.5,53,13.5,9.7,6.3,0.2,102850
31439.2,11-02-2015 00:00,11,4,2015,1.9,47,13.3,10.7,7.9,0,102410
33025.8,11-03-2015 00:00,11,7,2015,0,22,15.1,11.2,9.1,3,101570
32722.2,11-04-2015 00:00,11,8,2015,0,22,15.7,13,10.8,0.6,101370
32238.3,11-05-2015 00:00,11,8,2015,0,21,17.5,13.8,11.8,2.4,101260
31166.3,11-06-2015 00:00,11,7,2015,0,21,17.1,15.6,13.6,3.2,101470
27513.6,11-07-2015 00:00,11,6,2015,0.1,24,16.3,15.4,13.7,7.6,101830
27192,11-08-2015 00:00,11,7,2015,0,20,15.5,11.8,7.3,0.4,102040
30521.7,11-09-2015 00:00,11,5,2015,0.2,25,16.5,12.4,9.3,0,102090
30549.4,11-10-2015 00:00,11,8,2015,0,19,15.4,14.2,11.8,0,102180
30724.8,11-11-2015 00:00,11,8,2015,0,19,16.3,14.5,13.6,0,102130
30742.1,11-12-2015 00:00,11,5,2015,2.1,42,12,13.4,10.5,0.6,102040
30285.8,13-11-2015 00:00,11,3,2015,2.9,47,15.2,10.4,8.8,1.2,102080
28872.7,14-11-2015 00:00,11,6,2015,0,18,16.4,11.1,6.9,6.8,102170
26531.2,15-11-2015 00:00,11,8,2015,0,18,14.1,12.6,8.7,0,101250
30809,16-11-2015 00:00,11,7,2015,1.2,33,16.3,13.2,12.2,2.8,100940
32137.1,17-11-2015 00:00,11,8,2015,0,17,15.5,13.9,11.5,3.6,100380
31222.5,18-11-2015 00:00,11,5,2015,2.8,43,12.1,13.1,10.7,1,101090
32385.1,19-11-2015 00:00,11,8,2015,0,17,9.8,11.2,10.2,2.2,101310
32155,20-11-2015 00:00,11,6,2015,1.9,36,6.2,8.8,7.8,1.8,100850
30039.9,21-11-2015 00:00,11,5,2015,3.6,46,6.7,4,1.7,0.2,100720
31235.8,22-11-2015 00:00,11,4,2015,3.8,47,10,2.7,-1.4,0,101560
35397.2,23-11-2015 00:00,11,6,2015,2.5,39,9.8,4.6,-0.8,4.4,102370
34673.6,24-11-2015 00:00,11,7,2015,0,16,10.4,5.6,1.4,0.6,101220
34075.7,25-11-2015 00:00,11,6,2015,0.2,19,11.4,7.9,5.4,0,101220
34389.3,26-11-2015 00:00,11,7,2015,0.5,22,14.1,9.5,7.6,0,101870
32292.8,27-11-2015 00:00,11,8,2015,0.1,17,10.9,10.7,7.3,1.2,101120
29840.5,28-11-2015 00:00,11,4,2015,1.4,29,13.3,6.7,2.5,0.6,101130
28891.7,29-11-2015 00:00,11,7,2015,0,15,13.4,8.8,4.2,2.2,100870
34041.8,30-11-2015 00:00,11,8,2015,0,14,14.3,10.8,8.2,1.6,101560
33397.6,12-01-2015 00:00,12,8,2015,0.5,20,13.5,11.8,9.3,0,102240
32796.5,12-02-2015 00:00,12,7,2015,1.1,24,13.7,12.7,11.8,0,102270
33138,12-03-2015 00:00,12,8,2015,0,13,13,12.8,11.8,2.4,101920
31844.9,12-04-2015 00:00,12,5,2015,4.5,43,13.9,9.3,5.6,0,102490
29007.4,12-05-2015 00:00,12,8,2015,0,13,14.4,10.4,6.8,0,101920
28731.5,12-06-2015 00:00,12,8,2015,0.2,16,14.4,13.1,11.8,0.2,101680
32411.8,12-07-2015 00:00,12,4,2015,0.8,21,13.6,13.4,12.3,2,102370
32345.9,12-08-2015 00:00,12,4,2015,1.9,28,12.2,12.2,10.8,0.6,102190
33177.5,12-09-2015 00:00,12,2,2015,5.5,45,12.7,8.1,4,0,103260
33667.7,12-10-2015 00:00,12,8,2015,0.1,14,11.2,9.4,6.1,4.4,102470
33311.9,12-11-2015 00:00,12,7,2015,0,12,13.6,10,8.7,0.2,102180
31082.7,12-12-2015 00:00,12,8,2015,0,12,10.4,9.3,4.9,1.8,101850
31144.8,13-12-2015 00:00,12,7,2015,0,12,10.9,8.3,6.1,0,101830
34578.9,14-12-2015 00:00,12,8,2015,0,12,13.5,8.2,5.4,0.4,101620
34349.3,15-12-2015 00:00,12,8,2015,0,12,15.2,10.7,7.8,5,101630
32614.5,16-12-2015 00:00,12,8,2015,0.9,21,15.5,13.1,10.9,0,101800
32121.3,17-12-2015 00:00,12,5,2015,0,12,15.6,13.6,11.7,0,101650
31528.2,18-12-2015 00:00,12,7,2015,0.6,19,16.4,13.3,11,0,101820
27655,19-12-2015 00:00,12,7,2015,1,22,13.1,14.3,12.1,0,101220
26724.9,20-12-2015 00:00,12,6,2015,0,12,14.6,12.6,12,1.4,101050
31512.4,21-12-2015 00:00,12,5,2015,0.5,18,15,10.6,6.5,2,101460
30752.6,22-12-2015 00:00,12,8,2015,0,12,12.5,11.5,8,4.4,101300
29503.7,23-12-2015 00:00,12,3,2015,4.8,41,13.3,10.5,8.4,0,101850
27629.7,24-12-2015 00:00,12,5,2015,1.3,24,14.7,11,8.6,2,101320
25487.6,25-12-2015 00:00,12,7,2015,0,12,15.2,10,5.2,1.8,101970
23359,26-12-2015 00:00,12,8,2015,0,12,14.8,12.1,8.9,0.2,101820
25806.8,27-12-2015 00:00,12,8,2015,0,12,13.4,14,13.2,0,102010
25800.7,28-12-2015 00:00,12,2,2015,3.3,35,13.5,10.9,8.3,1.2,101690
26831.1,29-12-2015 00:00,12,5,2015,3.3,35,13.9,11.5,9.4,0.2,101780
27859.7,30-12-2015 00:00,12,8,2015,0,12,11.5,11.7,9.5,7,101070
27251.5,31-12-2015 00:00,12,3,2015,4.7,42,9.9,9.5,7.5,2.2,101190
26883.4,01-01-2016 00:00,1,6,2016,0,13,11.3,5.6,1.3,2.8,101690
27575.8,01-02-2016 00:00,1,8,2016,0,13,9.7,6.8,2.2,5.6,99810
28464.5,01-03-2016 00:00,1,6,2016,0,13,10.9,7.3,4.9,7.2,99180
34158.9,01-05-2016 00:00,1,6,2016,2.1,30,9.2,7.6,5.1,0.4,98470
33161.3,01-07-2016 00:00,1,5,2016,1.7,28,9.5,7.8,4.9,1.4,98890
33995.2,01-08-2016 00:00,1,4,2016,2.1,31,10.9,5,0.5,0.8,99930
35186.9,01-11-2016 00:00,1,7,2016,0.3,18,7.4,6,4.8,0.2,98290
34742,01-12-2016 00:00,1,4,2016,1.3,27,7.1,5.2,3,0.6,99770
35614.4,13-01-2016 00:00,1,6,2016,2.1,32,5.5,4.6,2,3,101310
35572.9,14-01-2016 00:00,1,4,2016,1.1,26,5.9,3.8,2,0.2,100710
35441.8,15-01-2016 00:00,1,2,2016,5.5,52,5.2,3.4,0.9,0,102020
36832.3,18-01-2016 00:00,1,6,2016,0,15,5.3,3.2,0.9,0,101500
36858.6,21-01-2016 00:00,1,5,2016,1.7,33,11.2,2.6,-2.9,0.6,102130
34425.9,22-01-2016 00:00,1,5,2016,0.3,21,12.2,6.8,2.3,2,101760
30574.1,23-01-2016 00:00,1,5,2016,0.2,20,15.3,8.2,4.2,1,102880
29047,24-01-2016 00:00,1,8,2016,1.4,32,13.5,10.6,5.9,0,102630
32132.4,25-01-2016 00:00,1,3,2016,2.4,40,12.8,11.6,9.6,0,102050
33072.4,26-01-2016 00:00,1,6,2016,0,17,13.3,9,5.3,3.8,101650
32546.5,27-01-2016 00:00,1,8,2016,0,18,11.5,11.3,9.3,2.2,100900
32905.5,28-01-2016 00:00,1,3,2016,6,64,12.2,6.8,2,0,102310
31922,29-01-2016 00:00,1,8,2016,0,18,8.1,7.6,3.1,5.6,101740
28852.3,30-01-2016 00:00,1,6,2016,3.5,51,13.4,7.7,7.3,0.4,101000
29516.8,31-01-2016 00:00,1,8,2016,0.1,22,14.3,8.6,3.9,0.8,100930
31587.2,02-01-2016 00:00,2,7,2016,0.1,22,10.1,10.2,6.2,0,101500
32191.1,02-02-2016 00:00,2,4,2016,5.3,65,9.7,9,8,0.2,101530
33776.5,02-03-2016 00:00,2,4,2016,1.3,37,14.2,5.9,2.1,0,102210
33523.3,02-04-2016 00:00,2,6,2016,1.1,35,11.5,8.8,3.3,0.2,102510
32114.5,02-05-2016 00:00,2,8,2016,0,21,12.6,10.2,8.9,1,101840
29752.4,02-06-2016 00:00,2,8,2016,0,21,10.5,10.9,9.2,6.8,99800
32892.7,02-08-2016 00:00,2,7,2016,1.3,40,8.2,7.8,6.1,1.8,98700
33589,02-09-2016 00:00,2,5,2016,3.1,56,8.8,5.2,2.3,1,98870
34028.7,02-10-2016 00:00,2,5,2016,0.9,37,9,6.1,3.4,0,99690
34780.4,02-12-2016 00:00,2,6,2016,1.1,40,5.1,3.7,0.4,0.2,99580
29718.4,14-02-2016 00:00,2,5,2016,3.5,64,6.9,4.1,1.6,0,99700
34463.1,15-02-2016 00:00,2,2,2016,6.7,88,7.8,3.5,0.1,0,102490
35501.9,17-02-2016 00:00,2,6,2016,0,26,8.4,3.6,0.5,9,101700
34426.2,18-02-2016 00:00,2,4,2016,5.5,83,10.5,5.8,3.3,0.2,101420
33252.5,19-02-2016 00:00,2,4,2016,5.7,86,12.6,4.6,-1.3,0.2,101580
29182.3,20-02-2016 00:00,2,7,2016,0.2,33,14.8,7.8,3,2.2,100930
27583,21-02-2016 00:00,2,8,2016,0.2,33,9.8,12.4,10,2,101020
32655.8,22-02-2016 00:00,2,8,2016,0.8,43,9.1,9,8.3,0.2,100930
33543,23-02-2016 00:00,2,4,2016,5.7,91,8.3,5.6,2.1,0,101710
34970.8,25-02-2016 00:00,2,4,2016,4.1,80,8.7,2.6,-1.8,0,101680
34642.5,26-02-2016 00:00,2,7,2016,3.1,72,6.1,4.4,0.2,0,101030
30998.6,27-02-2016 00:00,2,7,2016,0.8,47,8.3,4.5,2.9,0,101080
30076.2,28-02-2016 00:00,2,6,2016,1.8,60,9.3,5.4,2.6,0,102110
34359.9,29-02-2016 00:00,2,3,2016,7.2,111,13.1,4.9,0.5,0.4,102650
33122.7,03-01-2016 00:00,3,8,2016,0.3,44,7.6,8.7,4.3,6.4,101140
33568.1,03-02-2016 00:00,3,6,2016,2.4,76,9.2,5.6,3.6,3.8,99950
33817.5,03-03-2016 00:00,3,6,2016,6.9,124,8.2,6.2,3.1,2.2,100330
30276.1,03-06-2016 00:00,3,5,2016,2.5,82,7.9,3.5,0.6,0,100580
33998.5,03-07-2016 00:00,3,5,2016,6.7,129,9.4,4,0.1,0,100970
34788.2,03-10-2016 00:00,3,7,2016,0.1,45,11.4,7.4,5.3,0.2,101920
33273.2,03-11-2016 00:00,3,1,2016,6.9,137,11.1,5.6,-0.3,0,102830
29604.8,03-12-2016 00:00,3,5,2016,4.7,115,11.4,6.2,1.2,0,103090
27826,13-03-2016 00:00,3,3,2016,7.3,144,11.7,7.2,3,0,103450
31411,14-03-2016 00:00,3,4,2016,8.6,159,9,7.6,3.6,0,103280
33330.4,15-03-2016 00:00,3,5,2016,1.1,70,10.2,5.5,2,0,103030
32410.9,16-03-2016 00:00,3,7,2016,4.1,114,11.9,8.4,6.5,0,102960
33697.2,18-03-2016 00:00,3,7,2016,0,46,9,4.6,1.5,0,102700
30150.2,19-03-2016 00:00,3,8,2016,0,46,10.9,6.7,4.4,0,102640
28834.3,20-03-2016 00:00,3,7,2016,1.4,80,12.2,8,5,0,102510
32237.4,21-03-2016 00:00,3,7,2016,0.8,70,13.9,9,5.7,0,102320
32529.5,22-03-2016 00:00,3,2,2016,9.6,183,10.4,7.6,1.2,0,101810
32988.8,23-03-2016 00:00,3,8,2016,0,49,11.4,8.3,6.2,0,101680
31890.3,24-03-2016 00:00,3,8,2016,0,49,15.1,8.2,5,8,101330
25705.7,25-03-2016 00:00,3,4,2016,9.6,189,13.9,11.2,7.4,0,101350
25924.7,26-03-2016 00:00,3,7,2016,0,51,11.2,9.8,5.8,4.6,100450
25551.8,28-03-2016 00:00,3,7,2016,5.1,142,12.7,8.3,3.7,1.4,98850
30157.5,29-03-2016 00:00,3,4,2016,5.7,151,12.9,8.6,4.4,5.2,100270
30423.1,30-03-2016 00:00,3,4,2016,8.8,189,12.8,8.8,4.6,0,100820
30063.8,31-03-2016 00:00,3,4,2016,6.6,165,13.1,8.6,4.5,0,101560
29556.4,04-01-2016 00:00,4,3,2016,7.1,173,14.5,7,0.9,0,101910
26271.4,04-02-2016 00:00,4,6,2016,7.6,180,15.5,11.2,8,3.2,101210
25789.6,04-03-2016 00:00,4,6,2016,5,149,13.2,11.4,7.3,0.6,100520
30042.6,04-04-2016 00:00,4,7,2016,3.2,125,15.5,11,8.8,0.2,100230
29050.4,04-05-2016 00:00,4,4,2016,8.9,200,12.8,11.2,7,0.4,100740
28491.6,04-06-2016 00:00,4,4,2016,4.7,149,11.9,9.1,5.4,0.6,100750
30262.8,04-07-2016 00:00,4,6,2016,1.5,99,14.1,8.1,4.3,6.6,100930
29969.1,04-08-2016 00:00,4,6,2016,2.9,124,11.6,9,4,1.8,101120
26826.4,04-09-2016 00:00,4,6,2016,2.4,117,13.3,9,6.3,0,100340
29577.9,04-11-2016 00:00,4,7,2016,1,92,17.4,11.6,8.8,3,100580
30309.4,04-12-2016 00:00,4,5,2016,7.6,195,18.6,12.2,7.1,0,100670
29428.9,13-04-2016 00:00,4,3,2016,7.9,201,16.9,11.2,3.8,0.4,100830
29693.8,14-04-2016 00:00,4,6,2016,5.3,167,13.4,12.4,7.8,2.8,100910
26648.2,16-04-2016 00:00,4,6,2016,1.4,104,12,7.1,4.7,0.2,100460
25427.6,17-04-2016 00:00,4,2,2016,9.4,225,13,6.2,0.3,0,101600
29756.1,18-04-2016 00:00,4,6,2016,3.7,147,15.9,8,3,0,102230
29038.4,19-04-2016 00:00,4,4,2016,8.4,215,14.8,12.4,8.8,0,102810
