daily_demand,date_format,Month,cloud_cover,Year,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure
continuous,time,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,,,,,,,,,,
34006.8,04-04-2012 00:00,4,5,2012,4.7,146,9.3,6.4,2.4,0.2,100740
33507.9,04-05-2012 00:00,4,6,2012,0,57,13.1,7.8,6.2,0,101890
30168.9,04-06-2012 00:00,4,3,2012,7.5,185,11.2,6.1,-0.9,0.2,101590
28784.2,04-07-2012 00:00,4,7,2012,0.1,64,14.2,8.5,5.8,0.6,101270
27310,04-08-2012 00:00,4,7,2012,0,59,11.6,10.4,6.6,1.8,101210
28361.9,04-09-2012 00:00,4,8,2012,0,59,14.8,9.9,8.2,4,99660
32605.1,04-11-2012 00:00,4,2,2012,8.3,203,13.2,8.7,3.3,0,99730
32686.4,04-12-2012 00:00,4,4,2012,4.4,152,13.4,7.9,2.5,2.6,100320
32226.5,13-04-2012 00:00,4,3,2012,4.7,157,12.3,8.1,2.8,0,100510
29223.7,14-04-2012 00:00,4,6,2012,6.5,184,10,9.2,6.1,0,100830
28430.7,15-04-2012 00:00,4,3,2012,7.1,193,12.3,6.5,3,0,102040
33184.6,16-04-2012 00:00,4,4,2012,7.5,200,14.8,6.4,0.5,1.4,102450
33160.6,17-04-2012 00:00,4,6,2012,4.5,159,12.4,10,5.2,3.6,100120
34257.2,18-04-2012 00:00,4,8,2012,0.6,87,11.9,8.9,5.4,5.2,98110
34088.5,19-04-2012 00:00,4,7,2012,1.8,115,13.1,9,6.1,2,98470
33035.9,20-04-2012 00:00,4,5,2012,6.7,194,14.8,8.6,4,7.2,99330
29500.5,21-04-2012 00:00,4,4,2012,6.7,195,15.3,8.9,2.9,0,99740
28691.6,22-04-2012 00:00,4,4,2012,8.1,215,10.6,9.8,4.3,2.4,100260
33491.2,23-04-2012 00:00,4,7,2012,2.6,133,14.1,8.5,6.3,4.2,99490
33767.9,24-04-2012 00:00,4,6,2012,2.5,132,12.7,10.5,6.8,5.4,99740
33597.3,26-04-2012 00:00,4,6,2012,4.9,174,15.8,11.2,7.5,3.2,99420
32918.7,27-04-2012 00:00,4,6,2012,5.2,180,9.7,12.4,8.9,2.4,101020
30006,29-04-2012 00:00,4,6,2012,1,105,19.2,10.4,5.6,3.8,100450
33275.2,05-01-2012 00:00,5,6,2012,5.3,186,14.7,14.5,11.3,0,101620
33124.9,05-02-2012 00:00,5,8,2012,0.1,79,9.4,12.3,9.8,0.6,101960
33922.3,05-03-2012 00:00,5,8,2012,0,72,10,8.8,8.1,0,101200
33312.6,05-04-2012 00:00,5,8,2012,0,73,10.3,8.6,7.2,0,100700
29477.5,05-05-2012 00:00,5,8,2012,0.4,92,10.4,8,5.6,0.2,100990
28219.8,05-06-2012 00:00,5,7,2012,0,74,15.1,7.9,5.3,0,101420
28992.2,05-07-2012 00:00,5,6,2012,2.8,148,18.1,9.1,3.1,2.2,101380
31984.2,05-08-2012 00:00,5,7,2012,2.8,149,16.8,14,9.9,2.2,100710
32948.9,05-09-2012 00:00,5,7,2012,0,75,17.1,13.3,9.8,5.8,100830
32149.1,05-10-2012 00:00,5,8,2012,0,75,16.5,14.6,12,4.4,100930
30979.1,05-11-2012 00:00,5,4,2012,9.5,255,15.7,13.6,10.7,0,102240
26315.1,13-05-2012 00:00,5,2,2012,9.5,257,12.5,11.1,4.9,0,103020
31065.8,14-05-2012 00:00,5,5,2012,1.1,116,12.4,9.5,6.4,3.6,101640
32114,15-05-2012 00:00,5,5,2012,2.7,151,14.9,8.7,5,2.2,101620
32172.1,16-05-2012 00:00,5,4,2012,8,238,15.5,9,3.1,0,102530
32218.7,17-05-2012 00:00,5,7,2012,0.7,106,16.2,11.1,6.6,0,101670
31417.5,18-05-2012 00:00,5,6,2012,0.7,107,17.4,12.7,9.2,0,100440
28152.1,19-05-2012 00:00,5,8,2012,1.6,130,11.9,14.4,11.3,0,100960
27322.1,20-05-2012 00:00,5,8,2012,0,79,17.5,10.3,8.7,0,101090
30929.2,21-05-2012 00:00,5,5,2012,2.7,154,25.7,13.4,9.2,0,100960
30664.4,22-05-2012 00:00,5,3,2012,11.2,287,27.2,18.3,10.9,0,101490
30183.2,29-05-2012 00:00,5,1,2012,8.9,259,25.4,19.1,14.4,0,101740
30258.5,30-05-2012 00:00,5,3,2012,9.3,265,20.8,19.1,12.8,4.2,101790
30267.4,31-05-2012 00:00,5,5,2012,0.5,105,21.4,16.8,12.8,0,101880
29715.6,06-01-2012 00:00,6,7,2012,1.4,130,19.5,17.1,12.8,1,101910
26164.6,06-02-2012 00:00,6,7,2012,1.6,136,12.7,16,12.4,4.8,101440
25218.6,06-04-2012 00:00,6,6,2012,3.1,168,16.2,11.1,7.3,0.2,101450
26226.6,06-05-2012 00:00,6,6,2012,0.1,88,18.8,11.6,7,7,101390
29004.6,06-06-2012 00:00,6,5,2012,5.4,210,17.8,15.1,11.4,3.2,100240
29215.2,06-08-2012 00:00,6,7,2012,1,121,19.5,14.3,12.2,0.2,99850
25994.4,06-09-2012 00:00,6,4,2012,7.7,246,17.3,15.2,10.8,0,100980
30655.2,06-11-2012 00:00,6,8,2012,0,81,15.4,12.3,11.6,10.2,100220
30983.7,06-12-2012 00:00,6,8,2012,0,81,18.3,12.9,10.3,0.2,100940
30786.9,13-06-2012 00:00,6,4,2012,7.3,241,18.6,13,7.6,0,101650
30419.3,14-06-2012 00:00,6,4,2012,5.4,211,19.3,13.5,8.3,5.4,101570
29801.8,15-06-2012 00:00,6,5,2012,5.3,210,19.3,15.9,12.4,1.8,100790
26513.4,16-06-2012 00:00,6,6,2012,3.9,185,20.4,15.9,12.4,0,100860
25738.5,17-06-2012 00:00,6,5,2012,6.1,223,19.5,16.1,11.8,4.2,101640
29880.1,18-06-2012 00:00,6,6,2012,4.6,198,20.5,15.3,11,0,101720
29959.6,19-06-2012 00:00,6,4,2012,7.1,238,22.7,15,9.5,0,101920
30001.6,20-06-2012 00:00,6,4,2012,7.7,247,20.4,17.2,11.6,5.6,101630
30606.8,21-06-2012 00:00,6,7,2012,1.3,130,18.7,17.2,13.9,2.8,100570
29339,22-06-2012 00:00,6,7,2012,0.7,113,20.2,14.9,11.1,0.2,101070
25782.6,23-06-2012 00:00,6,5,2012,5,205,20.9,15.5,10.8,8.8,101940
25424.4,24-06-2012 00:00,6,5,2012,6.5,229,22.5,16.3,11.6,0,101220
29654.8,25-06-2012 00:00,6,4,2012,8.9,264,22.3,17.2,11.9,0,101760
30456.5,26-06-2012 00:00,6,7,2012,4.3,192,23.4,18.1,13.8,0,102000
30699,27-06-2012 00:00,6,6,2012,1.6,137,27.6,20.4,17.4,0.2,101730
28991.9,29-06-2012 00:00,6,5,2012,2.7,161,21.6,17.6,13.5,0,100480
25563.5,30-06-2012 00:00,6,4,2012,8.3,255,19.3,18.4,15.2,0,100810
24672.7,07-01-2012 00:00,7,4,2012,7.2,238,17.9,15,10.6,0.8,101440
29924.6,07-02-2012 00:00,7,7,2012,0,80,19.3,15.2,12.4,4.8,101520
30791,07-03-2012 00:00,7,8,2012,0,80,22.2,17,14.7,5.8,101350
30755,07-04-2012 00:00,7,7,2012,1.7,138,22.5,19,15.7,0,100940
30444.1,07-05-2012 00:00,7,7,2012,4.2,188,19,18.1,13.7,1.2,100930
30197.3,07-06-2012 00:00,7,7,2012,1.3,128,19.4,17,15,8.2,100740
26360.4,07-07-2012 00:00,7,7,2012,1.8,140,22,15.7,12,7,100700
25676.5,07-08-2012 00:00,7,7,2012,4,184,18.8,18.1,14.1,2.6,100570
29978.1,07-09-2012 00:00,7,8,2012,0,79,18.7,16.6,14.4,0.2,101110
30528.3,07-10-2012 00:00,7,8,2012,1.7,137,20.2,15.9,13.1,6.2,101080
29958.1,07-11-2012 00:00,7,5,2012,7.8,244,19.3,16,11.8,5.8,101090
30065.9,07-12-2012 00:00,7,4,2012,7.2,234,20.1,14.5,9.6,9,101190
29598.6,13-07-2012 00:00,7,7,2012,3.5,173,16.9,16.6,13,6,100180
26415.5,14-07-2012 00:00,7,8,2012,1.2,123,18.8,15.2,13.5,3,100510
24935.6,15-07-2012 00:00,7,6,2012,5.4,205,18.7,15.6,12.3,0.2,101570
29913.1,16-07-2012 00:00,7,8,2012,0,77,23.8,15.8,12.8,1.6,101980
30102.7,17-07-2012 00:00,7,5,2012,4.2,184,19.2,18.8,13.7,0,102230
29738.1,18-07-2012 00:00,7,8,2012,0.4,98,20.3,16.9,14.5,1.6,101310
29933.9,19-07-2012 00:00,7,6,2012,5.5,204,19,16.7,13.1,0.2,101080
29552.2,20-07-2012 00:00,7,6,2012,3.8,175,20.7,15.7,12.4,2,101660
25759.9,21-07-2012 00:00,7,5,2012,7.3,231,23.3,16.2,11.7,0,102390
29047.6,27-07-2012 00:00,7,6,2012,0.4,95,21.6,20.5,16.1,0,101260
25170.2,28-07-2012 00:00,7,4,2012,7.2,224,18.9,18.1,14.5,0,101080
24356,29-07-2012 00:00,7,3,2012,7.7,230,20.7,15,11,1.6,101180
27960,30-07-2012 00:00,7,3,2012,10.2,263,20.8,15.3,9.8,3.8,101530
29159.8,31-07-2012 00:00,7,6,2012,0.5,96,23.6,15.8,10.8,0.2,101440
28871.1,08-01-2012 00:00,8,5,2012,2.1,136,22.8,18.2,12.8,0.4,100920
28953.2,08-02-2012 00:00,8,6,2012,6.6,211,23,18.9,14.9,0,101040
28416.9,08-03-2012 00:00,8,2,2012,9.8,253,21.3,17.9,12.8,2.2,101240
25552.1,08-04-2012 00:00,8,5,2012,5.5,193,21.5,17.8,14.2,1.8,100970
25177.4,08-05-2012 00:00,8,4,2012,6.3,204,22.3,17,12.5,1.2,100710
28839,08-06-2012 00:00,8,7,2012,4.7,179,20.3,18.5,14.7,2.4,100950
29315.2,08-07-2012 00:00,8,6,2012,1,107,23.7,15.7,11,1,101980
29535.9,08-08-2012 00:00,8,5,2012,4,166,26.3,19.2,14.7,0.2,102270
28731.2,08-10-2012 00:00,8,2,2012,10.5,254,24.1,20.9,14.8,0,102590
25313.1,08-11-2012 00:00,8,1,2012,10,247,26.9,19.4,14.7,0,102050
25082.2,08-12-2012 00:00,8,3,2012,7.8,217,23.8,21.1,15.3,0,101200
29531,13-08-2012 00:00,8,7,2012,0.8,98,25.1,19.2,14.6,2.8,101100
29749.8,14-08-2012 00:00,8,5,2012,8.7,227,23,21.2,17.3,0,101100
29837.3,15-08-2012 00:00,8,4,2012,1.5,113,22.9,20.5,18,0.8,100620
29433.5,16-08-2012 00:00,8,4,2012,3.9,157,28.5,19.4,15.9,0,101410
29874.6,20-08-2012 00:00,8,3,2012,5,170,22.2,21.2,16.8,0,101940
30058,21-08-2012 00:00,8,6,2012,1.7,113,23.4,19.1,16,0.2,101760
29177.5,22-08-2012 00:00,8,4,2012,6.9,193,22.4,18.2,12.9,0,101740
29879,23-08-2012 00:00,8,6,2012,6.2,183,20.8,17.5,12.6,0,101420
29369.1,24-08-2012 00:00,8,8,2012,0.8,90,22.5,17.3,13.7,1,100480
24555.7,26-08-2012 00:00,8,4,2012,6.7,186,22.6,17.2,12.9,0,101510
25466.2,27-08-2012 00:00,8,5,2012,3.1,133,24.2,16.9,11.2,2.2,101370
29302.8,28-08-2012 00:00,8,4,2012,9.7,219,21,19.1,13.9,0,101300
30088.4,29-08-2012 00:00,8,4,2012,3.3,134,18.1,17.1,13.2,3.8,101240
29844.8,30-08-2012 00:00,8,5,2012,2.5,120,18.8,15.7,13.3,0,101690
29357.4,31-08-2012 00:00,8,3,2012,9.3,209,22.8,12.4,5.9,0,102900
26086,09-01-2012 00:00,9,6,2012,2,105,18.8,17.9,13,0,102600
25956.6,09-02-2012 00:00,9,5,2012,0,55,24.7,15.7,12.5,0,102470
29850.4,09-03-2012 00:00,9,2,2012,10.2,206,25.1,19.5,14.2,0,102570
30612.7,09-04-2012 00:00,9,4,2012,6,158,20.7,19.4,13.6,0,102370
30058.5,09-05-2012 00:00,9,1,2012,12.3,223,21.7,15.9,11.1,0,102720
29759.6,09-06-2012 00:00,9,0,2012,11.1,210,26.4,15,8.3,0,102820
26295.6,09-08-2012 00:00,9,0,2012,11.8,213,28.3,18.4,9.5,0,102040
25230.5,09-09-2012 00:00,9,1,2012,9.5,189,21.5,19,9.7,0,101150
29752,09-10-2012 00:00,9,7,2012,1.8,93,19,18.9,16.3,0,101000
29745.3,09-11-2012 00:00,9,4,2012,6.8,157,19,16.6,14.1,0,101270
30332.2,09-12-2012 00:00,9,4,2012,3.4,115,19.2,13,7,2,101480
30224.4,13-09-2012 00:00,9,2,2012,10.1,188,21,13.1,6.9,0,101900
29217.6,14-09-2012 00:00,9,5,2012,5,133,22.9,16.8,12.5,0,101370
26271.8,15-09-2012 00:00,9,1,2012,10.9,191,18.9,15.6,8.3,0,101730
25648,16-09-2012 00:00,9,6,2012,2.5,98,19.5,16,13.1,0,101310
29800.4,17-09-2012 00:00,9,6,2012,4.2,119,18.1,16.3,13.1,0,101240
30122.1,18-09-2012 00:00,9,2,2012,8.5,164,17.8,14.7,11.3,0,101390
30589.6,19-09-2012 00:00,9,2,2012,10.3,178,17.8,12.1,6.3,0,102210
31044.7,20-09-2012 00:00,9,4,2012,3.2,103,16.8,13.3,8.7,0,102070
30768.4,21-09-2012 00:00,9,4,2012,0.1,49,16.8,13.5,10.2,1,101550
27039.2,22-09-2012 00:00,9,1,2012,9.6,167,15,11.5,6.1,0,101960
31593.9,24-09-2012 00:00,9,6,2012,1.1,69,17.1,13.2,10.4,8,98920
31589.1,25-09-2012 00:00,9,3,2012,7.6,143,16,13.3,9.5,1.2,98860
32291.2,26-09-2012 00:00,9,7,2012,2.3,85,17.5,12.9,9.7,2.2,99230
31871.3,27-09-2012 00:00,9,6,2012,4.3,108,18.1,14.1,10.7,0.6,100720
30823.8,28-09-2012 00:00,9,5,2012,1.6,73,16.7,13.3,8.5,0.2,101300
27136,29-09-2012 00:00,9,1,2012,8.7,146,18.1,12.7,8.6,0,101830
26736.1,30-09-2012 00:00,9,5,2012,1.6,71,17.3,12.1,6.1,4.2,101870
31042.6,10-01-2012 00:00,10,6,2012,2.7,85,17.9,15.2,13,2.6,101190
31407,10-02-2012 00:00,10,6,2012,2.8,85,15.1,14.4,10.9,1.2,100970
31525.1,10-03-2012 00:00,10,7,2012,1.6,69,16.4,13.1,11,4.6,100560
31877.9,10-04-2012 00:00,10,3,2012,7.5,128,15.8,11.4,6.4,6.2,100820
28169.3,10-06-2012 00:00,10,4,2012,7.9,128,13.8,11.4,7.5,0.2,101300
27806.7,10-07-2012 00:00,10,3,2012,3.2,84,12.7,9.3,4.7,0,101790
32560.7,10-08-2012 00:00,10,8,2012,0,34,14.3,9.9,7,2.8,101300
32929.2,10-09-2012 00:00,10,6,2012,3.8,87,15.4,11.5,8.7,0,101610
33018,10-10-2012 00:00,10,7,2012,2.8,76,15.7,11.8,8.1,0,101500
33008,10-11-2012 00:00,10,8,2012,0,32,14.8,12.3,8.9,7.8,100370
31603.3,10-12-2012 00:00,10,5,2012,6.4,106,13.5,12.3,9.7,0,100580
29204.5,13-10-2012 00:00,10,4,2012,4.1,85,12.9,9.6,5.6,0.8,100480
32902,15-10-2012 00:00,10,6,2012,0.6,44,15.9,8.6,2.9,1.4,100240
32453.8,17-10-2012 00:00,10,5,2012,6.2,98,17,12.7,7.8,1.6,99770
32580.8,18-10-2012 00:00,10,7,2012,2.9,69,13.6,14.6,12.1,0.2,100200
32789.2,19-10-2012 00:00,10,8,2012,0,28,14.1,12.4,11.2,8.2,100780
29219.9,20-10-2012 00:00,10,7,2012,0.3,36,13.6,11.3,8.4,5.2,101630
28523.9,21-10-2012 00:00,10,8,2012,0,27,14.9,11.5,9.3,0.8,101810
33217.4,22-10-2012 00:00,10,8,2012,0,27,13.8,12.8,10.7,0.2,102020
33399.2,23-10-2012 00:00,10,8,2012,0,26,16.9,12.9,11.9,0,102380
32966.6,24-10-2012 00:00,10,6,2012,1.6,50,13.3,14.4,11.9,0,101960
33150.4,25-10-2012 00:00,10,8,2012,0,25,9.1,13.1,12.9,0.4,101650
33123.4,26-10-2012 00:00,10,7,2012,0,25,9.1,8.6,8,0.2,101280
30440.5,27-10-2012 00:00,10,3,2012,6.2,85,9.7,5.6,2.1,0.2,101670
30246.3,28-10-2012 00:00,10,7,2012,0.1,27,13.3,5,0.2,3,101550
34394.5,29-10-2012 00:00,10,7,2012,1.7,47,11.1,9,4.6,1.8,100870
34545.1,30-10-2012 00:00,10,4,2012,5.6,77,13.2,7.8,4.5,0.2,100460
34144.9,31-10-2012 00:00,10,6,2012,1.5,44,10.3,9.7,6.1,9.2,98970
34685.2,11-01-2012 00:00,11,4,2012,3.9,63,11.3,8.6,6.8,0.4,97960
31522.5,11-04-2012 00:00,11,6,2012,0.2,26,10.2,5.4,1.9,4.8,99420
35406.8,11-05-2012 00:00,11,2,2012,6.7,77,10.1,5.3,0.3,0,100640
36351.1,11-06-2012 00:00,11,4,2012,4.2,61,10.9,5.4,0.6,0.4,102050
35437.4,11-07-2012 00:00,11,4,2012,4.2,60,13.1,7.4,3.8,0,102450
34944,11-08-2012 00:00,11,6,2012,3.1,51,11.5,9.9,6.6,0,101930
34280.5,11-09-2012 00:00,11,7,2012,0.4,27,10.2,9.7,7.8,4.2,101000
31332.4,11-10-2012 00:00,11,6,2012,0,19,10.7,9.3,8.3,0.2,99780
30961.2,11-11-2012 00:00,11,1,2012,8,77,12.7,6,1.3,0.2,101170
35489.6,11-12-2012 00:00,11,8,2012,0,19,15.5,8,3.2,1.4,102090
34739.8,13-11-2012 00:00,11,6,2012,1,32,14.2,11.4,7.3,0.2,102620
34761.8,14-11-2012 00:00,11,3,2012,5.2,60,10.1,12,9.7,0,102640
35456.6,15-11-2012 00:00,11,6,2012,1.3,33,12.6,7.1,4,0,102270
35152.4,16-11-2012 00:00,11,8,2012,0,17,12.5,9.1,5.6,0,101470
31330.8,17-11-2012 00:00,11,8,2012,0.1,20,9.9,9.3,6,0,100780
31031.8,18-11-2012 00:00,11,2,2012,7,66,12.8,5.6,1.2,0.2,101470
35204.2,19-11-2012 00:00,11,5,2012,1.7,35,13.4,7,1.2,1,101100
35335.2,20-11-2012 00:00,11,8,2012,0,16,12.1,10.3,7.1,6.2,100840
36298.1,21-11-2012 00:00,11,6,2012,0,16,13.3,10.8,9.5,4.4,100760
35163.9,22-11-2012 00:00,11,6,2012,0.9,27,11.6,9.8,6.3,11.6,101100
35089.9,23-11-2012 00:00,11,3,2012,2.6,39,12.6,8.9,6.1,0.2,101160
30977.5,25-11-2012 00:00,11,6,2012,3.5,43,9.3,8.5,5.4,4.6,100170
36107.7,26-11-2012 00:00,11,8,2012,0,15,8.6,8.1,6.8,7,99830
36459.5,27-11-2012 00:00,11,8,2012,0,15,7.2,7.7,6.8,1,100410
37133.8,28-11-2012 00:00,11,6,2012,0.1,17,6.5,6.5,5.8,0,101340
38083.3,29-11-2012 00:00,11,2,2012,5.3,50,4.9,4,1.5,0,101290
38491.8,30-11-2012 00:00,11,4,2012,4.5,46,6.2,1.7,-1.6,0,101210
34767.9,12-01-2012 00:00,12,3,2012,1.1,24,10.4,2.5,-1.3,0.2,101480
37625.1,12-03-2012 00:00,12,6,2012,0.2,16,8.1,5.2,-0.4,0.4,100750
34660,12-08-2012 00:00,12,4,2012,6.4,49,9.2,4.9,2.5,0,102350
32854.7,12-09-2012 00:00,12,6,2012,0.7,20,5.9,6.1,2.9,0,101930
33838.6,15-12-2012 00:00,12,4,2012,3.3,34,10.9,9.2,6.7,0,99130
33105.8,16-12-2012 00:00,12,4,2012,4.5,40,9.3,7.2,3.5,0.8,99960
37241.5,17-12-2012 00:00,12,3,2012,6,46,8.1,7.1,4.8,0,100170
37964.5,18-12-2012 00:00,12,6,2012,0.3,16,8.7,5.9,3.6,0,101460
37345.8,20-12-2012 00:00,12,7,2012,0,12,10,7.6,5,3.6,100220
35629.8,21-12-2012 00:00,12,4,2012,3.4,35,13.8,8.1,6.2,9.6,100960
32423,22-12-2012 00:00,12,8,2012,0,12,12.4,10,6.2,8.4,100510
30030,23-12-2012 00:00,12,7,2012,0.4,17,12.5,10.3,8.2,5.4,100360
28228.8,25-12-2012 00:00,12,7,2012,0.3,16,10.6,8.2,7,3.2,99560
27785,26-12-2012 00:00,12,4,2012,0.2,15,8.5,6.9,3.2,2.4,100410
31593.1,27-12-2012 00:00,12,6,2012,0.5,18,12.6,7.2,5.9,4.8,100560
31597.5,28-12-2012 00:00,12,8,2012,0,12,11.7,9,5.3,0.8,101660
29985.6,29-12-2012 00:00,12,7,2012,0,12,11.4,10.1,8.5,1.6,100390
29296.8,30-12-2012 00:00,12,4,2012,1.1,23,11.2,8.2,4.9,0.2,100990
30503.2,31-12-2012 00:00,12,8,2012,0,13,8,8.6,6,5,100310
28669.9,01-01-2013 00:00,1,3,2013,5.6,46,11,5.7,3.3,0,100790
34910.6,01-02-2013 00:00,1,7,2013,0,13,11.4,6.5,2,0.2,102320
34979.2,01-03-2013 00:00,1,8,2013,0,13,10.3,8.6,5.7,0,103280
34592.7,01-04-2013 00:00,1,8,2013,0,13,10.9,9.7,9.1,0,103740
31313.2,01-05-2013 00:00,1,7,2013,0,13,9,9.4,7.9,0.2,103530
30984.1,01-06-2013 00:00,1,7,2013,0,13,10,7.3,5.5,0,103230
35710,01-07-2013 00:00,1,8,2013,0,13,11.5,8.6,7.1,0,102680
36151.8,01-08-2013 00:00,1,7,2013,0.7,21,9.2,9.5,7.4,3.4,102420
36576.6,01-09-2013 00:00,1,4,2013,3.3,38,3.5,8.6,8,0,102130
38161.7,01-10-2013 00:00,1,7,2013,0,14,7.4,1.4,-0.7,0.2,101600
37644.9,01-11-2013 00:00,1,6,2013,2.3,33,4.8,4.1,0.7,3.2,101770
34205.4,01-12-2013 00:00,1,7,2013,0,14,3.6,2.6,0.4,0.2,101290
34337.9,13-01-2013 00:00,1,6,2013,1.1,26,3.4,1.7,-0.3,0,101910
40546.2,24-01-2013 00:00,1,8,2013,0,17,3.6,1.7,1.1,0,101660
32145.7,27-01-2013 00:00,1,4,2013,4.8,56,11.9,6.8,3.6,0.2,99780
37673,28-01-2013 00:00,1,4,2013,0.8,29,13.8,7.2,2.4,2.8,100540
36697.5,29-01-2013 00:00,1,8,2013,0,18,11.7,8.7,3.6,6.2,100320
35749.5,30-01-2013 00:00,1,4,2013,5.2,61,10.2,10.2,8.6,1.2,100700
35860.6,31-01-2013 00:00,1,4,2013,3.7,53,7.6,8.4,6.6,5.8,101250
36139.7,02-01-2013 00:00,2,6,2013,1.4,36,5.7,6.2,4.7,0.6,100250
33156.6,02-02-2013 00:00,2,3,2013,5.8,68,10.4,4.1,2.4,0,101600
32906.7,02-03-2013 00:00,2,7,2013,0,20,11,4.6,-1.3,0,101890
35642.9,02-04-2013 00:00,2,5,2013,4.3,60,6.3,7.5,4,3,101240
37306.4,02-05-2013 00:00,2,5,2013,4.9,65,6,4,1.7,1,100020
37570.1,02-06-2013 00:00,2,6,2013,1.1,37,5.7,4.4,2.8,0,100720
38506.2,02-07-2013 00:00,2,3,2013,4.4,64,6.1,2.7,-0.3,0.2,101820
37679,02-08-2013 00:00,2,5,2013,4.6,66,4.9,3,-0.1,0.2,101960
34479.6,02-09-2013 00:00,2,8,2013,0,22,5.3,3,1,2.4,101890
39581.7,02-12-2013 00:00,2,8,2013,0,24,8.9,1.6,0.9,0.2,101530
39622.4,13-02-2013 00:00,2,8,2013,0,24,12.1,4.7,0.5,1.8,102110
37867.1,14-02-2013 00:00,2,6,2013,4.2,69,10.7,6.4,0.6,0,101140
36767.7,15-02-2013 00:00,2,4,2013,4.1,69,10.2,6.2,1.7,0,101990
33011.6,16-02-2013 00:00,2,8,2013,0.5,35,10.4,6.9,3.5,0.2,102350
31563.1,17-02-2013 00:00,2,2,2013,4.3,73,9.1,5.7,0.9,0,102160
36288.3,18-02-2013 00:00,2,0,2013,7.6,98,11.1,5.2,1.2,0.2,102040
37769.9,20-02-2013 00:00,2,5,2013,5.1,83,2.3,3.1,0.7,0.2,102310
38712.4,21-02-2013 00:00,2,8,2013,0,28,2.5,1.4,0.5,0,102400
38934.4,22-02-2013 00:00,2,8,2013,0.1,32,2.5,1.4,0.2,0,102070
35463,23-02-2013 00:00,2,8,2013,0.1,32,2.9,1.3,0.1,0,102110
34457.3,24-02-2013 00:00,2,8,2013,0,29,4.3,1.5,0.1,0,102430
38864.5,25-02-2013 00:00,2,8,2013,0,30,5,2.6,0.9,0.4,102740
39351.1,26-02-2013 00:00,2,8,2013,0,30,6.6,3.7,2.4,0.2,103240
38452.1,27-02-2013 00:00,2,6,2013,3.3,75,9.1,4.3,2,0,103440
37917.9,28-02-2013 00:00,2,5,2013,0,31,7.1,5.2,1.3,0.2,102990
37178,03-01-2013 00:00,3,8,2013,0,35,5.7,4.8,2.4,0.2,102940
33598.8,03-02-2013 00:00,3,6,2013,1.2,60,8.8,4.2,2.6,0,102790
32827.5,03-03-2013 00:00,3,4,2013,2.4,76,9.7,3,-2.8,0,102360
36499.1,03-04-2013 00:00,3,1,2013,9.3,145,16.1,5.3,0.8,0,101370
36399,03-06-2013 00:00,3,6,2013,0.1,42,10.3,9.3,4.8,4.8,100060
36301.2,03-07-2013 00:00,3,7,2013,0,38,10.4,8.8,7.3,1.8,99700
35867.5,03-08-2013 00:00,3,8,2013,0,39,7.2,9.4,8.4,6.8,99760
32694.8,03-09-2013 00:00,3,8,2013,0,39,4.2,6.5,5.7,0.2,100270
31947.7,03-10-2013 00:00,3,8,2013,0,40,0.9,3.4,2.5,0,100620
38278.8,03-11-2013 00:00,3,7,2013,0,41,5,0.2,-0.5,0,100760
38428,13-03-2013 00:00,3,4,2013,6,129,7.8,3.8,-0.1,0,101090
36709.3,15-03-2013 00:00,3,8,2013,0.3,54,9.4,5.6,1.8,6.6,100740
33069.8,16-03-2013 00:00,3,7,2013,1.2,72,7.5,7.9,6.3,7.6,99570
32371.9,17-03-2013 00:00,3,7,2013,0.1,49,8.1,5.3,3.1,6.6,99030
37337.7,19-03-2013 00:00,3,6,2013,1.5,80,7,5.7,2.8,0.2,99760
37814.8,20-03-2013 00:00,3,7,2013,0.3,57,7.1,4.3,1.6,0,100690
37653.9,21-03-2013 00:00,3,7,2013,1.3,78,5.6,3.6,0,6,101580
38589.2,25-03-2013 00:00,3,8,2013,0,49,2.4,0.6,-0.4,0,101460
39261.5,26-03-2013 00:00,3,8,2013,0,50,4.8,1.5,0.5,0,101360
37824.8,28-03-2013 00:00,3,6,2013,3.5,120,7.4,1.9,-1.5,0,101250
33629.9,29-03-2013 00:00,3,6,2013,4,128,5.8,2.7,-2,0,101100
32434.5,30-03-2013 00:00,3,8,2013,1.5,90,5.9,3.5,1.1,0,101160
30888.1,31-03-2013 00:00,3,4,2013,4.1,132,6.9,1.8,-2.3,0,101460
31537.1,04-01-2013 00:00,4,5,2013,3.8,129,8.6,3.8,0.7,0,101160
35953.5,04-03-2013 00:00,4,5,2013,2.4,110,3.7,2.8,-0.4,0,101760
36644,04-04-2013 00:00,4,7,2013,0,56,8.5,2.2,0.6,0.4,101450
35516.9,04-05-2013 00:00,4,7,2013,1.2,90,10.7,5,1.5,0,101580
34611.8,04-08-2013 00:00,4,5,2013,4.2,143,9.7,7.7,4.1,2.4,100530
35518.9,04-09-2013 00:00,4,7,2013,0,59,11.1,6.7,3.6,0.2,99750
35317.8,04-11-2013 00:00,4,7,2013,1.4,99,13.2,9.2,4.9,5.6,99710
34160.9,04-12-2013 00:00,4,6,2013,1.3,98,15.1,9.7,6.1,3.4,99790
30455.7,13-04-2013 00:00,4,7,2013,1.3,99,19.9,9.7,4.2,4.4,101120
